asset_id,timestamp,model,response,latency_s,abutment_material_value,abutment_material_confidence,parse_error,raw_response,error,traceback
114815,2026-05-28T02:18:24.677531,gemma-4-26b-a4b-it,"```json
{
    ""abutment_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.9
    }
}
```",30.918,Timber,0.9,,,,
114923,2026-05-28T02:18:35.520531,gemma-4-26b-a4b-it,"{
    ""abutment_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",10.838,Timber,0.95,,,,
114963,2026-05-28T02:18:49.768366,gemma-4-26b-a4b-it,"{
    ""abutment_material"": {
        ""value"": ""Gabions"",
        ""confidence"": 1.0
    }
}",14.246,Gabions,1.0,,,,
114996,2026-05-28T02:19:00.611716,gemma-4-26b-a4b-it,"{
    ""abutment_material"": {
        ""value"": ""Concrete"",
        ""confidence"": 0.95
    }
}",10.838,Concrete,0.95,,,,
114997,2026-05-28T02:19:29.495041,gemma-4-26b-a4b-it,"```json
{
    ""abutment_material"": {
        ""value"": ""Concrete"",
        ""confidence"": 0.85
    }
}
```",28.86,Concrete,0.85,,,,
116847,2026-05-28T02:20:46.498610,gemma-4-26b-a4b-it,"```json
{
    ""abutment_material"": {
        ""value"": ""Concrete"",
        ""confidence"": 0.7
    }
}
```",76.998,Concrete,0.7,,,,
116851,2026-05-28T02:21:01.143661,gemma-4-26b-a4b-it,"```json
{
    ""abutment_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}
```",14.637,Timber,0.95,,,,
117196,2026-05-28T02:21:14.464529,gemma-4-26b-a4b-it,"```json
{
    ""abutment_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.9
    }
}
```",13.313,Timber,0.9,,,,
117197,2026-05-28T02:21:51.636038,gemma-4-26b-a4b-it,"```json
{
    ""abutment_material"": {
        ""value"": ""Composite"",
        ""confidence"": 0.7
    }
}
```",37.17,Composite,0.7,,,,
117211,2026-05-28T02:22:02.895641,gemma-4-26b-a4b-it,"```json
{
    ""abutment_material"": {
        ""value"": ""unable to determine"",
        ""confidence"": 0.0
    }
}
```",11.248,unable to determine,0.0,,,,
117216,2026-05-28T02:22:14.513105,gemma-4-26b-a4b-it,"```json
{
    ""abutment_material"": {
        ""value"": ""unable to determine"",
        ""confidence"": 0.0
    }
}
```",11.616,unable to determine,0.0,,,,
117220,2026-05-28T02:22:43.950265,gemma-4-26b-a4b-it,"```json
{
    ""abutment_material"": {
        ""value"": ""unable to determine"",
        ""confidence"": 0.0
    }
}
```",29.426,unable to determine,0.0,,,,
117221,2026-05-28T02:22:57.051176,gemma-4-26b-a4b-it,"```json
{
    ""abutment_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.9
    }
}
```",13.094,Timber,0.9,,,,
117304,2026-05-28T02:24:00.022145,gemma-4-26b-a4b-it,"```json
{
    ""abutment_material"": {
        ""value"": ""concrete"",
        ""confidence"": 0.9
    }
}
```",62.969,concrete,0.9,,,,
117365,2026-05-28T02:24:36.294849,gemma-4-26b-a4b-it,"```json
{
    ""abutment_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.8
    }
}
```",36.266,Timber,0.8,,,,
118143,2026-05-28T02:24:51.227389,gemma-4-26b-a4b-it,"```json
{
    ""abutment_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.8
    }
}
```",14.928,Timber,0.8,,,,
118246,2026-05-28T02:25:11.516656,gemma-4-26b-a4b-it,"```json
{
    ""abutment_material"": {
        ""value"": ""Gabions"",
        ""confidence"": 0.95
    }
}
```",20.286,Gabions,0.95,,,,
118797,2026-05-28T02:25:30.249714,gemma-4-26b-a4b-it,"```json
{
    ""abutment_material"": {
        ""value"": ""unable to determine"",
        ""confidence"": 0.0
    }
}
```",18.727,unable to determine,0.0,,,,
118923,2026-05-28T02:25:41.681206,gemma-4-26b-a4b-it,"{
    ""abutment_material"": {
        ""value"": ""Gabions"",
        ""confidence"": 0.95
    }
}",11.416,Gabions,0.95,,,,
119099,2026-05-28T02:26:24.521842,gemma-4-26b-a4b-it,"```json
{
    ""abutment_material"": {
        ""value"": ""unable to determine"",
        ""confidence"": 0.0
    }
}
```",42.839,unable to determine,0.0,,,,
119811,2026-05-28T02:27:09.075511,gemma-4-26b-a4b-it,"```json
{
    ""abutment_material"": {
        ""value"": ""Concrete"",
        ""confidence"": 0.6
    }
}
```",44.53,Concrete,0.6,,,,
119851,2026-05-28T02:27:26.585491,gemma-4-26b-a4b-it,"```json
{
    ""abutment_material"": {
        ""value"": ""unable to determine"",
        ""confidence"": 0.0
    }
}
```",17.505,unable to determine,0.0,,,,
119977,2026-05-28T02:28:02.172246,gemma-4-26b-a4b-it,"```json
{
    ""abutment_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.8
    }
}
```",35.581,Timber,0.8,,,,
121497,2026-05-28T02:28:15.744157,gemma-4-26b-a4b-it,"```json
{
    ""abutment_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.9
    }
}
```",13.566,Timber,0.9,,,,
121755,2026-05-28T02:28:40.407797,gemma-4-26b-a4b-it,"```json
{
    ""abutment_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.7
    }
}
```",24.647,Timber,0.7,,,,
122034,2026-05-28T02:28:50.739592,gemma-4-26b-a4b-it,"{
    ""abutment_material"": {
        ""value"": ""Gabions"",
        ""confidence"": 1.0
    }
}",10.326,Gabions,1.0,,,,
121993,2026-05-28T02:29:02.722028,gemma-4-26b-a4b-it,"{
    ""abutment_material"": {
        ""value"": ""Gabions"",
        ""confidence"": 0.95
    }
}",11.981,Gabions,0.95,,,,
122441,2026-05-28T02:29:12.258439,gemma-4-26b-a4b-it,"```json
{
    ""abutment_material"": {
        ""value"": ""Concrete"",
        ""confidence"": 1.0
    }
}
```",9.535,Concrete,1.0,,,,
122444,2026-05-28T02:29:23.516935,gemma-4-26b-a4b-it,"{
    ""abutment_material"": {
        ""value"": ""Concrete"",
        ""confidence"": 0.95
    }
}",11.254,Concrete,0.95,,,,
122445,2026-05-28T02:29:34.669489,gemma-4-26b-a4b-it,"```json
{
    ""abutment_material"": {
        ""value"": ""Concrete"",
        ""confidence"": 1.0
    }
}
```",11.147,Concrete,1.0,,,,
122981,2026-05-28T02:30:09.399981,gemma-4-26b-a4b-it,"```json
{
    ""abutment_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.85
    }
}
```",34.729,Timber,0.85,,,,
123161,2026-05-28T02:30:44.127590,gemma-4-26b-a4b-it,"```json
{
    ""abutment_material"": {
        ""value"": ""unable to determine"",
        ""confidence"": 0.0
    }
}
```",34.722,unable to determine,0.0,,,,
123309,2026-05-28T02:30:47.172846,gemma-4-26b-a4b-it,,3.04,,,True,,,
123352,2026-05-28T02:30:50.452398,gemma-4-26b-a4b-it,,3.278,,,True,,,
123310,2026-05-28T02:30:52.554877,gemma-4-26b-a4b-it,,2.101,,,True,,,
123354,2026-05-28T02:31:22.202258,gemma-4-26b-a4b-it,"```json
{
    ""abutment_material"": {
        ""value"": ""unable to determine"",
        ""confidence"": 0.0
    }
}
```",29.645,unable to determine,0.0,,,,
123585,2026-05-28T02:31:24.341038,gemma-4-26b-a4b-it,,2.133,,,True,,,
126178,2026-05-28T02:31:26.184226,gemma-4-26b-a4b-it,,1.841,,,True,,,
126334,2026-05-28T02:31:28.026835,gemma-4-26b-a4b-it,,1.841,,,True,,,
126340,2026-05-28T02:31:29.970939,gemma-4-26b-a4b-it,,1.942,,,True,,,
126721,2026-05-28T02:31:32.025164,gemma-4-26b-a4b-it,,2.053,,,True,,,
126709,2026-05-28T02:31:55.787529,gemma-4-26b-a4b-it,"{
    ""abutment_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",23.758,Timber,0.95,,,,
126799,2026-05-28T02:32:13.308828,gemma-4-26b-a4b-it,"```json
{
    ""abutment_material"": {
        ""value"": ""Concrete"",
        ""confidence"": 0.9
    }
}
```",17.518,Concrete,0.9,,,,
126915,2026-05-28T02:32:15.438486,gemma-4-26b-a4b-it,,2.121,,,True,,,
127136,2026-05-28T02:32:17.796400,gemma-4-26b-a4b-it,,2.334,,,True,,,
127147,2026-05-28T02:32:19.635977,gemma-4-26b-a4b-it,,1.838,,,True,,,
127523,2026-05-28T02:32:21.436126,gemma-4-26b-a4b-it,,1.798,,,True,,,
128273,2026-05-28T02:32:23.428629,gemma-4-26b-a4b-it,,1.99,,,True,,,
128830,2026-05-28T02:32:25.066324,gemma-4-26b-a4b-it,,1.636,,,True,,,
128831,2026-05-28T02:32:51.009719,gemma-4-26b-a4b-it,"```json
{
    ""abutment_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.85
    }
}
```",25.942,Timber,0.85,,,,
129739,2026-05-28T02:33:05.936099,gemma-4-26b-a4b-it,"```json
{
    ""abutment_material"": {
        ""value"": ""Concrete"",
        ""confidence"": 0.95
    }
}
```",14.916,Concrete,0.95,,,,
129491,2026-05-28T02:34:05.425307,gemma-4-26b-a4b-it,"```json
{
    ""abutment_material"": {
        ""value"": ""Gabions"",
        ""confidence"": 0.5
    }
}
```",59.484,Gabions,0.5,,,,
102358,2026-05-28T02:34:22.519912,gemma-4-26b-a4b-it,"```json
{
    ""abutment_material"": {
        ""value"": ""unable to determine"",
        ""confidence"": 0.0
    }
}
```",17.082,unable to determine,0.0,,,,
