asset_id,timestamp,model,response,latency_s,length_bin_value,length_bin_confidence,parse_error,raw_response,error,traceback
114923,2026-05-27T18:51:18.699960,gemini-3-flash-preview,"{
    ""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.9}
}",2.844,short (<6m),0.9,,,,
114963,2026-05-27T18:51:24.703813,gemini-3-flash-preview,"{
    ""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.9}
}",5.999,medium (6-20m),0.9,,,,
114996,2026-05-27T18:51:30.488124,gemini-3-flash-preview,"{
    ""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.95}
}",5.776,medium (6-20m),0.95,,,,
114997,2026-05-27T18:51:38.064191,gemini-3-flash-preview,"{
    ""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.9}
}",7.57,medium (6-20m),0.9,,,,
116847,2026-05-27T18:51:42.121099,gemini-3-flash-preview,"{
    ""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.95}
}",4.016,short (<6m),0.95,,,,
116851,2026-05-27T18:51:47.255148,gemini-3-flash-preview,"{
    ""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.95}
}",5.119,short (<6m),0.95,,,,
117195,2026-05-27T18:51:51.827999,gemini-3-flash-preview,"{
    ""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.9}
}",4.567,medium (6-20m),0.9,,,,
117196,2026-05-27T18:51:58.306695,gemini-3-flash-preview,"{
    ""length_bin"": {
        ""value"": ""short (<6m)"",
        ""confidence"": 0.85
    }
}",6.472,short (<6m),0.85,,,,
117197,2026-05-27T18:52:09.860011,gemini-3-flash-preview,"{
    ""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.7}
}",11.546,short (<6m),0.7,,,,
117211,2026-05-27T18:52:17.434583,gemini-3-flash-preview,"{
    ""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.75}
}",7.57,short (<6m),0.75,,,,
117216,2026-05-27T18:52:23.988535,gemini-3-flash-preview,"{""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.85}}",6.51,medium (6-20m),0.85,,,,
117220,2026-05-27T18:52:39.348018,gemini-3-flash-preview,"```json
{
 ""length_bin"": {
  ""value"": ""short (<6m)"",
  ""confidence"": 0.7
 }
}
```",15.355,short (<6m),0.7,,,,
117221,2026-05-27T18:52:43.027711,gemini-3-flash-preview,"{
    ""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.95}
}",3.677,short (<6m),0.95,,,,
117304,2026-05-27T18:52:57.667540,gemini-3-flash-preview,"```json
{
    ""length_bin"": {""value"": ""long (>20m)"", ""confidence"": 0.85}
}
```",14.632,long (>20m),0.85,,,,
117365,2026-05-27T18:53:14.973774,gemini-3-flash-preview,"```json
{
    ""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.8}
}
```",17.28,medium (6-20m),0.8,,,,
118143,2026-05-27T18:53:18.929060,gemini-3-flash-preview,"{
    ""length_bin"": {
        ""value"": ""short (<6m)"",
        ""confidence"": 0.95
    }
}",3.896,short (<6m),0.95,,,,
118246,2026-05-27T18:53:23.945111,gemini-3-flash-preview,"{
    ""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.9}
}",5.008,medium (6-20m),0.9,,,,
118752,2026-05-27T18:53:28.707963,gemini-3-flash-preview,"{
    ""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.9}
}",4.756,medium (6-20m),0.9,,,,
118757,2026-05-27T18:53:31.778608,gemini-3-flash-preview,"{""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.95}}",3.068,short (<6m),0.95,,,,
118797,2026-05-27T18:53:34.950373,gemini-3-flash-preview,"{
    ""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.95}
}",3.153,short (<6m),0.95,,,,
118923,2026-05-27T18:53:40.587554,gemini-3-flash-preview,"{
    ""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.95}
}",5.622,medium (6-20m),0.95,,,,
119099,2026-05-27T18:53:54.148320,gemini-3-flash-preview,"{
    ""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.85}
}",13.557,medium (6-20m),0.85,,,,
119811,2026-05-27T18:53:58.428835,gemini-3-flash-preview,"{
    ""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.98}
}",4.278,short (<6m),0.98,,,,
119851,2026-05-27T18:54:02.195273,gemini-3-flash-preview,"{
    ""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.9}
}",3.763,short (<6m),0.9,,,,
119977,2026-05-27T18:54:08.636543,gemini-3-flash-preview,"{
    ""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.9}
}",6.441,medium (6-20m),0.9,,,,
120706,2026-05-27T18:54:14.223276,gemini-3-flash-preview,"{""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.9}}",5.58,medium (6-20m),0.9,,,,
121497,2026-05-27T18:54:17.463530,gemini-3-flash-preview,"{
    ""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.95}
}",3.218,short (<6m),0.95,,,,
121755,2026-05-27T18:54:20.576767,gemini-3-flash-preview,"{
    ""length_bin"": {
        ""value"": ""short (<6m)"",
        ""confidence"": 0.95
    }
}",3.099,short (<6m),0.95,,,,
122034,2026-05-27T18:54:25.123681,gemini-3-flash-preview,"{
    ""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.95}
}",4.539,short (<6m),0.95,,,,
122180,2026-05-27T18:54:28.810691,gemini-3-flash-preview,"{
    ""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.95}
}",3.683,short (<6m),0.95,,,,
122183,2026-05-27T18:54:31.931285,gemini-3-flash-preview,"{
    ""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.95}
}",3.09,short (<6m),0.95,,,,
122244,2026-05-27T18:54:35.756428,gemini-3-flash-preview,"{""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.95}}",3.451,short (<6m),0.95,,,,
122263,2026-05-27T18:54:47.765853,gemini-3-flash-preview,"{
    ""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.8}
}",11.993,short (<6m),0.8,,,,
122441,2026-05-27T18:54:57.589790,gemini-3-flash-preview,"{
    ""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.8}
}",9.821,medium (6-20m),0.8,,,,
122444,2026-05-27T18:55:01.276096,gemini-3-flash-preview,"{
    ""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.95}
}",3.674,short (<6m),0.95,,,,
122445,2026-05-27T18:55:06.493804,gemini-3-flash-preview,"{
    ""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.9}
}",5.215,medium (6-20m),0.9,,,,
122981,2026-05-27T18:55:16.528769,gemini-3-flash-preview,"{
    ""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.8}
}",10.033,medium (6-20m),0.8,,,,
122999,2026-05-27T18:55:20.127600,gemini-3-flash-preview,"{
    ""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.9}
}",3.596,short (<6m),0.9,,,,
123161,2026-05-27T18:55:25.751846,gemini-3-flash-preview,"{
    ""length_bin"": {
        ""value"": ""medium (6-20m)"",
        ""confidence"": 0.9
    }
}",5.618,medium (6-20m),0.9,,,,
123219,2026-05-27T18:55:30.587492,gemini-3-flash-preview,"{
    ""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.9}
}",4.822,short (<6m),0.9,,,,
123352,2026-05-27T18:55:38.048871,gemini-3-flash-preview,"{
    ""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.9}
}",7.459,short (<6m),0.9,,,,
123310,2026-05-27T18:55:42.792662,gemini-3-flash-preview,"{
    ""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.9}
}",4.741,medium (6-20m),0.9,,,,
123354,2026-05-27T18:55:47.247822,gemini-3-flash-preview,"{
    ""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.9}
}",4.452,short (<6m),0.9,,,,
123585,2026-05-27T18:55:52.674334,gemini-3-flash-preview,"{
    ""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.9}
}",5.425,short (<6m),0.9,,,,
126721,2026-05-27T18:55:59.403001,gemini-3-flash-preview,"{
    ""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.95}
}",6.726,medium (6-20m),0.95,,,,
126709,2026-05-27T18:56:02.303445,gemini-3-flash-preview,"{
    ""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.95}
}",2.898,short (<6m),0.95,,,,
126779,2026-05-27T18:56:06.419838,gemini-3-flash-preview,"{
    ""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.95}
}",4.113,short (<6m),0.95,,,,
126799,2026-05-27T18:56:10.589646,gemini-3-flash-preview,"{
    ""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.9}
}",4.168,medium (6-20m),0.9,,,,
126915,2026-05-27T18:56:16.745744,gemini-3-flash-preview,"{
    ""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.9}
}",6.155,medium (6-20m),0.9,,,,
127136,2026-05-27T18:56:25.348426,gemini-3-flash-preview,"{
    ""length_bin"": {
        ""value"": ""medium (6-20m)"",
        ""confidence"": 0.9
    }
}",8.587,medium (6-20m),0.9,,,,
127147,2026-05-27T18:56:32.771853,gemini-3-flash-preview,"{
    ""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.85}
}",7.38,medium (6-20m),0.85,,,,
127145,2026-05-27T18:56:38.216968,gemini-3-flash-preview,"{
    ""length_bin"": {
        ""value"": ""short (<6m)"",
        ""confidence"": 0.9
    }
}",5.373,short (<6m),0.9,,,,
127205,2026-05-27T18:56:42.926532,gemini-3-flash-preview,"{
    ""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.95}
}",4.707,short (<6m),0.95,,,,
127388,2026-05-27T18:56:52.088350,gemini-3-flash-preview,"{
    ""length_bin"": {""value"": ""long (>20m)"", ""confidence"": 0.9}
}",9.157,long (>20m),0.9,,,,
127523,2026-05-27T18:57:06.610240,gemini-3-flash-preview,"{
    ""length_bin"": {
        ""value"": ""medium (6-20m)"",
        ""confidence"": 0.8
    }
}",14.508,medium (6-20m),0.8,,,,
127525,2026-05-27T18:57:15.157027,gemini-3-flash-preview,"```json
{
    ""length_bin"": {""value"": ""long (>20m)"", ""confidence"": 0.95}
}
```",8.541,long (>20m),0.95,,,,
128273,2026-05-27T18:57:25.534956,gemini-3-flash-preview,"{
    ""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.8}
}",10.37,short (<6m),0.8,,,,
129304,2026-05-27T18:57:28.142258,gemini-3-flash-preview,"{
    ""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.95}
}",2.592,short (<6m),0.95,,,,
