asset_id,timestamp,model,response,latency_s,abutment_material_value,abutment_material_confidence,parse_error,raw_response,error,traceback
117216,2026-05-27T19:57:05.863593,gemini-3-flash-preview,"{
    ""abutment_material"": {
        ""value"": ""Concrete"",
        ""confidence"": 0.8
    }
}",7.06,Concrete,0.8,,,,
117220,2026-05-27T19:57:10.795335,gemini-3-flash-preview,"{
    ""abutment_material"": {
        ""value"": ""Aluminum Sill Fill"",
        ""confidence"": 0.95
    }
}",4.929,Aluminum Sill Fill,0.95,,,,
117221,2026-05-27T19:57:14.501444,gemini-3-flash-preview,"{
    ""abutment_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",3.701,Timber,0.95,,,,
117304,2026-05-27T19:57:22.560083,gemini-3-flash-preview,"{
    ""abutment_material"": {
        ""value"": ""Concrete"",
        ""confidence"": 0.95
    }
}",8.058,Concrete,0.95,,,,
117365,2026-05-27T19:57:27.876718,gemini-3-flash-preview,"{
    ""abutment_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",5.314,Timber,0.95,,,,
118143,2026-05-27T19:57:32.483656,gemini-3-flash-preview,"{
    ""abutment_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.9
    }
}",4.606,Timber,0.9,,,,
118246,2026-05-27T19:57:39.373244,gemini-3-flash-preview,"{
    ""abutment_material"": {
        ""value"": ""Gabions"",
        ""confidence"": 0.95
    }
}",6.889,Gabions,0.95,,,,
118797,2026-05-27T19:57:43.046895,gemini-3-flash-preview,"{
    ""abutment_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.9
    }
}",3.67,Timber,0.9,,,,
118923,2026-05-27T19:57:47.730158,gemini-3-flash-preview,"{
    ""abutment_material"": {
        ""value"": ""Gabions"",
        ""confidence"": 1.0
    }
}",4.678,Gabions,1.0,,,,
119099,2026-05-27T19:57:54.206280,gemini-3-flash-preview,"{
    ""abutment_material"": {
        ""value"": ""Gabions"",
        ""confidence"": 1.0
    }
}",6.471,Gabions,1.0,,,,
119811,2026-05-27T19:58:07.363490,gemini-3-flash-preview,"```json
{
    ""abutment_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.9
    }
}
```",13.155,Timber,0.9,,,,
119851,2026-05-27T19:58:10.630872,gemini-3-flash-preview,"{
    ""abutment_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.9
    }
}",3.263,Timber,0.9,,,,
119977,2026-05-27T19:58:14.755886,gemini-3-flash-preview,"{
    ""abutment_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.9
    }
}",4.119,Timber,0.9,,,,
121497,2026-05-27T19:58:18.593106,gemini-3-flash-preview,"{
    ""abutment_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",3.832,Timber,0.95,,,,
121755,2026-05-27T19:58:22.107134,gemini-3-flash-preview,"{
    ""abutment_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",3.469,Timber,0.95,,,,
122034,2026-05-27T19:58:26.274752,gemini-3-flash-preview,"{
    ""abutment_material"": {
        ""value"": ""Gabions"",
        ""confidence"": 1.0
    }
}",4.165,Gabions,1.0,,,,
121993,2026-05-27T19:58:29.415848,gemini-3-flash-preview,"{
    ""abutment_material"": {
        ""value"": ""Gabions"",
        ""confidence"": 0.95
    }
}",3.14,Gabions,0.95,,,,
122441,2026-05-27T19:58:33.332725,gemini-3-flash-preview,"{
    ""abutment_material"": {
        ""value"": ""Concrete"",
        ""confidence"": 0.95
    }
}",3.915,Concrete,0.95,,,,
122444,2026-05-27T19:58:37.724751,gemini-3-flash-preview,"{
    ""abutment_material"": {
        ""value"": ""Concrete"",
        ""confidence"": 0.95
    }
}",4.387,Concrete,0.95,,,,
122445,2026-05-27T19:58:41.821892,gemini-3-flash-preview,"{
    ""abutment_material"": {
        ""value"": ""Concrete"",
        ""confidence"": 1.0
    }
}",4.091,Concrete,1.0,,,,
122981,2026-05-27T19:58:48.881827,gemini-3-flash-preview,"{
    ""abutment_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.9
    }
}",7.055,Timber,0.9,,,,
123161,2026-05-27T19:58:54.774030,gemini-3-flash-preview,"{
    ""abutment_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.8
    }
}",5.891,Timber,0.8,,,,
123309,2026-05-27T19:59:00.589823,gemini-3-flash-preview,"{
    ""abutment_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.9
    }
}",5.813,Timber,0.9,,,,
123352,2026-05-27T19:59:16.030085,gemini-3-flash-preview,"```json
{
    ""abutment_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.8
    }
}
```",15.438,Timber,0.8,,,,
123310,2026-05-27T19:59:20.934477,gemini-3-flash-preview,"{
    ""abutment_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.9
    }
}",4.9,Timber,0.9,,,,
123354,2026-05-27T19:59:27.915446,gemini-3-flash-preview,"{
    ""abutment_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.9
    }
}",6.979,Timber,0.9,,,,
123585,2026-05-27T19:59:31.887002,gemini-3-flash-preview,"{
    ""abutment_material"": {
        ""value"": ""Concrete"",
        ""confidence"": 0.95
    }
}",3.967,Concrete,0.95,,,,
126178,2026-05-27T19:59:43.977320,gemini-3-flash-preview,"```json
{
    ""abutment_material"": {
        ""value"": ""unable to determine"",
        ""confidence"": 0.0
    }
}
```",12.089,unable to determine,0.0,,,,
126334,2026-05-27T20:00:19.860095,gemini-3-flash-preview,"{
    ""abutment_material"": {
        ""value"": ""Concrete"",
        ""confidence"": 0.9
    }
}",35.869,Concrete,0.9,,,,
126340,2026-05-27T20:00:27.880653,gemini-3-flash-preview,"```json
{
    ""abutment_material"": {
        ""value"": ""Concrete"",
        ""confidence"": 0.9
    }
}
```",7.964,Concrete,0.9,,,,
126721,2026-05-27T20:00:31.312774,gemini-3-flash-preview,"{
    ""abutment_material"": {
        ""value"": ""Gabions"",
        ""confidence"": 1.0
    }
}",3.427,Gabions,1.0,,,,
126709,2026-05-27T20:00:34.800897,gemini-3-flash-preview,"{
    ""abutment_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",3.473,Timber,0.95,,,,
126799,2026-05-27T20:00:42.145555,gemini-3-flash-preview,"{
    ""abutment_material"": {
        ""value"": ""Concrete"",
        ""confidence"": 0.95
    }
}",7.334,Concrete,0.95,,,,
126915,2026-05-27T20:00:48.814162,gemini-3-flash-preview,"{
    ""abutment_material"": {
        ""value"": ""Gabions"",
        ""confidence"": 0.95
    }
}",6.66,Gabions,0.95,,,,
127136,2026-05-27T20:01:04.053216,gemini-3-flash-preview,"```json
{
    ""abutment_material"": {
        ""value"": ""Aluminum Sill Fill"",
        ""confidence"": 0.9
    }
}
```",15.217,Aluminum Sill Fill,0.9,,,,
127147,2026-05-27T20:01:07.375549,gemini-3-flash-preview,"{
    ""abutment_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",3.318,Timber,0.95,,,,
127523,2026-05-27T20:01:12.436226,gemini-3-flash-preview,"{
    ""abutment_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",5.059,Timber,0.95,,,,
128273,2026-05-27T20:01:16.434683,gemini-3-flash-preview,"{
    ""abutment_material"": {
        ""value"": ""Concrete"",
        ""confidence"": 0.95
    }
}",3.988,Concrete,0.95,,,,
128830,2026-05-27T20:01:20.243443,gemini-3-flash-preview,"{
    ""abutment_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.9
    }
}",3.808,Timber,0.9,,,,
128831,2026-05-27T20:01:24.009482,gemini-3-flash-preview,"{
    ""abutment_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",3.765,Timber,0.95,,,,
129739,2026-05-27T20:01:29.153056,gemini-3-flash-preview,"{
    ""abutment_material"": {
        ""value"": ""Concrete"",
        ""confidence"": 0.95
    }
}",5.136,Concrete,0.95,,,,
129491,2026-05-27T20:01:37.735681,gemini-3-flash-preview,"{
    ""abutment_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.9
    }
}",8.58,Timber,0.9,,,,
102358,2026-05-27T20:01:42.803307,gemini-3-flash-preview,"{
    ""abutment_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.9
    }
}",5.067,Timber,0.9,,,,
