asset_id,timestamp,model,response,latency_s,has_pedestrian_railing_value,has_pedestrian_railing_confidence,parse_error,raw_response,error,traceback
92801,2026-05-28T02:59:42.655054,gemma-4-26b-a4b-it,"```json
{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}
```",8.191,No railings,1.0,,,,
92854,2026-05-28T03:00:23.313677,gemma-4-26b-a4b-it,"```json
{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 0.95
    }
}
```",40.658,2 railings,0.95,,,,
93036,2026-05-28T03:00:36.208845,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""1 railing"",
        ""confidence"": 0.95
    }
}",12.889,1 railing,0.95,,,,
93038,2026-05-28T03:00:51.267733,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",15.057,No railings,1.0,,,,
93043,2026-05-28T03:01:00.789060,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",9.516,No railings,1.0,,,,
94172,2026-05-28T03:01:12.563585,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 0.95
    }
}",11.771,2 railings,0.95,,,,
95947,2026-05-28T03:01:22.722395,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}",10.156,2 railings,1.0,,,,
95948,2026-05-28T03:01:29.461573,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}",6.731,2 railings,1.0,,,,
96291,2026-05-28T03:01:36.115573,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",6.65,No railings,1.0,,,,
96292,2026-05-28T03:01:44.018685,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",7.902,No railings,1.0,,,,
96884,2026-05-28T03:01:54.091910,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""1 railing"",
        ""confidence"": 1.0
    }
}",10.067,1 railing,1.0,,,,
97442,2026-05-28T03:02:01.408194,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",7.314,No railings,1.0,,,,
97444,2026-05-28T03:02:09.091531,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",7.682,No railings,1.0,,,,
97446,2026-05-28T03:02:18.096384,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",9.002,No railings,1.0,,,,
97447,2026-05-28T03:02:28.752732,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",10.655,No railings,1.0,,,,
99455,2026-05-28T03:02:38.169518,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",9.414,No railings,1.0,,,,
100347,2026-05-28T03:02:46.170492,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",8.0,No railings,1.0,,,,
100348,2026-05-28T03:02:56.705272,gemma-4-26b-a4b-it,"```json
{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}
```",10.529,No railings,1.0,,,,
100751,2026-05-28T03:03:06.432718,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",9.726,No railings,1.0,,,,
100752,2026-05-28T03:03:21.796745,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 0.95
    }
}",15.362,2 railings,0.95,,,,
100826,2026-05-28T03:03:33.056466,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",11.253,No railings,1.0,,,,
100837,2026-05-28T03:03:40.550434,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",7.492,No railings,1.0,,,,
101541,2026-05-28T03:03:49.060749,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}",8.509,2 railings,1.0,,,,
101826,2026-05-28T03:04:14.495536,gemma-4-26b-a4b-it,"```json
{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 0.95
    }
}
```",25.43,No railings,0.95,,,,
101831,2026-05-28T03:04:31.761061,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 0.95
    }
}",17.26,No railings,0.95,,,,
101890,2026-05-28T03:04:43.933282,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}",12.169,2 railings,1.0,,,,
101988,2026-05-28T03:05:10.415030,gemma-4-26b-a4b-it,"```json
{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 0.9
    }
}
```",26.477,No railings,0.9,,,,
102341,2026-05-28T03:05:20.680392,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",10.242,No railings,1.0,,,,
102344,2026-05-28T03:05:28.970858,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",8.289,No railings,1.0,,,,
102352,2026-05-28T03:05:35.321268,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",6.349,No railings,1.0,,,,
102353,2026-05-28T03:05:43.317055,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",7.995,No railings,1.0,,,,
102354,2026-05-28T03:05:49.249922,gemma-4-26b-a4b-it,"```json
{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}
```",5.93,No railings,1.0,,,,
102355,2026-05-28T03:05:55.429251,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",6.178,No railings,1.0,,,,
102359,2026-05-28T03:06:05.121448,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",9.691,No railings,1.0,,,,
102370,2026-05-28T03:06:13.714082,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",8.592,No railings,1.0,,,,
102471,2026-05-28T03:06:24.680605,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",10.964,No railings,1.0,,,,
102849,2026-05-28T03:06:37.387952,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""unable to determine"",
        ""confidence"": 0.0
    }
}",12.706,unable to determine,0.0,,,,
102851,2026-05-28T03:06:58.908159,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 0.95
    }
}",21.513,No railings,0.95,,,,
103253,2026-05-28T03:07:08.916207,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}",10.002,2 railings,1.0,,,,
103256,2026-05-28T03:07:14.582748,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}",5.665,2 railings,1.0,,,,
104066,2026-05-28T03:07:22.373018,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",7.785,No railings,1.0,,,,
104086,2026-05-28T03:07:28.679114,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",6.305,No railings,1.0,,,,
104159,2026-05-28T03:07:37.589489,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""1 railing"",
        ""confidence"": 1.0
    }
}",8.909,1 railing,1.0,,,,
104170,2026-05-28T03:07:44.970942,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""1 railing"",
        ""confidence"": 1.0
    }
}",7.38,1 railing,1.0,,,,
105042,2026-05-28T03:07:53.866011,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",8.887,No railings,1.0,,,,
105438,2026-05-28T03:08:39.765350,gemma-4-26b-a4b-it,"```json
{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 0.95
    }
}
```",45.898,No railings,0.95,,,,
105440,2026-05-28T03:08:56.644207,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 0.95
    }
}",16.873,No railings,0.95,,,,
105442,2026-05-28T03:09:03.606241,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}",6.953,2 railings,1.0,,,,
105443,2026-05-28T03:09:16.011158,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 0.95
    }
}",12.4,No railings,0.95,,,,
105444,2026-05-28T03:09:25.006834,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}",8.99,2 railings,1.0,,,,
105449,2026-05-28T03:09:32.083106,gemma-4-26b-a4b-it,"```json
{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}
```",7.075,No railings,1.0,,,,
106027,2026-05-28T03:09:39.238536,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",7.147,No railings,1.0,,,,
106030,2026-05-28T03:09:49.899352,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",10.659,No railings,1.0,,,,
106045,2026-05-28T03:09:57.882150,gemma-4-26b-a4b-it,"```json
{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}
```",7.982,No railings,1.0,,,,
106273,2026-05-28T03:10:07.720450,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",9.836,No railings,1.0,,,,
106350,2026-05-28T03:10:14.160181,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",6.434,No railings,1.0,,,,
106920,2026-05-28T03:10:23.374829,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",9.213,No railings,1.0,,,,
106925,2026-05-28T03:10:30.543085,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",7.167,No railings,1.0,,,,
107041,2026-05-28T03:10:39.577104,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",9.033,No railings,1.0,,,,
107058,2026-05-28T03:11:07.626645,gemma-4-26b-a4b-it,"```json
{
    ""has_pedestrian_railing"": {
        ""value"": ""1 railing"",
        ""confidence"": 0.95
    }
}
```",28.044,1 railing,0.95,,,,
107068,2026-05-28T03:11:16.934377,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",9.302,No railings,1.0,,,,
107108,2026-05-28T03:11:25.693021,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",8.747,No railings,1.0,,,,
107109,2026-05-28T03:11:35.161398,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",9.467,No railings,1.0,,,,
107114,2026-05-28T03:11:41.409893,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",6.246,No railings,1.0,,,,
107115,2026-05-28T03:11:50.427714,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",9.016,No railings,1.0,,,,
107117,2026-05-28T03:12:00.453493,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",10.006,No railings,1.0,,,,
107118,2026-05-28T03:12:07.829249,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",7.374,No railings,1.0,,,,
107122,2026-05-28T03:12:15.412004,gemma-4-26b-a4b-it,"{""has_pedestrian_railing"": {""value"": ""No railings"", ""confidence"": 1.0}}",7.575,No railings,1.0,,,,
107473,2026-05-28T03:12:23.184808,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",7.763,No railings,1.0,,,,
107885,2026-05-28T03:12:30.561457,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}",7.374,2 railings,1.0,,,,
107969,2026-05-28T03:12:41.308933,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}",10.746,2 railings,1.0,,,,
107973,2026-05-28T03:13:01.991511,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 0.95
    }
}",20.681,2 railings,0.95,,,,
108019,2026-05-28T03:13:12.374607,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",10.361,No railings,1.0,,,,
108037,2026-05-28T03:13:22.483890,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}",10.103,2 railings,1.0,,,,
108040,2026-05-28T03:13:32.065140,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 0.95
    }
}",9.568,No railings,0.95,,,,
108107,2026-05-28T03:13:40.090288,gemma-4-26b-a4b-it,"```json
{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}
```",8.021,No railings,1.0,,,,
108380,2026-05-28T03:13:48.699194,gemma-4-26b-a4b-it,"```json
{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}
```",8.608,No railings,1.0,,,,
108725,2026-05-28T03:13:55.691483,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",6.979,No railings,1.0,,,,
108731,2026-05-28T03:14:03.536027,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",7.836,No railings,1.0,,,,
109160,2026-05-28T03:14:11.042807,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",7.505,No railings,1.0,,,,
109560,2026-05-28T03:14:19.296786,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",8.248,No railings,1.0,,,,
109619,2026-05-28T03:14:29.344182,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",10.046,No railings,1.0,,,,
109658,2026-05-28T03:14:45.948928,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 0.95
    }
}",16.603,2 railings,0.95,,,,
110121,2026-05-28T03:14:56.486212,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}",10.532,2 railings,1.0,,,,
110131,2026-05-28T03:15:03.850806,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",7.359,No railings,1.0,,,,
110139,2026-05-28T03:15:12.760952,gemma-4-26b-a4b-it,"{""has_pedestrian_railing"": {""value"": ""No railings"", ""confidence"": 1.0}}",8.909,No railings,1.0,,,,
110156,2026-05-28T03:15:22.392903,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",9.63,No railings,1.0,,,,
110299,2026-05-28T03:15:30.064849,gemma-4-26b-a4b-it,"```json
{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}
```",7.64,No railings,1.0,,,,
110356,2026-05-28T03:15:41.020916,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",10.955,No railings,1.0,,,,
110775,2026-05-28T03:15:50.756327,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",9.734,No railings,1.0,,,,
110788,2026-05-28T03:15:58.128316,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",7.366,No railings,1.0,,,,
110870,2026-05-28T03:16:06.215769,gemma-4-26b-a4b-it,"{""has_pedestrian_railing"": {""value"": ""2 railings"", ""confidence"": 1.0}}",8.086,2 railings,1.0,,,,
110996,2026-05-28T03:16:14.367478,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",8.15,No railings,1.0,,,,
110997,2026-05-28T03:16:22.301828,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",7.926,No railings,1.0,,,,
111426,2026-05-28T03:16:32.484394,gemma-4-26b-a4b-it,"```json
{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}
```",10.176,2 railings,1.0,,,,
111439,2026-05-28T03:16:40.631302,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}",8.145,2 railings,1.0,,,,
111447,2026-05-28T03:16:50.961198,gemma-4-26b-a4b-it,"```json
{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}
```",10.325,2 railings,1.0,,,,
111452,2026-05-28T03:17:00.187111,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}",9.224,2 railings,1.0,,,,
111914,2026-05-28T03:17:08.266388,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""1 railing"",
        ""confidence"": 1.0
    }
}",8.074,1 railing,1.0,,,,
112071,2026-05-28T03:17:18.519194,gemma-4-26b-a4b-it,"```json
{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}
```",10.251,No railings,1.0,,,,
112087,2026-05-28T03:17:28.747640,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",10.223,No railings,1.0,,,,
112129,2026-05-28T03:17:35.112187,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",6.363,No railings,1.0,,,,
112141,2026-05-28T03:17:45.975678,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",10.859,No railings,1.0,,,,
112145,2026-05-28T03:17:57.442326,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",11.465,No railings,1.0,,,,
112154,2026-05-28T03:18:04.304477,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",6.861,No railings,1.0,,,,
112165,2026-05-28T03:18:14.451134,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",10.14,No railings,1.0,,,,
112236,2026-05-28T03:18:21.308211,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",6.856,No railings,1.0,,,,
112248,2026-05-28T03:18:29.805507,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",8.47,No railings,1.0,,,,
112262,2026-05-28T03:18:36.145858,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",6.334,No railings,1.0,,,,
112276,2026-05-28T03:18:42.511875,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",6.365,No railings,1.0,,,,
112301,2026-05-28T03:18:49.765426,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",7.247,No railings,1.0,,,,
112338,2026-05-28T03:18:57.969600,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",8.202,No railings,1.0,,,,
112340,2026-05-28T03:19:09.195973,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",11.221,No railings,1.0,,,,
112348,2026-05-28T03:19:17.014658,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",7.817,No railings,1.0,,,,
112386,2026-05-28T03:19:26.847766,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",9.827,No railings,1.0,,,,
112406,2026-05-28T03:19:34.803359,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",7.95,No railings,1.0,,,,
112411,2026-05-28T03:19:41.070867,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",6.266,No railings,1.0,,,,
112422,2026-05-28T03:19:50.135768,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",9.064,No railings,1.0,,,,
112524,2026-05-28T03:19:58.693341,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",8.552,No railings,1.0,,,,
112526,2026-05-28T03:20:05.876747,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",7.17,No railings,1.0,,,,
113217,2026-05-28T03:20:14.258164,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",8.377,No railings,1.0,,,,
113731,2026-05-28T03:20:21.622187,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",7.362,No railings,1.0,,,,
113733,2026-05-28T03:20:32.285575,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",10.662,No railings,1.0,,,,
113804,2026-05-28T03:20:42.217393,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",9.927,No railings,1.0,,,,
113958,2026-05-28T03:20:48.552454,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",6.323,No railings,1.0,,,,
114291,2026-05-28T03:20:54.719546,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",6.166,No railings,1.0,,,,
114635,2026-05-28T03:21:03.019709,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",8.299,No railings,1.0,,,,
114923,2026-05-28T03:21:10.571360,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",7.53,No railings,1.0,,,,
114963,2026-05-28T03:21:22.975810,gemma-4-26b-a4b-it,"```json
{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}
```",12.403,2 railings,1.0,,,,
115806,2026-05-28T03:21:45.702191,gemma-4-26b-a4b-it,"```json
{
    ""has_pedestrian_railing"": {
        ""value"": ""1 railing"",
        ""confidence"": 0.95
    }
}
```",22.722,1 railing,0.95,,,,
115807,2026-05-28T03:21:54.832459,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",9.125,No railings,1.0,,,,
115809,2026-05-28T03:22:03.010462,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",8.172,No railings,1.0,,,,
115814,2026-05-28T03:22:11.705463,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",8.689,No railings,1.0,,,,
118143,2026-05-28T03:22:18.987257,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",7.28,No railings,1.0,,,,
118246,2026-05-28T03:22:27.275557,gemma-4-26b-a4b-it,"```json
{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}
```",8.287,No railings,1.0,,,,
