asset_id,timestamp,model,response,latency_s,bridge_type_value,bridge_type_confidence,parse_error,raw_response,error,traceback
110170,2026-05-28T04:01:37.918964,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",16.103,Beam,0.95,,,,
110299,2026-05-28T04:01:59.848489,gemma-4-26b-a4b-it,"```json
{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}
```",21.918,Beam,0.95,,,,
110356,2026-05-28T04:02:23.185749,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",23.332,Beam,0.95,,,,
110775,2026-05-28T04:02:33.830374,gemma-4-26b-a4b-it,"```json
{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}
```",10.639,Beam,0.95,,,,
110788,2026-05-28T04:02:52.570154,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",18.728,Beam,0.95,,,,
110932,2026-05-28T04:03:03.621525,gemma-4-26b-a4b-it,"```json
{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.9
    }
}
```",11.039,Beam,0.9,,,,
112422,2026-05-28T04:03:19.293328,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",15.669,Beam,0.95,,,,
113163,2026-05-28T04:03:41.623667,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",22.324,Beam,0.95,,,,
113164,2026-05-28T04:03:55.946692,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.9
    }
}",14.317,Beam,0.9,,,,
113217,2026-05-28T04:04:42.801396,gemma-4-26b-a4b-it,"```json
{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.9
    }
}
```",46.851,Beam,0.9,,,,
113804,2026-05-28T04:05:05.081068,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",22.245,Beam,0.95,,,,
113952,2026-05-28T04:05:22.487856,gemma-4-26b-a4b-it,"```json
{
    ""bridge_type"": {
        ""value"": ""Truss"",
        ""confidence"": 1.0
    }
}
```",17.4,Truss,1.0,,,,
113958,2026-05-28T04:05:41.128299,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",18.635,Beam,0.95,,,,
114047,2026-05-28T04:05:59.851939,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",18.717,Beam,0.95,,,,
114291,2026-05-28T04:06:16.244040,gemma-4-26b-a4b-it,"{""bridge_type"": {""value"": ""Beam"", ""confidence"": 0.95}}",16.391,Beam,0.95,,,,
114635,2026-05-28T04:06:59.150669,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",42.901,Beam,0.95,,,,
114815,2026-05-28T04:07:12.253752,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",13.093,Beam,0.95,,,,
114923,2026-05-28T04:07:29.355927,gemma-4-26b-a4b-it,"```json
{
    ""bridge_type"": {
        ""value"": ""Fallen Tree"",
        ""confidence"": 0.95
    }
}
```",17.101,Fallen Tree,0.95,,,,
114963,2026-05-28T04:07:42.558125,gemma-4-26b-a4b-it,"```json
{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}
```",13.196,Beam,0.95,,,,
114996,2026-05-28T04:07:56.386919,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Truss"",
        ""confidence"": 1.0
    }
}",13.806,Truss,1.0,,,,
114997,2026-05-28T04:08:06.738026,gemma-4-26b-a4b-it,"```json
{
    ""bridge_type"": {
        ""value"": ""Truss"",
        ""confidence"": 1.0
    }
}
```",10.35,Truss,1.0,,,,
116847,2026-05-28T04:08:23.830684,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",17.087,Beam,0.95,,,,
117196,2026-05-28T04:08:34.826200,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Truss"",
        ""confidence"": 1.0
    }
}",10.993,Truss,1.0,,,,
117304,2026-05-28T04:09:47.283417,gemma-4-26b-a4b-it,"```json
{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.9
    }
}
```",72.451,Beam,0.9,,,,
117365,2026-05-28T04:10:08.998653,gemma-4-26b-a4b-it,"```json
{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}
```",21.71,Beam,0.95,,,,
118143,2026-05-28T04:10:24.981329,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",15.966,Beam,0.95,,,,
118246,2026-05-28T04:10:45.247444,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 1.0
    }
}",20.258,Beam,1.0,,,,
118757,2026-05-28T04:11:01.786836,gemma-4-26b-a4b-it,"```json
{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.9
    }
}
```",16.538,Beam,0.9,,,,
118797,2026-05-28T04:11:12.995381,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",11.2,Beam,0.95,,,,
118923,2026-05-28T04:11:31.351703,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Truss"",
        ""confidence"": 1.0
    }
}",18.355,Truss,1.0,,,,
119099,2026-05-28T04:11:50.085629,gemma-4-26b-a4b-it,"```json
{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.98
    }
}
```",18.729,Beam,0.98,,,,
119811,2026-05-28T04:12:01.194790,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",11.105,Beam,0.95,,,,
119851,2026-05-28T04:12:16.397584,gemma-4-26b-a4b-it,"```json
{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.9
    }
}
```",15.2,Beam,0.9,,,,
119977,2026-05-28T04:12:38.414823,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.9
    }
}",22.016,Beam,0.9,,,,
121497,2026-05-28T04:12:48.020106,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",9.598,Beam,0.95,,,,
121755,2026-05-28T04:12:58.879473,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",10.858,Beam,0.95,,,,
122034,2026-05-28T04:13:10.467349,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",11.586,Beam,0.95,,,,
121993,2026-05-28T04:13:26.645073,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",16.172,Beam,0.95,,,,
122244,2026-05-28T04:13:46.449635,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",19.798,Beam,0.95,,,,
122263,2026-05-28T04:14:18.351778,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",31.878,Beam,0.95,,,,
122441,2026-05-28T04:14:28.690054,gemma-4-26b-a4b-it,"{""bridge_type"": {""value"": ""Beam"", ""confidence"": 0.95}}",10.333,Beam,0.95,,,,
122444,2026-05-28T04:14:54.253951,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",25.563,Beam,0.95,,,,
122445,2026-05-28T04:15:19.554883,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 1.0
    }
}",25.295,Beam,1.0,,,,
122981,2026-05-28T04:15:47.716025,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 1.0
    }
}",28.156,Beam,1.0,,,,
122999,2026-05-28T04:16:13.410286,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Fallen Tree"",
        ""confidence"": 0.95
    }
}",25.69,Fallen Tree,0.95,,,,
123161,2026-05-28T04:16:35.944998,gemma-4-26b-a4b-it,"```json
{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 1.0
    }
}
```",22.529,Beam,1.0,,,,
123219,2026-05-28T04:16:59.079811,gemma-4-26b-a4b-it,"```json
{
    ""bridge_type"": {
        ""value"": ""Other"",
        ""confidence"": 0.9
    }
}
```",23.131,Other,0.9,,,,
123309,2026-05-28T04:17:15.670473,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.9
    }
}",16.586,Beam,0.9,,,,
123352,2026-05-28T04:17:28.363828,gemma-4-26b-a4b-it,"```json
{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}
```",12.688,Beam,0.95,,,,
123310,2026-05-28T04:17:43.929718,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Truss"",
        ""confidence"": 0.95
    }
}",15.564,Truss,0.95,,,,
123354,2026-05-28T04:18:10.457381,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Fallen Tree"",
        ""confidence"": 0.9
    }
}",26.523,Fallen Tree,0.9,,,,
123585,2026-05-28T04:18:30.213230,gemma-4-26b-a4b-it,"```json
{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}
```",19.75,Beam,0.95,,,,
126199,2026-05-28T04:18:41.987789,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.9
    }
}",11.769,Beam,0.9,,,,
126334,2026-05-28T04:18:57.655168,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",15.666,Beam,0.95,,,,
126340,2026-05-28T04:19:17.725756,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Truss"",
        ""confidence"": 1.0
    }
}",20.065,Truss,1.0,,,,
126683,2026-05-28T04:19:37.815010,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",20.083,Beam,0.95,,,,
126721,2026-05-28T04:20:07.186303,gemma-4-26b-a4b-it,"```json
{
    ""bridge_type"": {
        ""value"": ""Truss"",
        ""confidence"": 0.98
    }
}
```",29.37,Truss,0.98,,,,
126709,2026-05-28T04:20:26.681915,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",19.49,Beam,0.95,,,,
126779,2026-05-28T04:20:50.403951,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Truss"",
        ""confidence"": 0.95
    }
}",23.717,Truss,0.95,,,,
126799,2026-05-28T04:21:08.728977,gemma-4-26b-a4b-it,"```json
{
    ""bridge_type"": {
        ""value"": ""Truss"",
        ""confidence"": 0.95
    }
}
```",18.301,Truss,0.95,,,,
126915,2026-05-28T04:21:34.643332,gemma-4-26b-a4b-it,"```json
{
    ""bridge_type"": {
        ""value"": ""Truss"",
        ""confidence"": 1.0
    }
}
```",25.9,Truss,1.0,,,,
127136,2026-05-28T04:22:00.345667,gemma-4-26b-a4b-it,"```json
{
    ""bridge_type"": {
        ""value"": ""Truss"",
        ""confidence"": 1.0
    }
}
```",25.698,Truss,1.0,,,,
127147,2026-05-28T04:22:16.005952,gemma-4-26b-a4b-it,"{""bridge_type"": {""value"": ""Beam"", ""confidence"": 0.95}}",15.654,Beam,0.95,,,,
127145,2026-05-28T04:22:37.718366,gemma-4-26b-a4b-it,"```json
{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}
```",21.707,Beam,0.95,,,,
127203,2026-05-28T04:23:01.914656,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 1.0
    }
}",24.188,Beam,1.0,,,,
127204,2026-05-28T04:23:30.055116,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",28.136,Beam,0.95,,,,
127205,2026-05-28T04:23:53.194031,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",23.133,Beam,0.95,,,,
127388,2026-05-28T04:24:06.189994,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Truss"",
        ""confidence"": 1.0
    }
}",12.991,Truss,1.0,,,,
128273,2026-05-28T04:24:27.081299,gemma-4-26b-a4b-it,"{""bridge_type"": {""value"": ""Truss"", ""confidence"": 1.0}}",20.887,Truss,1.0,,,,
128830,2026-05-28T04:24:51.862137,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",24.772,Beam,0.95,,,,
129304,2026-05-28T04:25:22.991838,gemma-4-26b-a4b-it,"```json
{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.9
    }
}
```",31.123,Beam,0.9,,,,
128831,2026-05-28T04:25:35.715330,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",12.717,Beam,0.95,,,,
129739,2026-05-28T04:26:07.337079,gemma-4-26b-a4b-it,"```json
{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}
```",31.615,Beam,0.95,,,,
129491,2026-05-28T04:26:27.709573,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",20.367,Beam,0.95,,,,
102358,2026-05-28T04:26:29.505694,gemma-4-26b-a4b-it,,1.79,,,True,,,
