asset_id,timestamp,model,response,latency_s,width_bin_value,width_bin_confidence,parse_error,raw_response,error,traceback
93043,2026-05-27T21:52:07.881695,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {
        ""value"": ""standard (0.9-1.5m)"",
        ""confidence"": 0.75
    }
}
```",21.482,standard (0.9-1.5m),0.75,,,,
94144,2026-05-27T21:52:21.744716,gemma-4-26b-a4b-it,"{""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.8}}",13.857,standard (0.9-1.5m),0.8,,,,
94177,2026-05-27T21:52:36.877733,gemma-4-26b-a4b-it,"{""width_bin"": {""value"": ""narrow (<0.9m)"", ""confidence"": 0.85}}",15.127,narrow (<0.9m),0.85,,,,
96291,2026-05-27T21:52:56.649541,gemma-4-26b-a4b-it,"{
    ""width_bin"": {""value"": ""narrow (<0.9m)"", ""confidence"": 0.7}
}",19.769,narrow (<0.9m),0.7,,,,
96292,2026-05-27T21:53:15.107722,gemma-4-26b-a4b-it,"{""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.8}}",18.453,standard (0.9-1.5m),0.8,,,,
97817,2026-05-27T21:53:33.550505,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.85}
}
```",18.437,standard (0.9-1.5m),0.85,,,,
98336,2026-05-27T21:53:52.945343,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.85}
}
```",19.39,standard (0.9-1.5m),0.85,,,,
98498,2026-05-27T21:54:35.768689,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.8}
}
```",42.817,standard (0.9-1.5m),0.8,,,,
98531,2026-05-27T21:54:52.552729,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.85}
}
```",16.77,standard (0.9-1.5m),0.85,,,,
99611,2026-05-27T21:55:06.487675,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.85}
}
```",13.925,standard (0.9-1.5m),0.85,,,,
99614,2026-05-27T21:55:26.232362,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.85}
}
```",19.733,standard (0.9-1.5m),0.85,,,,
99844,2026-05-27T21:55:55.137590,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.7}
}
```",28.9,standard (0.9-1.5m),0.7,,,,
100140,2026-05-27T21:56:14.462113,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.85}
}
```",19.256,standard (0.9-1.5m),0.85,,,,
100181,2026-05-27T21:56:30.285685,gemma-4-26b-a4b-it,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.85}
}",15.819,standard (0.9-1.5m),0.85,,,,
100272,2026-05-27T21:56:47.864350,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.85}
}
```",17.571,standard (0.9-1.5m),0.85,,,,
100347,2026-05-27T21:57:12.237402,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""narrow (<0.9m)"", ""confidence"": 0.9}
}
```",24.361,narrow (<0.9m),0.9,,,,
100348,2026-05-27T21:57:29.005207,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""narrow (<0.9m)"", ""confidence"": 0.9}
}
```",16.763,narrow (<0.9m),0.9,,,,
100446,2026-05-27T21:57:48.875920,gemma-4-26b-a4b-it,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.85}
}",19.868,standard (0.9-1.5m),0.85,,,,
100475,2026-05-27T21:58:06.508345,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.8}
}
```",17.627,standard (0.9-1.5m),0.8,,,,
100757,2026-05-27T21:58:26.564045,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {
        ""value"": ""unable to determine"",
        ""confidence"": 0.0
    }
}
```",20.051,unable to determine,0.0,,,,
100758,2026-05-27T21:58:45.026611,gemma-4-26b-a4b-it,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.7}
}",18.457,standard (0.9-1.5m),0.7,,,,
101132,2026-05-27T21:59:01.587267,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.85}
}
```",16.557,standard (0.9-1.5m),0.85,,,,
101826,2026-05-27T21:59:24.789352,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.8}
}
```",23.157,standard (0.9-1.5m),0.8,,,,
101831,2026-05-27T21:59:40.495573,gemma-4-26b-a4b-it,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.75}
}",15.694,standard (0.9-1.5m),0.75,,,,
101890,2026-05-27T22:00:00.872605,gemma-4-26b-a4b-it,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.8}
}",20.371,standard (0.9-1.5m),0.8,,,,
101988,2026-05-27T22:00:18.171904,gemma-4-26b-a4b-it,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.75}
}",17.293,standard (0.9-1.5m),0.75,,,,
102436,2026-05-27T22:00:31.799934,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.85}
}
```",13.624,standard (0.9-1.5m),0.85,,,,
103253,2026-05-27T22:00:48.184713,gemma-4-26b-a4b-it,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.8}
}",16.373,standard (0.9-1.5m),0.8,,,,
103256,2026-05-27T22:01:06.406654,gemma-4-26b-a4b-it,"{""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.85}}",18.212,standard (0.9-1.5m),0.85,,,,
105449,2026-05-27T22:01:29.039155,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.8}
}
```",22.625,standard (0.9-1.5m),0.8,,,,
106027,2026-05-27T22:01:51.469059,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.8}
}
```",22.42,standard (0.9-1.5m),0.8,,,,
106030,2026-05-27T22:02:33.961598,gemma-4-26b-a4b-it,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.8}
}",42.485,standard (0.9-1.5m),0.8,,,,
106045,2026-05-27T22:03:14.416939,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""narrow (<0.9m)"", ""confidence"": 0.85}
}
```",40.406,narrow (<0.9m),0.85,,,,
106273,2026-05-27T22:03:41.040496,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.7}
}
```",26.613,standard (0.9-1.5m),0.7,,,,
106920,2026-05-27T22:03:58.848812,gemma-4-26b-a4b-it,"{""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.75}}",17.802,standard (0.9-1.5m),0.75,,,,
106925,2026-05-27T22:04:19.537916,gemma-4-26b-a4b-it,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.75}
}",20.685,standard (0.9-1.5m),0.75,,,,
107041,2026-05-27T22:04:38.179769,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.7}
}
```",18.635,standard (0.9-1.5m),0.7,,,,
107058,2026-05-27T22:04:55.592351,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""narrow (<0.9m)"", ""confidence"": 0.9}
}
```",17.408,narrow (<0.9m),0.9,,,,
107068,2026-05-27T22:05:10.804560,gemma-4-26b-a4b-it,"{
    ""width_bin"": {""value"": ""narrow (<0.9m)"", ""confidence"": 0.7}
}",15.2,narrow (<0.9m),0.7,,,,
107877,2026-05-27T22:05:31.730167,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.85}
}
```",20.891,standard (0.9-1.5m),0.85,,,,
107885,2026-05-27T22:05:46.378126,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.8}
}
```",14.643,standard (0.9-1.5m),0.8,,,,
107969,2026-05-27T22:06:09.954706,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.85}
}
```",23.574,standard (0.9-1.5m),0.85,,,,
107973,2026-05-27T22:06:28.691179,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.8}
}
```",18.728,standard (0.9-1.5m),0.8,,,,
108019,2026-05-27T22:06:42.521591,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""narrow (<0.9m)"", ""confidence"": 0.9}
}
```",13.827,narrow (<0.9m),0.9,,,,
108037,2026-05-27T22:07:04.591896,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.85}
}
```",22.062,standard (0.9-1.5m),0.85,,,,
108040,2026-05-27T22:07:19.888085,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""narrow (<0.9m)"", ""confidence"": 0.75}
}
```",15.29,narrow (<0.9m),0.75,,,,
108107,2026-05-27T22:07:38.873567,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {
        ""value"": ""standard (0.9-1.5m)"",
        ""confidence"": 0.8
    }
}
```",18.975,standard (0.9-1.5m),0.8,,,,
108380,2026-05-27T22:07:59.318709,gemma-4-26b-a4b-it,"{""width_bin"": {""value"": ""narrow (<0.9m)"", ""confidence"": 0.85}}",20.442,narrow (<0.9m),0.85,,,,
108725,2026-05-27T22:08:16.285262,gemma-4-26b-a4b-it,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.75}
}",16.96,standard (0.9-1.5m),0.75,,,,
108731,2026-05-27T22:08:48.791823,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""narrow (<0.9m)"", ""confidence"": 0.7}
}
```",32.501,narrow (<0.9m),0.7,,,,
109160,2026-05-27T22:09:00.917182,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""narrow (<0.9m)"", ""confidence"": 0.9}
}
```",12.123,narrow (<0.9m),0.9,,,,
109169,2026-05-27T22:09:21.885794,gemma-4-26b-a4b-it,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.8}
}",20.963,standard (0.9-1.5m),0.8,,,,
109560,2026-05-27T22:09:48.271861,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.85}
}
```",26.344,standard (0.9-1.5m),0.85,,,,
109619,2026-05-27T22:10:32.509989,gemma-4-26b-a4b-it,"{
    ""width_bin"": {
        ""value"": ""standard (0.9-1.5m)"",
        ""confidence"": 0.8
    }
}",44.239,standard (0.9-1.5m),0.8,,,,
110121,2026-05-27T22:10:50.427091,gemma-4-26b-a4b-it,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.85}
}",17.904,standard (0.9-1.5m),0.85,,,,
110131,2026-05-27T22:11:14.130619,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.8}
}
```",23.698,standard (0.9-1.5m),0.8,,,,
110139,2026-05-27T22:11:32.020962,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {
        ""value"": ""narrow (<0.9m)"",
        ""confidence"": 0.7
    }
}
```",17.851,narrow (<0.9m),0.7,,,,
110170,2026-05-27T22:11:49.205971,gemma-4-26b-a4b-it,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.85}
}",17.176,standard (0.9-1.5m),0.85,,,,
110299,2026-05-27T22:12:14.433713,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""narrow (<0.9m)"", ""confidence"": 0.8}
}
```",25.21,narrow (<0.9m),0.8,,,,
110356,2026-05-27T22:12:30.416817,gemma-4-26b-a4b-it,"{""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.8}}",15.944,standard (0.9-1.5m),0.8,,,,
110932,2026-05-27T22:12:47.879138,gemma-4-26b-a4b-it,"{
    ""width_bin"": {
        ""value"": ""standard (0.9-1.5m)"",
        ""confidence"": 0.7
    }
}",17.425,standard (0.9-1.5m),0.7,,,,
110996,2026-05-27T22:13:02.422413,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""narrow (<0.9m)"", ""confidence"": 0.85}
}
```",14.538,narrow (<0.9m),0.85,,,,
111914,2026-05-27T22:13:19.854090,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.8}
}
```",17.429,standard (0.9-1.5m),0.8,,,,
112338,2026-05-27T22:13:41.947415,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.75}
}
```",22.085,standard (0.9-1.5m),0.75,,,,
112340,2026-05-27T22:13:55.155294,gemma-4-26b-a4b-it,"{""width_bin"": {""value"": ""narrow (<0.9m)"", ""confidence"": 0.95}}",13.202,narrow (<0.9m),0.95,,,,
112348,2026-05-27T22:14:07.849705,gemma-4-26b-a4b-it,"{""width_bin"": {""value"": ""narrow (<0.9m)"", ""confidence"": 0.9}}",12.694,narrow (<0.9m),0.9,,,,
112386,2026-05-27T22:14:24.039397,gemma-4-26b-a4b-it,"{""width_bin"": {""value"": ""narrow (<0.9m)"", ""confidence"": 0.85}}",16.184,narrow (<0.9m),0.85,,,,
112406,2026-05-27T22:14:51.130210,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {
        ""value"": ""narrow (<0.9m)"",
        ""confidence"": 0.7
    }
}
```",27.063,narrow (<0.9m),0.7,,,,
112411,2026-05-27T22:15:04.189890,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""narrow (<0.9m)"", ""confidence"": 0.95}
}
```",13.02,narrow (<0.9m),0.95,,,,
112422,2026-05-27T22:15:31.774691,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {
        ""value"": ""narrow (<0.9m)"",
        ""confidence"": 0.85
    }
}
```",27.58,narrow (<0.9m),0.85,,,,
113125,2026-05-27T22:15:55.057548,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.85}
}
```",23.251,standard (0.9-1.5m),0.85,,,,
113163,2026-05-27T22:16:13.508940,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.8}
}
```",18.442,standard (0.9-1.5m),0.8,,,,
113164,2026-05-27T22:16:31.753431,gemma-4-26b-a4b-it,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.8}
}",18.191,standard (0.9-1.5m),0.8,,,,
113217,2026-05-27T22:17:09.009386,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {
        ""value"": ""standard (0.9-1.5m)"",
        ""confidence"": 0.8
    }
}
```",37.249,standard (0.9-1.5m),0.8,,,,
113244,2026-05-27T22:17:28.523941,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.85}
}
```",19.507,standard (0.9-1.5m),0.85,,,,
113804,2026-05-27T22:17:51.507212,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.8}
}
```",22.93,standard (0.9-1.5m),0.8,,,,
113952,2026-05-27T22:18:15.092848,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.85}
}
```",23.363,standard (0.9-1.5m),0.85,,,,
113958,2026-05-27T22:18:31.909253,gemma-4-26b-a4b-it,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.8}
}",16.811,standard (0.9-1.5m),0.8,,,,
114047,2026-05-27T22:18:56.508210,gemma-4-26b-a4b-it,"{
    ""width_bin"": {
        ""value"": ""standard (0.9-1.5m)"",
        ""confidence"": 0.8
    }
}",24.593,standard (0.9-1.5m),0.8,,,,
114635,2026-05-27T22:19:08.847211,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""narrow (<0.9m)"", ""confidence"": 0.9}
}
```",12.335,narrow (<0.9m),0.9,,,,
114815,2026-05-27T22:19:23.980903,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {
        ""value"": ""standard (0.9-1.5m)"",
        ""confidence"": 0.85
    }
}
```",15.128,standard (0.9-1.5m),0.85,,,,
114923,2026-05-27T22:19:50.500700,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.6}
}
```",26.515,standard (0.9-1.5m),0.6,,,,
114963,2026-05-27T22:20:16.038307,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.85}
}
```",25.532,standard (0.9-1.5m),0.85,,,,
114996,2026-05-27T22:20:29.100472,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.7}
}
```",13.06,standard (0.9-1.5m),0.7,,,,
114997,2026-05-27T22:20:49.584968,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.85}
}
```",20.479,standard (0.9-1.5m),0.85,,,,
115806,2026-05-27T22:21:12.881991,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.8}
}
```",23.287,standard (0.9-1.5m),0.8,,,,
115807,2026-05-27T22:21:26.957492,gemma-4-26b-a4b-it,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.75}
}",14.071,standard (0.9-1.5m),0.75,,,,
115809,2026-05-27T22:21:46.721038,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""narrow (<0.9m)"", ""confidence"": 0.85}
}
```",19.756,narrow (<0.9m),0.85,,,,
115814,2026-05-27T22:22:09.462045,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.7}
}
```",22.733,standard (0.9-1.5m),0.7,,,,
116847,2026-05-27T22:22:26.276808,gemma-4-26b-a4b-it,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.85}
}",16.809,standard (0.9-1.5m),0.85,,,,
117195,2026-05-27T22:22:46.125442,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.8}
}
```",19.844,standard (0.9-1.5m),0.8,,,,
117196,2026-05-27T22:23:12.213514,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.8}
}
```",26.08,standard (0.9-1.5m),0.8,,,,
