asset_id,timestamp,model,response,latency_s,bridge_type_value,bridge_type_confidence,parse_error,raw_response,error,traceback
113163,2026-05-27T20:13:03.522140,gemini-3-flash-preview,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",3.47,Beam,0.95,,,,
113164,2026-05-27T20:13:07.250089,gemini-3-flash-preview,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",3.716,Beam,0.95,,,,
113217,2026-05-27T20:13:13.669308,gemini-3-flash-preview,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.9
    }
}",6.35,Beam,0.9,,,,
113804,2026-05-27T20:13:17.133059,gemini-3-flash-preview,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",3.459,Beam,0.95,,,,
113952,2026-05-27T20:13:21.320040,gemini-3-flash-preview,"{
    ""bridge_type"": {
        ""value"": ""Truss"",
        ""confidence"": 1.0
    }
}",4.185,Truss,1.0,,,,
113958,2026-05-27T20:13:24.714874,gemini-3-flash-preview,"{""bridge_type"": {""value"": ""Beam"", ""confidence"": 0.95}}",3.389,Beam,0.95,,,,
114047,2026-05-27T20:13:29.234704,gemini-3-flash-preview,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",4.511,Beam,0.95,,,,
114291,2026-05-27T20:13:32.474654,gemini-3-flash-preview,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 1.0
    }
}",3.227,Beam,1.0,,,,
114635,2026-05-27T20:13:44.798344,gemini-3-flash-preview,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",12.317,Beam,0.95,,,,
114815,2026-05-27T20:13:48.186741,gemini-3-flash-preview,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",3.385,Beam,0.95,,,,
114923,2026-05-27T20:13:56.782185,gemini-3-flash-preview,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",8.592,Beam,0.95,,,,
114963,2026-05-27T20:14:02.109701,gemini-3-flash-preview,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 1.0
    }
}",5.319,Beam,1.0,,,,
114996,2026-05-27T20:14:05.785142,gemini-3-flash-preview,"{
    ""bridge_type"": {
        ""value"": ""Truss"",
        ""confidence"": 1.0
    }
}",3.647,Truss,1.0,,,,
114997,2026-05-27T20:14:09.563797,gemini-3-flash-preview,"{
    ""bridge_type"": {
        ""value"": ""Truss"",
        ""confidence"": 0.95
    }
}",3.773,Truss,0.95,,,,
116847,2026-05-27T20:14:12.916052,gemini-3-flash-preview,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",3.35,Beam,0.95,,,,
117196,2026-05-27T20:14:16.425872,gemini-3-flash-preview,"{
    ""bridge_type"": {
        ""value"": ""Truss"",
        ""confidence"": 1.0
    }
}",3.508,Truss,1.0,,,,
117304,2026-05-27T20:14:25.003827,gemini-3-flash-preview,"```json
{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}
```",8.575,Beam,0.95,,,,
117365,2026-05-27T20:14:29.465153,gemini-3-flash-preview,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",4.459,Beam,0.95,,,,
118143,2026-05-27T20:14:33.225612,gemini-3-flash-preview,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 1.0
    }
}",3.759,Beam,1.0,,,,
118246,2026-05-27T20:14:37.350365,gemini-3-flash-preview,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 1.0
    }
}",4.123,Beam,1.0,,,,
118757,2026-05-27T20:14:41.327584,gemini-3-flash-preview,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",3.972,Beam,0.95,,,,
118797,2026-05-27T20:14:44.954446,gemini-3-flash-preview,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",3.619,Beam,0.95,,,,
118923,2026-05-27T20:14:48.598234,gemini-3-flash-preview,"{
    ""bridge_type"": {
        ""value"": ""Truss"",
        ""confidence"": 1.0
    }
}",3.642,Truss,1.0,,,,
119099,2026-05-27T20:14:55.323285,gemini-3-flash-preview,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 1.0
    }
}",6.719,Beam,1.0,,,,
119811,2026-05-27T20:14:58.711759,gemini-3-flash-preview,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 1.0
    }
}",3.384,Beam,1.0,,,,
119851,2026-05-27T20:15:02.801020,gemini-3-flash-preview,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",4.088,Beam,0.95,,,,
119977,2026-05-27T20:15:06.202320,gemini-3-flash-preview,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 1.0
    }
}",3.392,Beam,1.0,,,,
121497,2026-05-27T20:15:09.307768,gemini-3-flash-preview,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",3.092,Beam,0.95,,,,
121755,2026-05-27T20:15:13.055209,gemini-3-flash-preview,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",3.747,Beam,0.95,,,,
122034,2026-05-27T20:15:17.263787,gemini-3-flash-preview,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 1.0
    }
}",4.204,Beam,1.0,,,,
121993,2026-05-27T20:15:21.174689,gemini-3-flash-preview,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",3.903,Beam,0.95,,,,
122244,2026-05-27T20:15:25.070071,gemini-3-flash-preview,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 1.0
    }
}",3.882,Beam,1.0,,,,
122263,2026-05-27T20:15:28.003181,gemini-3-flash-preview,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",2.914,Beam,0.95,,,,
122441,2026-05-27T20:15:31.380210,gemini-3-flash-preview,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",3.372,Beam,0.95,,,,
122444,2026-05-27T20:15:33.949647,gemini-3-flash-preview,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 1.0
    }
}",2.568,Beam,1.0,,,,
122445,2026-05-27T20:15:36.710845,gemini-3-flash-preview,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.98
    }
}",2.76,Beam,0.98,,,,
122981,2026-05-27T20:15:41.317239,gemini-3-flash-preview,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 1.0
    }
}",4.602,Beam,1.0,,,,
122999,2026-05-27T20:15:45.004692,gemini-3-flash-preview,"{
    ""bridge_type"": {
        ""value"": ""Fallen Tree"",
        ""confidence"": 0.95
    }
}",3.685,Fallen Tree,0.95,,,,
123161,2026-05-27T20:15:48.798023,gemini-3-flash-preview,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 1.0
    }
}",3.791,Beam,1.0,,,,
123219,2026-05-27T20:15:53.150364,gemini-3-flash-preview,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.9
    }
}",4.351,Beam,0.9,,,,
123309,2026-05-27T20:15:58.147968,gemini-3-flash-preview,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",4.992,Beam,0.95,,,,
123352,2026-05-27T20:16:03.741047,gemini-3-flash-preview,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",5.588,Beam,0.95,,,,
123310,2026-05-27T20:16:09.169618,gemini-3-flash-preview,"{
    ""bridge_type"": {
        ""value"": ""Fallen Tree"",
        ""confidence"": 0.95
    }
}",5.427,Fallen Tree,0.95,,,,
123354,2026-05-27T20:16:13.167297,gemini-3-flash-preview,"{
    ""bridge_type"": {
        ""value"": ""Fallen Tree"",
        ""confidence"": 0.95
    }
}",3.994,Fallen Tree,0.95,,,,
123585,2026-05-27T20:16:16.958904,gemini-3-flash-preview,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 1.0
    }
}",3.789,Beam,1.0,,,,
126199,2026-05-27T20:16:21.779613,gemini-3-flash-preview,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",4.809,Beam,0.95,,,,
126334,2026-05-27T20:16:26.468864,gemini-3-flash-preview,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 1.0
    }
}",4.684,Beam,1.0,,,,
126340,2026-05-27T20:16:29.851069,gemini-3-flash-preview,"{
    ""bridge_type"": {
        ""value"": ""Truss"",
        ""confidence"": 1.0
    }
}",3.382,Truss,1.0,,,,
126683,2026-05-27T20:16:35.049512,gemini-3-flash-preview,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",5.197,Beam,0.95,,,,
126721,2026-05-27T20:16:39.539215,gemini-3-flash-preview,"{
    ""bridge_type"": {
        ""value"": ""Truss"",
        ""confidence"": 1.0
    }
}",4.489,Truss,1.0,,,,
126709,2026-05-27T20:16:42.443130,gemini-3-flash-preview,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",2.901,Beam,0.95,,,,
126779,2026-05-27T20:16:45.801643,gemini-3-flash-preview,"{
    ""bridge_type"": {
        ""value"": ""Truss"",
        ""confidence"": 1.0
    }
}",3.357,Truss,1.0,,,,
126799,2026-05-27T20:16:50.316365,gemini-3-flash-preview,"{
    ""bridge_type"": {
        ""value"": ""Truss"",
        ""confidence"": 1.0
    }
}",4.508,Truss,1.0,,,,
126915,2026-05-27T20:16:54.741364,gemini-3-flash-preview,"{
    ""bridge_type"": {
        ""value"": ""Truss"",
        ""confidence"": 1.0
    }
}",4.424,Truss,1.0,,,,
127136,2026-05-27T20:16:58.384676,gemini-3-flash-preview,"{
    ""bridge_type"": {
        ""value"": ""Truss"",
        ""confidence"": 1.0
    }
}",3.624,Truss,1.0,,,,
127147,2026-05-27T20:17:01.590339,gemini-3-flash-preview,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",3.205,Beam,0.95,,,,
127145,2026-05-27T20:17:04.547982,gemini-3-flash-preview,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",2.957,Beam,0.95,,,,
127203,2026-05-27T20:17:07.828964,gemini-3-flash-preview,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.99
    }
}",3.28,Beam,0.99,,,,
127204,2026-05-27T20:17:11.736497,gemini-3-flash-preview,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 1.0
    }
}",3.907,Beam,1.0,,,,
127205,2026-05-27T20:17:15.722699,gemini-3-flash-preview,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 1.0
    }
}",3.988,Beam,1.0,,,,
127388,2026-05-27T20:17:20.953439,gemini-3-flash-preview,"{
    ""bridge_type"": {
        ""value"": ""Truss"",
        ""confidence"": 0.95
    }
}",5.002,Truss,0.95,,,,
128273,2026-05-27T20:17:25.185439,gemini-3-flash-preview,"{
    ""bridge_type"": {
        ""value"": ""Truss"",
        ""confidence"": 1.0
    }
}",4.225,Truss,1.0,,,,
128830,2026-05-27T20:17:28.437520,gemini-3-flash-preview,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",3.171,Beam,0.95,,,,
129304,2026-05-27T20:17:34.053583,gemini-3-flash-preview,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",5.611,Beam,0.95,,,,
128831,2026-05-27T20:17:36.826669,gemini-3-flash-preview,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 1.0
    }
}",2.761,Beam,1.0,,,,
129739,2026-05-27T20:17:41.746009,gemini-3-flash-preview,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 1.0
    }
}",4.915,Beam,1.0,,,,
129491,2026-05-27T20:17:45.555362,gemini-3-flash-preview,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",3.806,Beam,0.95,,,,
102358,2026-05-27T20:17:49.839507,gemini-3-flash-preview,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",4.27,Beam,0.95,,,,
