asset_id,timestamp,model,response,latency_s,fall_height_bin_value,fall_height_bin_confidence,parse_error,raw_response,error,traceback,length_bin_value,length_bin_confidence,width_bin_value,width_bin_confidence,has_pedestrian_railing_value,has_pedestrian_railing_confidence,abutment_material_value,abutment_material_confidence,bridge_type_value,bridge_type_confidence,decking_material_value,decking_material_confidence,structure_material_value,structure_material_confidence
102353,,,,,,,,,,,,,,,No railings,1.0,Timber,0.9,Beam,0.95,Concrete,0.85,,
102354,,,,,,,,,,,,,,,No railings,1.0,,,Beam,0.95,Composite,0.7,,
102355,,,,,,,,,,,,,,,No railings,1.0,unable to determine,0.0,Beam,0.95,Timber,0.95,Timber,0.95
102358,,,,,,,,,,,,,,,No railings,1.0,unable to determine,0.0,,,Timber,0.95,,
102359,,,,,,,,,,,,,,,No railings,1.0,unable to determine,0.0,Beam,0.95,Timber,0.95,,
102370,,,,,,,,,,,,,,,No railings,1.0,unable to determine,0.0,Beam,0.95,Timber,0.95,,
102436,,,,,,,,,,,medium (6-20m),0.8,standard (0.9-1.5m),0.85,,,Timber,0.9,Beam,0.95,,,,
102471,,,,,,,,,,,,,,,No railings,1.0,Timber,0.9,Beam,0.95,Aluminum,0.9,Aluminum,0.85
102849,,,,,,,,,,,,,,,unable to determine,0.0,unable to determine,0.0,unable to determine,0.0,,,Timber,0.95
102851,,,,,,,,,,,,,,,No railings,0.95,Timber,0.9,Beam,0.95,Timber,0.95,Timber,1.0
103253,,,,,,,,,,,short (<6m),0.7,standard (0.9-1.5m),0.8,2 railings,1.0,,,,,Timber,0.95,,
103256,,,,,,,,,,,short (<6m),0.7,standard (0.9-1.5m),0.85,2 railings,1.0,,,Beam,0.95,Timber,0.95,Timber,1.0
104066,,,,,,,,,,,,,,,No railings,1.0,unable to determine,0.0,Beam,0.9,Timber,0.95,,
104086,,,,,,,,,,,,,,,No railings,1.0,unable to determine,0.0,Beam,0.9,Timber,0.95,,
104159,,,,,,,,,,,,,,,1 railing,1.0,unable to determine,0.0,Beam,0.9,Timber,0.95,,
104170,,,,,,,,,,,,,,,1 railing,1.0,unable to determine,0.0,Beam,0.9,Timber,0.95,,
105042,2026-05-27T21:03:48.594156,gemma-4-26b-a4b-it,"```json
{
    ""fall_height"": {""value"": ""low (<1.2m)"", ""confidence"": 0.95}
}
```",12.624,low (<1.2m),0.95,,,,,,,,,No railings,1.0,,,Beam,0.95,Timber,0.9,,
105438,,,,,,,,,,,,,,,No railings,0.95,,,Beam,0.95,Timber,0.95,Timber,0.98
105440,2026-05-27T21:03:59.539143,gemma-4-26b-a4b-it,"```json
{
    ""fall_height"": {""value"": ""low (<1.2m)"", ""confidence"": 0.95}
}
```",10.941,low (<1.2m),0.95,,,,,,,,,No railings,0.95,,,Beam,0.95,Timber,0.8,Timber,0.9
105442,,,,,,,,,,,,,,,2 railings,1.0,,,Beam,0.95,Timber,0.95,Timber,0.95
105443,,,,,,,,,,,,,,,No railings,0.95,,,Beam,0.95,Concrete,0.85,Concrete,0.9
105444,,,,,,,,,,,,,,,2 railings,1.0,,,Beam,0.95,Timber,0.95,Timber,0.98
105449,,,,,,,,,,,medium (6-20m),0.75,standard (0.9-1.5m),0.8,No railings,1.0,Timber,1.0,Beam,0.95,Steel,0.85,Timber,1.0
106027,,,,,,,,,,,short (<6m),0.9,standard (0.9-1.5m),0.8,No railings,1.0,Timber,0.8,Beam,0.95,Timber,0.95,Timber,0.98
106030,,,,,,,,,,,long (>20m),0.9,standard (0.9-1.5m),0.8,No railings,1.0,unable to determine,0.0,Beam,0.95,Timber,0.98,Timber,1.0
106045,,,,,,,,,,,long (>20m),0.75,narrow (<0.9m),0.85,No railings,1.0,Timber,0.9,Beam,0.9,Timber,1.0,Timber,1.0
106273,,,,,,,,,,,short (<6m),0.8,standard (0.9-1.5m),0.7,No railings,1.0,unable to determine,0.0,Beam,0.9,Timber,0.8,Timber,0.7
106350,,,,,,,,,,,,,,,No railings,1.0,,,,,,,,
106920,,,,,,,,,,,short (<6m),0.85,standard (0.9-1.5m),0.75,No railings,1.0,,,,,Timber,0.95,Timber,0.95
106925,,,,,,,,,,,short (<6m),0.95,standard (0.9-1.5m),0.75,No railings,1.0,,,,,Asphalt,0.7,Timber,0.9
107041,,,,,,,,,,,short (<6m),0.7,standard (0.9-1.5m),0.7,No railings,1.0,,,,,Timber,0.98,Timber,1.0
107058,,,,,,,,,,,long (>20m),0.9,narrow (<0.9m),0.9,1 railing,0.95,,,,,Timber,1.0,,
107068,,,,,,,,,,,,,narrow (<0.9m),0.7,No railings,1.0,,,,,Timber,0.95,,
107108,,,,,,,,,,,,,,,No railings,1.0,,,,,,,,
107109,,,,,,,,,,,,,,,No railings,1.0,,,,,,,,
107114,,,,,,,,,,,,,,,No railings,1.0,,,,,,,,
107115,,,,,,,,,,,,,,,No railings,1.0,,,,,,,,
107117,,,,,,,,,,,,,,,No railings,1.0,,,Beam,0.95,Timber,0.95,,
107118,,,,,,,,,,,,,,,No railings,1.0,,,,,,,,
107122,,,,,,,,,,,,,,,No railings,1.0,,,,,,,,
107473,,,,,,,,,,,,,,,No railings,1.0,Timber,0.6,Beam,0.95,Timber,0.95,,
107877,,,,,,,,,,,medium (6-20m),0.7,standard (0.9-1.5m),0.85,,,unable to determine,0.0,Truss,0.95,Aluminum,0.9,Aluminum,0.85
107885,,,,,,,,,,,short (<6m),0.8,standard (0.9-1.5m),0.8,2 railings,1.0,Timber,0.85,Truss,1.0,Aluminum,0.9,Aluminum,0.9
107969,,,,,,,,,,,long (>20m),0.9,standard (0.9-1.5m),0.85,2 railings,1.0,Steel,0.8,Suspension,0.95,Steel,0.9,Steel,0.95
107973,,,,,,,,,,,,,standard (0.9-1.5m),0.8,2 railings,0.95,unable to determine,0.0,Beam,0.7,Timber,0.9,Aluminum,0.9
108019,,,,,,,,,,,,,narrow (<0.9m),0.9,No railings,1.0,Timber,0.8,Beam,0.9,Timber,0.98,Timber,1.0
108037,,,,,,,,,,,long (>20m),0.95,standard (0.9-1.5m),0.85,2 railings,1.0,unable to determine,0.0,Suspension,1.0,Steel,0.9,Steel,0.95
108040,,,,,,,,,,,short (<6m),0.85,narrow (<0.9m),0.75,No railings,0.95,unable to determine,0.0,Beam,0.9,Timber,0.9,Timber,0.95
108107,,,,,,,,,,,short (<6m),0.9,standard (0.9-1.5m),0.8,No railings,1.0,Timber,0.9,Beam,0.95,Timber,0.95,Timber,0.95
108380,,,,,,,,,,,medium (6-20m),0.85,narrow (<0.9m),0.85,No railings,1.0,,,,,Timber,0.95,Timber,1.0
108725,,,,,,,,,,,medium (6-20m),0.65,standard (0.9-1.5m),0.75,No railings,1.0,,,Beam,0.8,Timber,0.85,,
108731,,,,,,,,,,,medium (6-20m),0.75,narrow (<0.9m),0.7,No railings,1.0,,,Beam,0.95,Concrete,0.9,Concrete,0.9
109160,,,,,,,,,,,short (<6m),0.8,narrow (<0.9m),0.9,No railings,1.0,unable to determine,0.0,Fallen Tree,0.95,Timber,1.0,Timber,0.95
109169,,,,,,,,,,,short (<6m),0.9,standard (0.9-1.5m),0.8,,,unable to determine,0.0,,,Timber,0.95,Timber,0.98
109560,,,,,,,,,,,short (<6m),0.7,standard (0.9-1.5m),0.85,No railings,1.0,,,,,Timber,0.98,Timber,0.99
109619,,,,,,,,,,,medium (6-20m),0.85,standard (0.9-1.5m),0.8,No railings,1.0,Gabions,0.95,Beam,0.95,Timber,0.95,Timber,1.0
109658,,,,,,,,,,,,,,,2 railings,0.95,,,,,,,,
110121,,,,,,,,,,,,,standard (0.9-1.5m),0.85,2 railings,1.0,,,,,,,,
110131,,,,,,,,,,,medium (6-20m),0.8,standard (0.9-1.5m),0.8,No railings,1.0,,,Beam,0.9,Timber,0.95,Timber,1.0
110139,,,,,,,,,,,short (<6m),0.75,narrow (<0.9m),0.7,No railings,1.0,,,Beam,0.95,Steel,0.7,,
110156,,,,,,,,,,,,,,,No railings,1.0,,,,,,,,
110170,,,,,,,,,,,medium (6-20m),0.7,standard (0.9-1.5m),0.85,,,unable to determine,0.0,Beam,0.95,Timber,0.95,Timber,1.0
110299,,,,,,,,,,,medium (6-20m),0.85,narrow (<0.9m),0.8,No railings,1.0,Concrete,0.9,Beam,0.95,Timber,0.9,Timber,0.95
110356,,,,,,,,,,,short (<6m),0.85,standard (0.9-1.5m),0.8,No railings,1.0,,,Beam,0.95,Timber,0.95,Timber,1.0
110775,,,,,,,,,,,,,,,No railings,1.0,,,Beam,0.95,Timber,0.9,Timber,0.95
110788,,,,,,,,,,,,,,,No railings,1.0,Timber,0.85,Beam,0.95,Timber,0.95,,
110868,,,,,,,,,,,medium (6-20m),0.75,,,,,Timber,0.9,,,Timber,0.95,Timber,0.95
110870,,,,,,,,,,,,,,,2 railings,1.0,,,,,,,,
110932,,,,,,,,,,,short (<6m),0.7,standard (0.9-1.5m),0.7,,,,,Beam,0.9,,,Timber,0.9
110996,,,,,,,,,,,short (<6m),0.9,narrow (<0.9m),0.85,No railings,1.0,,,,,Timber,0.95,,
110997,,,,,,,,,,,,,,,No railings,1.0,,,,,,,,
111426,,,,,,,,,,,medium (6-20m),0.8,,,2 railings,1.0,,,,,,,,
111439,,,,,,,,,,,long (>20m),0.7,,,2 railings,1.0,,,,,,,,
111447,,,,,,,,,,,medium (6-20m),0.85,,,2 railings,1.0,,,,,,,,
111452,,,,,,,,,,,medium (6-20m),0.8,,,2 railings,1.0,,,,,,,,
111914,,,,,,,,,,,medium (6-20m),0.8,standard (0.9-1.5m),0.8,1 railing,1.0,,,,,Timber,0.95,Timber,0.95
112071,,,,,,,,,,,,,,,No railings,1.0,,,,,,,,
112087,,,,,,,,,,,,,,,No railings,1.0,,,,,,,,
112129,,,,,,,,,,,,,,,No railings,1.0,,,,,,,,
112141,,,,,,,,,,,,,,,No railings,1.0,,,,,,,,
112145,,,,,,,,,,,,,,,No railings,1.0,,,,,,,,
112154,,,,,,,,,,,,,,,No railings,1.0,,,,,,,,
112165,,,,,,,,,,,,,,,No railings,1.0,,,,,,,,
112236,,,,,,,,,,,,,,,No railings,1.0,,,,,,,,
112248,,,,,,,,,,,,,,,No railings,1.0,,,,,,,,
112262,,,,,,,,,,,,,,,No railings,1.0,,,,,,,,
112276,,,,,,,,,,,,,,,No railings,1.0,,,,,,,,
112301,,,,,,,,,,,,,,,No railings,1.0,,,,,,,,
112338,,,,,,,,,,,short (<6m),0.8,standard (0.9-1.5m),0.75,No railings,1.0,,,,,Timber,0.9,Timber,0.95
112340,,,,,,,,,,,long (>20m),0.8,narrow (<0.9m),0.95,No railings,1.0,,,,,,,,
112348,,,,,,,,,,,short (<6m),0.85,narrow (<0.9m),0.9,No railings,1.0,,,,,,,,
112386,,,,,,,,,,,long (>20m),0.7,narrow (<0.9m),0.85,No railings,1.0,,,,,,,,
112406,,,,,,,,,,,medium (6-20m),0.7,narrow (<0.9m),0.7,No railings,1.0,,,,,,,,
112411,,,,,,,,,,,,,narrow (<0.9m),0.95,No railings,1.0,,,,,,,,
112422,,,,,,,,,,,short (<6m),0.9,narrow (<0.9m),0.85,No railings,1.0,,,Beam,0.95,Timber,0.95,Timber,1.0
112524,,,,,,,,,,,,,,,No railings,1.0,,,,,,,,
112526,,,,,,,,,,,,,,,No railings,1.0,,,,,,,,
113125,,,,,,,,,,,long (>20m),0.75,standard (0.9-1.5m),0.85,,,,,,,Aluminum,0.85,Steel,0.95
113163,,,,,,,,,,,short (<6m),0.85,standard (0.9-1.5m),0.8,,,Timber,0.8,Beam,0.95,Timber,0.95,Timber,1.0
113164,,,,,,,,,,,medium (6-20m),0.75,standard (0.9-1.5m),0.8,,,Timber,0.7,Beam,0.9,Timber,0.95,Timber,0.95
113217,,,,,,,,,,,medium (6-20m),0.75,standard (0.9-1.5m),0.8,No railings,1.0,unable to determine,0.0,Beam,0.9,Timber,1.0,Timber,1.0
113244,,,,,,,,,,,medium (6-20m),0.7,standard (0.9-1.5m),0.85,,,,,,,Aluminum,0.9,Aluminum,0.85
113731,,,,,,,,,,,short (<6m),0.95,,,No railings,1.0,,,,,,,,
113733,,,,,,,,,,,short (<6m),0.95,,,No railings,1.0,,,,,,,,
113804,,,,,,,,,,,medium (6-20m),0.7,standard (0.9-1.5m),0.8,No railings,1.0,Timber,0.9,Beam,0.95,Timber,0.95,Timber,0.98
113952,,,,,,,,,,,medium (6-20m),0.85,standard (0.9-1.5m),0.85,,,Concrete,0.8,Truss,1.0,Timber,0.95,Steel,0.9
113958,,,,,,,,,,,short (<6m),0.7,standard (0.9-1.5m),0.8,No railings,1.0,Timber,0.9,Beam,0.95,Timber,0.95,,
114047,,,,,,,,,,,,,standard (0.9-1.5m),0.8,,,,,Beam,0.95,Timber,0.95,Timber,1.0
114291,,,,,,,,,,,short (<6m),0.9,,,No railings,1.0,,,Beam,0.95,Timber,0.95,Timber,0.95
114635,,,,,,,,,,,medium (6-20m),0.75,narrow (<0.9m),0.9,No railings,1.0,unable to determine,0.0,Beam,0.95,Timber,0.95,Timber,1.0
114815,,,,,,,,,,,medium (6-20m),0.85,standard (0.9-1.5m),0.85,,,Timber,0.9,Beam,0.95,Timber,0.95,Steel,0.85
114923,,,,,,,,,,,short (<6m),0.5,standard (0.9-1.5m),0.6,No railings,1.0,Timber,0.95,Fallen Tree,0.95,Timber,0.95,Timber,0.95
114963,,,,,,,,,,,medium (6-20m),0.8,standard (0.9-1.5m),0.85,2 railings,1.0,Gabions,1.0,Beam,0.95,Timber,0.9,Steel,0.9
114996,,,,,,,,,,,medium (6-20m),0.8,standard (0.9-1.5m),0.7,,,Concrete,0.95,Truss,1.0,Timber,0.9,,
114997,,,,,,,,,,,medium (6-20m),0.7,standard (0.9-1.5m),0.85,,,Concrete,0.85,Truss,1.0,Composite,0.85,,
115806,,,,,,,,,,,,,standard (0.9-1.5m),0.8,1 railing,0.95,,,,,Timber,1.0,Timber,1.0
115807,,,,,,,,,,,,,standard (0.9-1.5m),0.75,No railings,1.0,,,,,Timber,0.9,Timber,0.95
115809,,,,,,,,,,,,,narrow (<0.9m),0.85,No railings,1.0,,,,,Timber,0.95,Timber,1.0
115814,,,,,,,,,,,,,standard (0.9-1.5m),0.7,No railings,1.0,,,,,Timber,0.95,Timber,0.95
116847,,,,,,,,,,,short (<6m),0.85,standard (0.9-1.5m),0.85,,,Concrete,0.7,Beam,0.95,Timber,0.9,Timber,0.98
116851,,,,,,,,,,,short (<6m),0.9,,,,,Timber,0.95,,,,,,
117195,,,,,,,,,,,short (<6m),0.7,standard (0.9-1.5m),0.8,,,,,,,Steel,0.8,Aluminum,0.9
117196,,,,,,,,,,,short (<6m),0.85,standard (0.9-1.5m),0.8,,,Timber,0.9,Truss,1.0,Aluminum,0.9,Aluminum,0.95
117197,,,,,,,,,,,medium (6-20m),0.6,standard (0.9-1.5m),0.85,,,Composite,0.7,,,Aluminum,0.9,Aluminum,0.85
117211,,,,,,,,,,,unable to determine,0.0,standard (0.9-1.5m),0.7,,,unable to determine,0.0,,,Aluminum,0.7,Aluminum,0.7
117216,,,,,,,,,,,medium (6-20m),0.7,standard (0.9-1.5m),0.8,,,unable to determine,0.0,,,Aluminum,0.75,Aluminum,0.85
117220,,,,,,,,,,,medium (6-20m),0.75,standard (0.9-1.5m),0.85,,,unable to determine,0.0,,,Aluminum,0.9,Aluminum,0.9
117221,,,,,,,,,,,short (<6m),0.8,standard (0.9-1.5m),0.85,,,Timber,0.9,,,Aluminum,0.9,Aluminum,0.85
117304,,,,,,,,,,,long (>20m),0.9,standard (0.9-1.5m),0.9,,,concrete,0.9,Beam,0.9,Timber,1.0,Timber,0.9
117365,,,,,,,,,,,long (>20m),0.85,standard (0.9-1.5m),0.8,,,Timber,0.8,Beam,0.95,Timber,0.95,Timber,1.0
118143,,,,,,,,,,,short (<6m),0.7,narrow (<0.9m),0.85,No railings,1.0,Timber,0.8,Beam,0.95,Timber,0.95,Timber,0.95
118246,,,,,,,,,,,medium (6-20m),0.8,standard (0.9-1.5m),0.85,No railings,1.0,Gabions,0.95,Beam,1.0,Timber,0.95,Steel,0.95
118752,,,,,,,,,,,medium (6-20m),0.85,,,,,,,,,,,,
118757,,,,,,,,,,,short (<6m),0.8,narrow (<0.9m),0.8,No railings,1.0,,,Beam,0.9,Timber,0.98,Timber,1.0
118797,,,,,,,,,,,medium (6-20m),0.7,standard (0.9-1.5m),0.75,No railings,1.0,unable to determine,0.0,Beam,0.95,Timber,0.95,Timber,0.95
118923,,,,,,,,,,,long (>20m),0.75,standard (0.9-1.5m),0.7,,,Gabions,0.95,Truss,1.0,unable to determine,0.0,,
119099,,,,,,,,,,,medium (6-20m),0.8,standard (0.9-1.5m),0.8,,,unable to determine,0.0,Beam,0.98,Timber,0.9,Steel,0.9
119811,,,,,,,,,,,short (<6m),0.85,narrow (<0.9m),0.7,No railings,1.0,Concrete,0.6,Beam,0.95,Timber,0.9,Timber,0.95
119851,,,,,,,,,,,medium (6-20m),0.7,standard (0.9-1.5m),0.8,No railings,1.0,unable to determine,0.0,Beam,0.9,Timber,0.95,Timber,0.98
119977,,,,,,,,,,,medium (6-20m),0.6,standard (0.9-1.5m),0.7,,,Timber,0.8,Beam,0.9,Timber,0.95,Timber,1.0
120548,,,,,,,,,,,,,,,No railings,1.0,,,,,,,,
120706,,,,,,,,,,,medium (6-20m),0.75,standard (0.9-1.5m),0.85,,,,,,,Timber,0.85,Steel,0.9
121354,,,,,,,,,,,,,,,2 railings,1.0,,,,,,,,
121497,,,,,,,,,,,short (<6m),0.95,narrow (<0.9m),0.7,No railings,0.95,Timber,0.9,Beam,0.95,Timber,0.95,Timber,0.98
121755,,,,,,,,,,,short (<6m),0.95,narrow (<0.9m),0.7,No railings,1.0,Timber,0.7,Beam,0.95,Timber,0.95,Timber,1.0
121990,,,,,,,,,,,,,,,2 railings,1.0,,,,,,,,
121993,,,,,,,,,,,,,,,No railings,1.0,Gabions,0.95,Beam,0.95,Timber,0.95,Timber,1.0
122034,,,,,,,,,,,medium (6-20m),0.75,standard (0.9-1.5m),0.85,,,Gabions,1.0,Beam,0.95,Timber,0.95,,
122180,,,,,,,,,,,short (<6m),0.85,standard (0.9-1.5m),0.75,,,,,,,,,,
122183,,,,,,,,,,,medium (6-20m),0.7,standard (0.9-1.5m),0.7,,,,,,,,,,
122244,,,,,,,,,,,short (<6m),0.85,standard (0.9-1.5m),0.85,,,,,Beam,0.95,Timber,0.95,Timber,1.0
122263,,,,,,,,,,,medium (6-20m),0.75,standard (0.9-1.5m),0.7,No railings,1.0,,,Beam,0.95,Timber,0.95,Timber,0.95
122441,,,,,,,,,,,short (<6m),0.85,standard (0.9-1.5m),0.8,,,Concrete,1.0,Beam,0.95,Timber,0.95,Steel,0.9
122444,,,,,,,,,,,short (<6m),0.9,standard (0.9-1.5m),0.85,No railings,1.0,Concrete,0.95,Beam,0.95,Timber,0.9,Steel,0.85
122445,,,,,,,,,,,medium (6-20m),0.7,standard (0.9-1.5m),0.8,,,Concrete,1.0,Beam,1.0,Timber,0.9,Timber,0.9
122456,,,,,,,,,,,,,,,,,,,,,Timber,0.95,,
122981,,,,,,,,,,,short (<6m),0.7,standard (0.9-1.5m),0.8,,,Timber,0.85,Beam,1.0,Timber,0.98,Timber,1.0
122999,2026-05-27T21:04:28.001752,gemma-4-26b-a4b-it,"```json
{
    ""fall_height"": {
        ""value"": ""medium (1.2-5m)"",
        ""confidence"": 0.4
    }
}
```",28.455,medium (1.2-5m),0.4,,,,,short (<6m),0.4,narrow (<0.9m),0.9,,,,,Fallen Tree,0.95,,,Timber,0.9
123161,,,,,,,,,,,medium (6-20m),0.8,standard (0.9-1.5m),0.8,,,unable to determine,0.0,Beam,1.0,Steel,0.85,Steel,0.9
123219,2026-05-27T21:04:41.821271,gemma-4-26b-a4b-it,"{""fall_height"": {""value"": ""low (<1.2m)"", ""confidence"": 0.9}}",13.808,low (<1.2m),0.9,,,,,medium (6-20m),0.7,standard (0.9-1.5m),0.8,No railings,1.0,,,Other,0.9,Steel,0.8,Steel,0.85
123309,,,,,,,,,,,,,standard (0.9-1.5m),0.75,,,,,Beam,0.9,Timber,0.7,Timber,0.7
123310,2026-05-27T21:05:07.159620,gemma-4-26b-a4b-it,"{
    ""fall_height"": {
        ""value"": ""low (<1.2m)"",
        ""confidence"": 0.9
    }
}",10.177,low (<1.2m),0.9,,,,,medium (6-20m),0.75,standard (0.9-1.5m),0.8,,,,,Truss,0.95,Timber,0.8,Timber,0.8
123352,2026-05-27T21:04:56.980270,gemma-4-26b-a4b-it,"```json
{
    ""fall_height"": {
        ""value"": ""low (<1.2m)"",
        ""confidence"": 0.9
    }
}
```",15.152,low (<1.2m),0.9,,,,,medium (6-20m),0.7,standard (0.9-1.5m),0.85,No railings,1.0,,,Beam,0.95,Timber,0.95,Timber,1.0
123354,2026-05-27T21:05:20.628233,gemma-4-26b-a4b-it,"{
    ""fall_height"": {
        ""value"": ""low"",
        ""confidence"": 0.95
    }
}",13.458,low,0.95,,,,,short (<6m),0.9,narrow (<0.9m),0.7,No railings,1.0,unable to determine,0.0,Fallen Tree,0.9,unable to determine,0.0,Timber,0.4
123585,,,,,,,,,,,medium (6-20m),0.7,standard (0.9-1.5m),0.85,,,,,Beam,0.95,Timber,1.0,Timber,1.0
124927,,,,,,,,,,,,,,,2 railings,1.0,,,,,,,,
124929,,,,,,,,,,,,,,,No railings,1.0,,,,,,,,
126178,2026-05-27T21:05:32.225911,gemma-4-26b-a4b-it,"{
    ""fall_height"": {""value"": ""low (<1.2m)"", ""confidence"": 0.9}
}",11.592,low (<1.2m),0.9,,,,,,,narrow (<0.9m),0.9,No railings,1.0,,,,,,,,
126199,,,,,,,,,,,,,,,2 railings,1.0,,,Beam,0.9,Steel,0.9,,
126334,2026-05-27T21:05:47.857975,gemma-4-26b-a4b-it,"{
    ""fall_height"": {""value"": ""low (<1.2m)"", ""confidence"": 0.95}
}",15.62,low (<1.2m),0.95,,,,,,,standard (0.9-1.5m),0.85,2 railings,1.0,,,Beam,0.95,Timber,0.95,Timber,1.0
126340,2026-05-27T21:06:08.876368,gemma-4-26b-a4b-it,"{
    ""fall_height"": {
        ""value"": ""low (<1.2m)"",
        ""confidence"": 0.9
    }
}",21.007,low (<1.2m),0.9,,,,,,,standard (0.9-1.5m),0.85,2 railings,1.0,,,Truss,1.0,Timber,0.9,Aluminum,0.85
126683,2026-05-27T21:06:19.508564,gemma-4-26b-a4b-it,"{""fall_height"": {""value"": ""low (<1.2m)"", ""confidence"": 0.8}}",10.625,low (<1.2m),0.8,,,,,,,narrow (<0.9m),0.7,,,,,Beam,0.95,Timber,0.95,Timber,0.95
126709,,,,,,,,,,,short (<6m),0.9,standard (0.9-1.5m),0.75,No railings,1.0,Timber,0.95,Beam,0.95,Timber,0.95,Timber,0.98
126721,2026-05-27T21:06:50.713610,gemma-4-26b-a4b-it,"```json
{
    ""fall_height"": {""value"": ""medium (1.2-5m)"", ""confidence"": 0.8}
}
```",31.19,medium (1.2-5m),0.8,,,,,medium (6-20m),0.85,standard (0.9-1.5m),0.8,2 railings,1.0,,,Truss,0.98,Timber,0.95,Steel,0.95
126779,2026-05-27T21:07:02.016231,gemma-4-26b-a4b-it,"```json
{
    ""fall_height"": {""value"": ""low (<1.2m)"", ""confidence"": 0.95}
}
```",11.156,low (<1.2m),0.95,,,,,short (<6m),0.85,standard (0.9-1.5m),0.85,,,,,Truss,0.95,Aluminum,0.9,Aluminum,0.9
126799,2026-05-27T21:07:15.342501,gemma-4-26b-a4b-it,"```json
{
    ""fall_height"": {""value"": ""low (<1.2m)"", ""confidence"": 0.9}
}
```",13.32,low (<1.2m),0.9,,,,,medium (6-20m),0.7,standard (0.9-1.5m),0.85,,,Concrete,0.9,Truss,0.95,,,Aluminum,0.9
126915,2026-05-27T21:07:57.123062,gemma-4-26b-a4b-it,"{""fall_height"": {""value"": ""low (<1.2m)"", ""confidence"": 0.85}}",41.775,low (<1.2m),0.85,,,,,short (<6m),0.75,,,,,,,Truss,1.0,Timber,0.95,Aluminum,0.7
127136,2026-05-27T21:08:12.368171,gemma-4-26b-a4b-it,"{
    ""fall_height"": {""value"": ""low (<1.2m)"", ""confidence"": 0.9}
}",15.24,low (<1.2m),0.9,,,,,medium (6-20m),0.85,standard (0.9-1.5m),0.9,2 railings,1.0,,,Truss,1.0,Aluminum,0.9,Aluminum,0.9
127145,2026-05-27T21:08:53.028820,gemma-4-26b-a4b-it,"{
    ""fall_height"": {""value"": ""low (<1.2m)"", ""confidence"": 0.85}
}",13.527,low (<1.2m),0.85,,,,,medium (6-20m),0.75,standard (0.9-1.5m),0.85,2 railings,1.0,,,Beam,0.95,Timber,0.9,Timber,0.9
127147,2026-05-27T21:08:39.495074,gemma-4-26b-a4b-it,"```json
{
    ""fall_height"": {
        ""value"": ""medium (1.2-5m)"",
        ""confidence"": 0.6
    }
}
```",27.121,medium (1.2-5m),0.6,,,,,short (<6m),0.75,standard (0.9-1.5m),0.8,1 railing,1.0,,,Beam,0.95,Timber,0.9,Timber,0.95
127159,,,,,,,,,,,,,,,,,,,,,Timber,0.95,,
127203,,,,,,,,,,,,,narrow (<0.9m),0.8,No railings,1.0,,,Beam,1.0,Timber,0.95,Timber,1.0
127204,,,,,,,,,,,,,standard (0.9-1.5m),0.8,No railings,1.0,,,Beam,0.95,Timber,0.95,Timber,1.0
127205,,,,,,,,,,,short (<6m),0.85,narrow (<0.9m),0.8,No railings,1.0,,,Beam,0.95,Timber,0.95,Timber,1.0
127388,,,,,,,,,,,medium (6-20m),0.8,,,2 railings,1.0,,,Truss,1.0,Concrete,0.9,Timber,0.9
127523,,,,,,,,,,,medium (6-20m),0.8,standard (0.9-1.5m),0.75,,,,,,,,,Timber,1.0
127525,,,,,,,,,,,long (>20m),0.9,standard (0.9-1.5m),0.85,No railings,0.95,,,,,Timber,0.95,,
128273,,,,,,,,,,,medium (6-20m),0.65,standard (0.9-1.5m),0.85,2 railings,1.0,,,Truss,1.0,Timber,0.95,Aluminum,0.8
128830,,,,,,,,,,,,,,,,,,,Beam,0.95,Timber,0.95,,
128831,,,,,,,,,,,,,,,,,Timber,0.85,Beam,0.95,Timber,0.9,,
129304,,,,,,,,,,,short (<6m),0.8,,,,,,,Beam,0.9,,,Timber,0.9
129491,,,,,,,,,,,,,,,1 railing,1.0,Gabions,0.5,Beam,0.95,Steel,0.9,,
129739,2026-05-27T21:09:07.899492,gemma-4-26b-a4b-it,"{""fall_height"": {""value"": ""low (<1.2m)"", ""confidence"": 0.95}}",14.865,low (<1.2m),0.95,,,,,,,standard (0.9-1.5m),0.85,No railings,1.0,Concrete,0.95,Beam,0.95,Timber,1.0,Timber,0.95
