asset_id,timestamp,model,response,latency_s,fall_height_bin_value,fall_height_bin_confidence,parse_error,raw_response,error,traceback,length_bin_value,length_bin_confidence,width_bin_value,width_bin_confidence,has_pedestrian_railing_value,has_pedestrian_railing_confidence,abutment_material_value,abutment_material_confidence,bridge_type_value,bridge_type_confidence,decking_material_value,decking_material_confidence,structure_material_value,structure_material_confidence
102354,,,,,,,,,,,,,,,No railings,1.0,Timber,0.9,Beam,0.95,Timber,0.9,,
102355,,,,,,,,,,,,,,,No railings,1.0,Timber,0.9,Beam,0.95,Timber,0.95,Timber,1.0
102358,,,,,,,,,,,,,,,No railings,1.0,Timber,0.9,Beam,0.95,Timber,1.0,,
102359,,,,,,,,,,,,,,,No railings,1.0,unable to determine,0.0,Beam,0.9,Timber,1.0,,
102370,,,,,,,,,,,,,,,No railings,1.0,Timber,0.9,Beam,0.95,Timber,0.95,,
102436,,,,,,,,,,,medium (6-20m),0.9,standard (0.9-1.5m),0.9,,,Timber,0.95,Beam,0.95,,,,
102471,,,,,,,,,,,,,,,No railings,1.0,Timber,0.95,Beam,0.95,Aluminum,0.9,Timber,0.95
102849,,,,,,,,,,,,,,,No railings,1.0,Timber,0.9,Beam,0.9,,,Timber,0.95
102851,,,,,,,,,,,,,,,No railings,1.0,Timber,0.95,Beam,0.95,Timber,1.0,Timber,1.0
103253,,,,,,,,,,,medium (6-20m),0.9,standard (0.9-1.5m),0.9,1 railing,0.8,,,,,Timber,0.95,,
103256,,,,,,,,,,,short (<6m),0.9,standard (0.9-1.5m),0.95,2 railings,1.0,,,Truss,0.95,Timber,0.95,Timber,1.0
104066,,,,,,,,,,,,,,,No railings,1.0,Timber,0.9,Beam,0.95,Timber,0.95,,
104086,,,,,,,,,,,,,,,No railings,1.0,Timber,0.9,Beam,0.95,Timber,0.95,,
104159,,,,,,,,,,,,,,,1 railing,1.0,Timber,0.8,Beam,0.95,Timber,0.95,,
104170,,,,,,,,,,,,,,,1 railing,1.0,Timber,0.8,Beam,0.9,Timber,0.95,,
105042,2026-05-27T18:34:03.954271,gemini-3-flash-preview,"{
    ""fall_height"": {""value"": ""low (<1.2m)"", ""confidence"": 0.95}
}",3.181,low (<1.2m),0.95,,,,,,,,,No railings,1.0,,,Beam,0.95,Timber,0.95,,
105438,,,,,,,,,,,,,,,No railings,1.0,,,Beam,0.95,Timber,0.98,Timber,0.95
105440,2026-05-27T18:34:07.831590,gemini-3-flash-preview,"{
    ""fall_height"": {""value"": ""low (<1.2m)"", ""confidence"": 0.9}
}",3.875,low (<1.2m),0.9,,,,,,,,,No railings,1.0,,,Beam,1.0,Timber,0.95,Timber,0.95
105442,,,,,,,,,,,,,,,No railings,1.0,,,Beam,1.0,Timber,0.95,Timber,1.0
105443,,,,,,,,,,,,,,,No railings,1.0,,,Beam,1.0,Timber,0.95,Timber,0.95
105444,,,,,,,,,,,,,,,No railings,1.0,,,Beam,0.95,Timber,0.95,Timber,0.95
105449,,,,,,,,,,,short (<6m),0.9,narrow (<0.9m),0.9,No railings,1.0,Timber,0.95,Beam,1.0,Timber,0.95,Timber,1.0
106027,,,,,,,,,,,short (<6m),0.95,narrow (<0.9m),0.9,No railings,1.0,Timber,0.9,Beam,1.0,Timber,0.95,Timber,1.0
106030,,,,,,,,,,,long (>20m),0.9,narrow (<0.9m),0.9,No railings,1.0,Timber,0.8,Beam,0.95,Timber,1.0,Timber,1.0
106045,,,,,,,,,,,long (>20m),0.95,standard (0.9-1.5m),0.85,No railings,1.0,Timber,0.95,Beam,0.95,Timber,1.0,Timber,1.0
106273,,,,,,,,,,,short (<6m),0.95,standard (0.9-1.5m),0.9,No railings,1.0,Timber,0.85,Beam,0.95,Timber,0.95,Timber,1.0
106350,,,,,,,,,,,,,,,No railings,1.0,,,,,,,,
106920,,,,,,,,,,,short (<6m),0.9,standard (0.9-1.5m),0.9,No railings,1.0,,,,,Timber,0.95,Timber,0.95
106925,,,,,,,,,,,short (<6m),0.95,narrow (<0.9m),0.85,No railings,1.0,,,,,Timber,0.95,Timber,1.0
107041,,,,,,,,,,,short (<6m),0.95,standard (0.9-1.5m),0.85,No railings,1.0,,,,,Timber,1.0,Timber,1.0
107058,,,,,,,,,,,short (<6m),0.95,narrow (<0.9m),0.95,1 railing,0.9,,,,,Timber,1.0,,
107068,,,,,,,,,,,,,narrow (<0.9m),0.9,No railings,1.0,,,,,Timber,0.95,,
107108,,,,,,,,,,,,,,,No railings,1.0,,,,,,,,
107109,,,,,,,,,,,,,,,No railings,1.0,,,,,,,,
107114,,,,,,,,,,,,,,,No railings,1.0,,,,,,,,
107115,,,,,,,,,,,,,,,No railings,1.0,,,,,,,,
107117,,,,,,,,,,,,,,,No railings,1.0,,,Beam,1.0,Timber,0.95,,
107118,,,,,,,,,,,,,,,No railings,1.0,,,,,,,,
107122,,,,,,,,,,,,,,,No railings,1.0,,,,,,,,
107473,,,,,,,,,,,,,,,No railings,1.0,unable to determine,0.0,Beam,0.95,Timber,0.95,,
107877,,,,,,,,,,,short (<6m),0.95,narrow (<0.9m),0.85,,,Aluminum Sill Fill,0.9,Truss,1.0,Aluminum,0.95,Aluminum,0.9
107885,,,,,,,,,,,short (<6m),0.95,narrow (<0.9m),0.85,2 railings,1.0,Timber,0.9,Truss,1.0,Aluminum,0.95,Aluminum,0.95
107969,,,,,,,,,,,long (>20m),0.95,narrow (<0.9m),0.95,2 railings,1.0,Steel,0.9,Suspension,1.0,Steel,0.95,Steel,0.95
107973,,,,,,,,,,,,,standard (0.9-1.5m),0.9,2 railings,1.0,Timber,0.8,Truss,1.0,Aluminum,0.95,Aluminum,0.95
108019,,,,,,,,,,,,,narrow (<0.9m),0.95,No railings,1.0,Timber,0.9,Beam,0.95,Timber,0.98,Timber,1.0
108037,,,,,,,,,,,long (>20m),0.95,narrow (<0.9m),0.9,2 railings,1.0,Steel,0.9,Suspension,1.0,Steel,0.95,Steel,1.0
108040,,,,,,,,,,,short (<6m),0.9,narrow (<0.9m),0.85,No railings,1.0,Timber,0.9,Beam,0.95,Timber,0.95,Timber,1.0
108107,,,,,,,,,,,short (<6m),0.95,standard (0.9-1.5m),0.9,No railings,1.0,Timber,0.9,Beam,1.0,Timber,0.95,Timber,1.0
108380,,,,,,,,,,,medium (6-20m),0.9,narrow (<0.9m),0.9,No railings,1.0,,,,,Timber,0.98,Timber,1.0
108725,,,,,,,,,,,short (<6m),0.95,standard (0.9-1.5m),0.85,No railings,0.95,,,Beam,0.9,Timber,0.95,,
108731,,,,,,,,,,,short (<6m),0.95,narrow (<0.9m),0.9,No railings,1.0,,,Beam,0.95,Timber,1.0,Timber,0.95
109160,,,,,,,,,,,short (<6m),0.95,narrow (<0.9m),0.95,No railings,1.0,Timber,0.8,Beam,0.95,Timber,0.95,Timber,0.95
109169,,,,,,,,,,,short (<6m),0.95,standard (0.9-1.5m),0.9,,,Timber,0.95,,,Timber,0.95,Timber,0.95
109560,,,,,,,,,,,short (<6m),0.95,standard (0.9-1.5m),0.85,No railings,1.0,,,,,Timber,0.95,Timber,0.95
109619,,,,,,,,,,,medium (6-20m),0.85,standard (0.9-1.5m),0.85,No railings,1.0,Gabions,1.0,Beam,1.0,Timber,0.95,Timber,0.95
109658,,,,,,,,,,,,,,,2 railings,1.0,,,,,,,,
110121,,,,,,,,,,,,,standard (0.9-1.5m),0.9,2 railings,1.0,,,,,,,,
110131,,,,,,,,,,,short (<6m),0.9,narrow (<0.9m),0.95,No railings,1.0,,,Beam,0.95,Timber,0.95,Timber,1.0
110139,,,,,,,,,,,short (<6m),0.85,narrow (<0.9m),0.95,No railings,1.0,,,Beam,0.95,Timber,1.0,,
110156,,,,,,,,,,,,,,,No railings,1.0,,,,,,,,
110170,,,,,,,,,,,short (<6m),0.95,standard (0.9-1.5m),0.9,,,Timber,0.85,Beam,0.95,Timber,0.95,Timber,1.0
110299,,,,,,,,,,,short (<6m),0.95,narrow (<0.9m),0.9,No railings,1.0,Timber,0.95,Beam,1.0,Timber,1.0,Timber,1.0
110356,,,,,,,,,,,short (<6m),0.95,standard (0.9-1.5m),0.9,No railings,1.0,,,Beam,0.95,Timber,0.95,Timber,0.95
110775,,,,,,,,,,,,,,,No railings,1.0,,,Beam,1.0,Timber,0.95,Timber,0.98
110788,,,,,,,,,,,,,,,No railings,1.0,Timber,1.0,Beam,0.95,Timber,1.0,,
110868,,,,,,,,,,,short (<6m),0.9,,,,,Timber,0.9,,,Timber,0.95,Timber,1.0
110870,,,,,,,,,,,,,,,2 railings,1.0,,,,,,,,
110932,,,,,,,,,,,short (<6m),0.9,standard (0.9-1.5m),0.9,,,,,Beam,0.95,,,Timber,0.95
110996,,,,,,,,,,,short (<6m),0.9,narrow (<0.9m),0.9,No railings,1.0,,,,,Timber,0.95,,
110997,,,,,,,,,,,,,,,No railings,1.0,,,,,,,,
111426,,,,,,,,,,,short (<6m),0.85,,,2 railings,1.0,,,,,,,,
111439,,,,,,,,,,,medium (6-20m),0.9,,,2 railings,1.0,,,,,,,,
111447,,,,,,,,,,,medium (6-20m),0.9,,,2 railings,1.0,,,,,,,,
111452,,,,,,,,,,,medium (6-20m),0.9,,,2 railings,1.0,,,,,,,,
111914,,,,,,,,,,,medium (6-20m),0.9,standard (0.9-1.5m),0.9,1 railing,1.0,,,,,Timber,1.0,Timber,0.95
112071,,,,,,,,,,,,,,,No railings,1.0,,,,,,,,
112087,,,,,,,,,,,,,,,No railings,1.0,,,,,,,,
112129,,,,,,,,,,,,,,,No railings,1.0,,,,,,,,
112141,,,,,,,,,,,,,,,No railings,1.0,,,,,,,,
112145,,,,,,,,,,,,,,,No railings,1.0,,,,,,,,
112154,,,,,,,,,,,,,,,No railings,1.0,,,,,,,,
112165,,,,,,,,,,,,,,,No railings,1.0,,,,,,,,
112236,,,,,,,,,,,,,,,No railings,1.0,,,,,,,,
112248,,,,,,,,,,,,,,,No railings,1.0,,,,,,,,
112262,,,,,,,,,,,,,,,No railings,1.0,,,,,,,,
112276,,,,,,,,,,,,,,,No railings,1.0,,,,,,,,
112301,,,,,,,,,,,,,,,No railings,1.0,,,,,,,,
112338,,,,,,,,,,,medium (6-20m),0.85,standard (0.9-1.5m),0.85,No railings,1.0,,,,,Timber,0.95,Timber,1.0
112340,,,,,,,,,,,medium (6-20m),0.85,narrow (<0.9m),0.95,No railings,1.0,,,,,,,,
112348,,,,,,,,,,,short (<6m),0.95,narrow (<0.9m),0.95,No railings,1.0,,,,,,,,
112386,,,,,,,,,,,medium (6-20m),0.9,narrow (<0.9m),0.95,No railings,1.0,,,,,,,,
112406,,,,,,,,,,,medium (6-20m),0.9,narrow (<0.9m),0.95,No railings,1.0,,,,,,,,
112411,,,,,,,,,,,,,narrow (<0.9m),0.95,No railings,1.0,,,,,,,,
112422,,,,,,,,,,,short (<6m),0.95,narrow (<0.9m),0.9,No railings,1.0,,,Beam,0.95,Timber,1.0,Timber,0.95
112524,,,,,,,,,,,,,,,No railings,1.0,,,,,,,,
112526,,,,,,,,,,,,,,,No railings,1.0,,,,,,,,
113125,,,,,,,,,,,medium (6-20m),0.9,narrow (<0.9m),0.9,,,,,,,Aluminum,0.9,Aluminum,0.95
113163,,,,,,,,,,,short (<6m),0.95,standard (0.9-1.5m),0.85,,,Timber,0.9,Beam,0.95,Timber,0.95,Timber,1.0
113164,,,,,,,,,,,medium (6-20m),0.9,standard (0.9-1.5m),0.9,,,Timber,0.9,Beam,0.95,Timber,0.98,Timber,0.95
113217,,,,,,,,,,,medium (6-20m),0.85,standard (0.9-1.5m),0.85,No railings,1.0,Timber,0.9,Beam,0.9,Timber,1.0,Timber,1.0
113244,,,,,,,,,,,medium (6-20m),0.9,standard (0.9-1.5m),0.9,,,,,,,Aluminum,0.9,Aluminum,0.9
113731,,,,,,,,,,,short (<6m),0.98,,,No railings,1.0,,,,,,,,
113733,,,,,,,,,,,short (<6m),0.98,,,No railings,1.0,,,,,,,,
113804,,,,,,,,,,,short (<6m),0.95,standard (0.9-1.5m),0.9,No railings,1.0,Timber,0.9,Beam,0.95,Timber,0.95,Timber,1.0
113952,,,,,,,,,,,medium (6-20m),0.9,standard (0.9-1.5m),0.85,,,Aluminum Sill Fill,0.8,Truss,1.0,Timber,1.0,Aluminum,0.9
113958,,,,,,,,,,,short (<6m),0.95,standard (0.9-1.5m),0.85,No railings,1.0,Timber,0.9,Beam,0.95,Timber,0.98,,
114047,,,,,,,,,,,,,standard (0.9-1.5m),0.9,,,,,Beam,0.95,Timber,1.0,Timber,1.0
114291,,,,,,,,,,,short (<6m),0.95,,,No railings,1.0,,,Beam,1.0,Timber,1.0,Timber,1.0
114635,,,,,,,,,,,medium (6-20m),0.9,narrow (<0.9m),0.95,No railings,1.0,Timber,0.9,Beam,0.95,Timber,1.0,Timber,1.0
114815,,,,,,,,,,,medium (6-20m),0.9,narrow (<0.9m),0.85,,,Timber,0.95,Beam,0.95,Timber,1.0,Steel,0.9
114923,,,,,,,,,,,short (<6m),0.9,standard (0.9-1.5m),0.8,No railings,1.0,Timber,0.9,Beam,0.95,Timber,1.0,Timber,1.0
114963,,,,,,,,,,,medium (6-20m),0.9,standard (0.9-1.5m),0.9,2 railings,1.0,Gabions,1.0,Beam,1.0,Timber,1.0,Steel,0.95
114996,,,,,,,,,,,medium (6-20m),0.95,standard (0.9-1.5m),0.85,,,Concrete,0.98,Truss,1.0,Timber,0.9,,
114997,,,,,,,,,,,medium (6-20m),0.9,standard (0.9-1.5m),0.95,,,Timber,0.9,Truss,0.95,Timber,0.95,,
115806,,,,,,,,,,,,,standard (0.9-1.5m),0.85,No railings,0.95,,,,,Timber,1.0,Timber,1.0
115807,,,,,,,,,,,,,standard (0.9-1.5m),0.9,No railings,1.0,,,,,Timber,0.95,Timber,0.95
115809,,,,,,,,,,,,,standard (0.9-1.5m),0.85,No railings,1.0,,,,,Timber,0.95,Timber,1.0
115814,,,,,,,,,,,,,standard (0.9-1.5m),0.8,No railings,1.0,,,,,Timber,0.98,Timber,1.0
116847,,,,,,,,,,,short (<6m),0.95,standard (0.9-1.5m),0.9,,,Timber,0.9,Beam,0.95,Timber,0.95,Timber,0.95
116851,,,,,,,,,,,short (<6m),0.95,,,,,Timber,0.9,,,,,,
117195,,,,,,,,,,,medium (6-20m),0.9,standard (0.9-1.5m),0.9,,,,,,,Aluminum,0.95,Aluminum,0.9
117196,,,,,,,,,,,short (<6m),0.85,narrow (<0.9m),0.8,,,Timber,0.95,Truss,1.0,Aluminum,0.95,Aluminum,0.95
117197,,,,,,,,,,,short (<6m),0.7,narrow (<0.9m),0.8,,,Composite,0.9,,,Aluminum,0.9,Aluminum,0.9
117211,,,,,,,,,,,short (<6m),0.75,standard (0.9-1.5m),0.85,,,Timber,0.8,,,Aluminum,0.9,Aluminum,0.9
117216,,,,,,,,,,,medium (6-20m),0.85,standard (0.9-1.5m),0.9,,,Concrete,0.8,,,Aluminum,0.9,Aluminum,0.9
117220,,,,,,,,,,,short (<6m),0.7,standard (0.9-1.5m),0.8,,,Aluminum Sill Fill,0.95,,,Aluminum,0.9,Aluminum,0.95
117221,,,,,,,,,,,short (<6m),0.95,standard (0.9-1.5m),0.9,,,Timber,0.95,,,Aluminum,0.95,Aluminum,0.95
117304,,,,,,,,,,,long (>20m),0.85,standard (0.9-1.5m),0.95,,,Concrete,0.95,Beam,0.95,Timber,0.95,Steel,0.9
117365,,,,,,,,,,,medium (6-20m),0.8,narrow (<0.9m),0.85,,,Timber,0.95,Beam,0.95,Timber,0.98,Timber,1.0
118143,,,,,,,,,,,short (<6m),0.95,standard (0.9-1.5m),0.9,No railings,1.0,Timber,0.9,Beam,1.0,Timber,0.95,,
118246,,,,,,,,,,,medium (6-20m),0.9,narrow (<0.9m),0.95,1 railing,0.95,Gabions,0.95,Beam,1.0,Timber,0.95,,
118752,,,,,,,,,,,medium (6-20m),0.9,,,,,,,,,,,,
118757,,,,,,,,,,,short (<6m),0.95,narrow (<0.9m),0.95,No railings,1.0,,,Beam,0.95,Timber,1.0,Timber,1.0
118797,,,,,,,,,,,short (<6m),0.95,narrow (<0.9m),0.9,No railings,1.0,Timber,0.9,Beam,0.95,Timber,0.95,Timber,0.95
118923,,,,,,,,,,,medium (6-20m),0.95,standard (0.9-1.5m),0.9,,,Gabions,1.0,Truss,1.0,Aluminum,0.9,,
119099,,,,,,,,,,,medium (6-20m),0.85,standard (0.9-1.5m),0.9,,,Gabions,1.0,Beam,1.0,Timber,1.0,Steel,0.95
119811,,,,,,,,,,,short (<6m),0.98,standard (0.9-1.5m),0.85,No railings,1.0,Timber,0.9,Beam,1.0,Timber,0.95,Timber,0.95
119851,,,,,,,,,,,short (<6m),0.9,standard (0.9-1.5m),0.9,No railings,1.0,Timber,0.9,Beam,0.95,Timber,0.95,,
119977,,,,,,,,,,,medium (6-20m),0.9,narrow (<0.9m),0.9,,,Timber,0.9,Beam,1.0,Timber,1.0,Timber,0.95
120548,,,,,,,,,,,,,,,No railings,1.0,,,,,,,,
120706,,,,,,,,,,,medium (6-20m),0.9,standard (0.9-1.5m),0.9,,,,,,,Timber,0.95,Steel,0.9
121354,,,,,,,,,,,,,,,2 railings,1.0,,,,,,,,
121497,,,,,,,,,,,short (<6m),0.95,standard (0.9-1.5m),0.9,No railings,1.0,Timber,0.95,Beam,0.95,Timber,0.98,Timber,1.0
121755,,,,,,,,,,,short (<6m),0.95,narrow (<0.9m),0.9,No railings,1.0,Timber,0.95,Beam,0.95,Timber,0.95,Timber,0.95
121990,,,,,,,,,,,,,,,2 railings,1.0,,,,,,,,
121993,,,,,,,,,,,,,,,No railings,1.0,Gabions,0.95,Beam,0.95,Timber,0.98,Timber,1.0
122034,,,,,,,,,,,short (<6m),0.95,standard (0.9-1.5m),0.9,,,Gabions,1.0,Beam,1.0,Timber,0.95,,
122180,,,,,,,,,,,short (<6m),0.95,standard (0.9-1.5m),0.8,,,,,,,,,,
122183,,,,,,,,,,,short (<6m),0.95,narrow (<0.9m),0.85,,,,,,,,,,
122244,,,,,,,,,,,short (<6m),0.95,standard (0.9-1.5m),0.9,,,,,Beam,1.0,Timber,0.95,Timber,1.0
122263,,,,,,,,,,,short (<6m),0.8,standard (0.9-1.5m),0.85,No railings,1.0,,,Beam,0.95,Timber,0.95,Timber,1.0
122441,,,,,,,,,,,medium (6-20m),0.8,standard (0.9-1.5m),0.9,,,Concrete,0.95,Beam,0.95,Timber,0.95,Steel,0.95
122444,,,,,,,,,,,short (<6m),0.95,standard (0.9-1.5m),0.95,No railings,1.0,Concrete,0.95,Beam,1.0,Timber,0.95,Steel,0.95
122445,,,,,,,,,,,medium (6-20m),0.9,standard (0.9-1.5m),0.9,,,Concrete,1.0,Beam,0.98,Timber,0.95,Steel,0.95
122456,,,,,,,,,,,,,,,,,,,,,Timber,1.0,,
122981,,,,,,,,,,,medium (6-20m),0.8,standard (0.9-1.5m),0.9,,,Timber,0.9,Beam,1.0,Timber,1.0,Timber,1.0
122999,2026-05-27T18:34:12.346409,gemini-3-flash-preview,"{""fall_height"": {""value"": ""medium (1.2-5m)"", ""confidence"": 0.7}}",4.513,medium (1.2-5m),0.7,,,,,short (<6m),0.9,narrow (<0.9m),0.95,,,,,Fallen Tree,0.95,,,Timber,0.95
123161,,,,,,,,,,,medium (6-20m),0.9,standard (0.9-1.5m),0.9,,,Timber,0.8,Beam,1.0,Timber,0.95,Steel,0.9
123219,2026-05-27T18:34:15.723712,gemini-3-flash-preview,"{
    ""fall_height"": {""value"": ""low (<1.2m)"", ""confidence"": 0.9}
}",3.373,low (<1.2m),0.9,,,,,short (<6m),0.9,standard (0.9-1.5m),0.85,No railings,1.0,,,Beam,0.9,Timber,0.95,Timber,0.95
123309,,,,,,,,,,,,,standard (0.9-1.5m),0.9,,,Timber,0.9,Beam,0.95,Timber,0.95,Timber,0.95
123310,2026-05-27T18:34:26.062948,gemini-3-flash-preview,"{
    ""fall_height"": {""value"": ""medium (1.2-5m)"", ""confidence"": 0.9}
}",4.208,medium (1.2-5m),0.9,,,,,medium (6-20m),0.9,standard (0.9-1.5m),0.9,,,Timber,0.9,Fallen Tree,0.95,Timber,0.95,Timber,0.95
123352,2026-05-27T18:34:21.853538,gemini-3-flash-preview,"{
    ""fall_height"": {""value"": ""low (<1.2m)"", ""confidence"": 0.9}
}",6.125,low (<1.2m),0.9,,,,,short (<6m),0.9,standard (0.9-1.5m),0.85,No railings,1.0,Timber,0.8,Beam,0.95,Timber,1.0,Timber,1.0
123354,2026-05-27T18:34:31.907809,gemini-3-flash-preview,"{
    ""fall_height"": {""value"": ""low (<1.2m)"", ""confidence"": 0.9}
}",5.843,low (<1.2m),0.9,,,,,short (<6m),0.9,narrow (<0.9m),0.85,No railings,1.0,Timber,0.9,Fallen Tree,0.95,Timber,0.9,Timber,0.95
123585,,,,,,,,,,,short (<6m),0.9,standard (0.9-1.5m),0.9,,,Concrete,0.95,Beam,1.0,Timber,1.0,Timber,1.0
124927,,,,,,,,,,,,,,,2 railings,1.0,,,,,,,,
124929,,,,,,,,,,,,,,,No railings,1.0,,,,,,,,
126178,2026-05-27T18:34:35.378689,gemini-3-flash-preview,"{
    ""fall_height"": {""value"": ""low (<1.2m)"", ""confidence"": 0.9}
}",3.465,low (<1.2m),0.9,,,,,,,narrow (<0.9m),0.95,No railings,1.0,unable to determine,0.0,,,,,,
126199,,,,,,,,,,,,,,,2 railings,1.0,,,Beam,0.95,Timber,0.95,,
126334,2026-05-27T18:34:41.426839,gemini-3-flash-preview,"{
    ""fall_height"": {""value"": ""low (<1.2m)"", ""confidence"": 0.9}
}",6.046,low (<1.2m),0.9,,,,,,,standard (0.9-1.5m),0.9,2 railings,1.0,Concrete,0.9,Beam,1.0,Timber,1.0,Steel,0.95
126340,2026-05-27T18:34:46.657848,gemini-3-flash-preview,"{
    ""fall_height"": {""value"": ""medium (1.2-5m)"", ""confidence"": 0.9}
}",5.229,medium (1.2-5m),0.9,,,,,,,standard (0.9-1.5m),0.95,2 railings,1.0,Concrete,0.9,Truss,1.0,Aluminum,0.95,Aluminum,0.9
126683,2026-05-27T18:34:51.424254,gemini-3-flash-preview,"{
    ""fall_height"": {""value"": ""low"", ""confidence"": 0.9}
}",4.758,low,0.9,,,,,,,standard (0.9-1.5m),0.85,,,,,Beam,0.95,Timber,1.0,Timber,1.0
126709,,,,,,,,,,,short (<6m),0.95,narrow (<0.9m),0.9,No railings,1.0,Timber,0.95,Beam,0.95,Timber,0.98,Timber,1.0
126721,2026-05-27T18:34:57.283745,gemini-3-flash-preview,"{
    ""fall_height"": {""value"": ""medium (1.2-5m)"", ""confidence"": 0.9}
}",5.856,medium (1.2-5m),0.9,,,,,medium (6-20m),0.95,standard (0.9-1.5m),0.9,2 railings,1.0,Gabions,1.0,Truss,1.0,Timber,1.0,Aluminum,0.95
126779,2026-05-27T18:35:05.595545,gemini-3-flash-preview,"{
    ""fall_height"": {""value"": ""low (<1.2m)"", ""confidence"": 0.8}
}",8.22,low (<1.2m),0.8,,,,,short (<6m),0.95,standard (0.9-1.5m),0.9,,,,,Truss,1.0,Aluminum,0.95,Aluminum,0.95
126799,2026-05-27T18:35:17.471396,gemini-3-flash-preview,"{
    ""fall_height"": {""value"": ""medium (1.2-5m)"", ""confidence"": 0.7}
}",11.868,medium (1.2-5m),0.7,,,,,medium (6-20m),0.9,standard (0.9-1.5m),0.9,,,Concrete,0.95,Truss,1.0,,,Aluminum,0.95
126915,2026-05-27T18:35:21.663492,gemini-3-flash-preview,"{
    ""fall_height"": {""value"": ""medium (1.2-5m)"", ""confidence"": 0.9}
}",4.189,medium (1.2-5m),0.9,,,,,medium (6-20m),0.9,,,,,Gabions,0.95,Truss,1.0,Timber,1.0,Aluminum,0.9
127136,2026-05-27T18:35:26.889259,gemini-3-flash-preview,"{
    ""fall_height"": {""value"": ""medium (1.2-5m)"", ""confidence"": 0.9}
}",5.225,medium (1.2-5m),0.9,,,,,medium (6-20m),0.9,standard (0.9-1.5m),0.95,2 railings,1.0,Aluminum Sill Fill,0.9,Truss,1.0,Composite,0.9,Aluminum,0.95
127145,2026-05-27T18:35:44.634616,gemini-3-flash-preview,"{
    ""fall_height"": {""value"": ""medium (1.2-5m)"", ""confidence"": 0.8}
}",8.591,medium (1.2-5m),0.8,,,,,short (<6m),0.9,standard (0.9-1.5m),0.95,2 railings,1.0,,,Beam,0.95,Timber,0.95,Timber,1.0
127147,2026-05-27T18:35:36.037763,gemini-3-flash-preview,"{
    ""fall_height"": {""value"": ""medium (1.2-5m)"", ""confidence"": 0.85}
}",9.148,medium (1.2-5m),0.85,,,,,medium (6-20m),0.85,standard (0.9-1.5m),0.9,1 railing,1.0,Timber,0.95,Beam,0.95,Timber,0.98,Timber,0.95
127159,,,,,,,,,,,,,,,,,,,,,Timber,1.0,,
127203,,,,,,,,,,,,,standard (0.9-1.5m),0.9,No railings,1.0,,,Beam,0.99,Timber,0.95,Timber,1.0
127204,,,,,,,,,,,,,standard (0.9-1.5m),0.9,No railings,1.0,,,Beam,1.0,Timber,0.95,Timber,1.0
127205,,,,,,,,,,,short (<6m),0.95,narrow (<0.9m),0.85,No railings,1.0,,,Beam,1.0,Timber,1.0,Timber,1.0
127388,,,,,,,,,,,long (>20m),0.9,,,2 railings,1.0,,,Truss,0.95,Asphalt,0.9,Timber,0.95
127523,,,,,,,,,,,medium (6-20m),0.8,standard (0.9-1.5m),0.85,,,Timber,0.95,,,,,Timber,1.0
127525,,,,,,,,,,,long (>20m),0.95,standard (0.9-1.5m),0.95,No railings,1.0,,,,,Timber,0.95,,
128273,,,,,,,,,,,short (<6m),0.8,standard (0.9-1.5m),0.95,2 railings,1.0,Concrete,0.95,Truss,1.0,Timber,0.95,Aluminum,0.95
128830,,,,,,,,,,,,,,,,,Timber,0.9,Beam,0.95,Timber,0.95,,
128831,,,,,,,,,,,,,,,,,Timber,0.95,Beam,1.0,Timber,0.95,,
129304,,,,,,,,,,,short (<6m),0.95,,,,,,,Beam,0.95,,,Timber,0.95
129491,,,,,,,,,,,,,,,1 railing,1.0,Timber,0.9,Beam,0.95,Timber,1.0,,
129739,2026-05-27T18:35:50.869019,gemini-3-flash-preview,"{
    ""fall_height"": {""value"": ""low (<1.2m)"", ""confidence"": 1.0}
}",6.222,low (<1.2m),1.0,,,,,,,standard (0.9-1.5m),0.95,No railings,1.0,Concrete,0.95,Beam,1.0,Timber,1.0,Timber,1.0
