asset_id,timestamp,model,response,latency_s,length_bin_value,length_bin_confidence,parse_error,raw_response,error,traceback
113733,2026-05-28T01:02:34.294784,gemma-4-26b-a4b-it,"{""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.95}}",12.32,short (<6m),0.95,,,,
113804,2026-05-28T01:03:14.658641,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.7}
}
```",40.362,medium (6-20m),0.7,,,,
113952,2026-05-28T01:03:36.352458,gemma-4-26b-a4b-it,"{""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.85}}",21.689,medium (6-20m),0.85,,,,
113958,2026-05-28T01:03:59.081124,gemma-4-26b-a4b-it,"{
    ""length_bin"": {
        ""value"": ""short (<6m)"",
        ""confidence"": 0.7
    }
}",22.723,short (<6m),0.7,,,,
114291,2026-05-28T01:04:09.274649,gemma-4-26b-a4b-it,"{
    ""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.9}
}",10.186,short (<6m),0.9,,,,
114635,2026-05-28T01:04:36.257578,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.75}
}
```",26.977,medium (6-20m),0.75,,,,
114815,2026-05-28T01:04:57.401894,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.85}
}
```",21.134,medium (6-20m),0.85,,,,
114923,2026-05-28T01:05:19.675162,gemma-4-26b-a4b-it,"{
    ""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.5}
}",22.25,short (<6m),0.5,,,,
114963,2026-05-28T01:05:47.629450,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {
        ""value"": ""medium (6-20m)"",
        ""confidence"": 0.8
    }
}
```",27.927,medium (6-20m),0.8,,,,
114996,2026-05-28T01:06:23.726885,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.8}
}
```",36.093,medium (6-20m),0.8,,,,
114997,2026-05-28T01:07:17.298763,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.7}
}
```",53.565,medium (6-20m),0.7,,,,
116847,2026-05-28T01:07:33.122646,gemma-4-26b-a4b-it,"{
    ""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.85}
}",15.801,short (<6m),0.85,,,,
116851,2026-05-28T01:07:48.297009,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.9}
}
```",15.165,short (<6m),0.9,,,,
117195,2026-05-28T01:08:06.094971,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {
        ""value"": ""short (<6m)"",
        ""confidence"": 0.7
    }
}
```",17.794,short (<6m),0.7,,,,
117196,2026-05-28T01:08:18.892561,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.85}
}
```",12.791,short (<6m),0.85,,,,
117197,2026-05-28T01:08:48.381228,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.6}
}
```",29.483,medium (6-20m),0.6,,,,
117211,2026-05-28T01:08:59.230718,gemma-4-26b-a4b-it,"{
    ""length_bin"": {""value"": ""unable to determine"", ""confidence"": 0.0}
}",10.844,unable to determine,0.0,,,,
117216,2026-05-28T01:09:30.883058,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.7}
}
```",31.611,medium (6-20m),0.7,,,,
117220,2026-05-28T01:09:49.885725,gemma-4-26b-a4b-it,"{""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.75}}",18.997,medium (6-20m),0.75,,,,
117221,2026-05-28T01:10:08.667343,gemma-4-26b-a4b-it,"{
    ""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.8}
}",18.775,short (<6m),0.8,,,,
117304,2026-05-28T01:10:27.996887,gemma-4-26b-a4b-it,"{
    ""length_bin"": {""value"": ""long (>20m)"", ""confidence"": 0.9}
}",19.324,long (>20m),0.9,,,,
117365,2026-05-28T01:11:04.961594,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""long (>20m)"", ""confidence"": 0.85}
}
```",36.958,long (>20m),0.85,,,,
118143,2026-05-28T01:11:31.763834,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.7}
}
```",26.767,short (<6m),0.7,,,,
118246,2026-05-28T01:11:51.663743,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.8}
}
```",19.888,medium (6-20m),0.8,,,,
118752,2026-05-28T01:12:12.380118,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.85}
}
```",20.711,medium (6-20m),0.85,,,,
118757,2026-05-28T01:12:28.137063,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.8}
}
```",15.753,short (<6m),0.8,,,,
118797,2026-05-28T01:12:45.338168,gemma-4-26b-a4b-it,"{
    ""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.7}
}",17.19,medium (6-20m),0.7,,,,
118923,2026-05-28T01:13:55.488064,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""long (>20m)"", ""confidence"": 0.75}
}
```",70.143,long (>20m),0.75,,,,
119099,2026-05-28T01:14:20.996927,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.8}
}
```",25.504,medium (6-20m),0.8,,,,
119811,2026-05-28T01:14:32.287934,gemma-4-26b-a4b-it,"{
    ""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.85}
}",11.286,short (<6m),0.85,,,,
119851,2026-05-28T01:15:07.443349,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.7}
}
```",35.15,medium (6-20m),0.7,,,,
119977,2026-05-28T01:15:28.597958,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.6}
}
```",21.148,medium (6-20m),0.6,,,,
120706,2026-05-28T01:15:52.327564,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.75}
}
```",23.68,medium (6-20m),0.75,,,,
121497,2026-05-28T01:16:01.985628,gemma-4-26b-a4b-it,"{
    ""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.95}
}",9.652,short (<6m),0.95,,,,
121755,2026-05-28T01:16:11.267369,gemma-4-26b-a4b-it,"{""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.95}}",9.266,short (<6m),0.95,,,,
122034,2026-05-28T01:16:56.122876,gemma-4-26b-a4b-it,"{
    ""length_bin"": {
        ""value"": ""medium (6-20m)"",
        ""confidence"": 0.75
    }
}",44.851,medium (6-20m),0.75,,,,
122180,2026-05-28T01:17:08.839193,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {
        ""value"": ""short (<6m)"",
        ""confidence"": 0.85
    }
}
```",12.711,short (<6m),0.85,,,,
122183,2026-05-28T01:17:34.521267,gemma-4-26b-a4b-it,"{
    ""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.7}
}",25.648,medium (6-20m),0.7,,,,
122244,2026-05-28T01:17:47.017866,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {
        ""value"": ""short (<6m)"",
        ""confidence"": 0.85
    }
}
```",12.492,short (<6m),0.85,,,,
122263,2026-05-28T01:18:09.232354,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.75}
}
```",22.206,medium (6-20m),0.75,,,,
122441,2026-05-28T01:18:22.822565,gemma-4-26b-a4b-it,"{
    ""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.85}
}",13.589,short (<6m),0.85,,,,
122444,2026-05-28T01:18:31.549115,gemma-4-26b-a4b-it,"{
    ""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.9}
}",8.715,short (<6m),0.9,,,,
122445,2026-05-28T01:18:45.066592,gemma-4-26b-a4b-it,"{""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.7}}",13.516,medium (6-20m),0.7,,,,
122981,2026-05-28T01:19:17.548469,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {
        ""value"": ""short (<6m)"",
        ""confidence"": 0.7
    }
}
```",32.48,short (<6m),0.7,,,,
122999,2026-05-28T01:19:51.129993,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.4}
}
```",33.577,short (<6m),0.4,,,,
123161,2026-05-28T01:20:10.588703,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.8}
}
```",19.452,medium (6-20m),0.8,,,,
123219,2026-05-28T01:20:29.629195,gemma-4-26b-a4b-it,"{""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.7}}",19.034,medium (6-20m),0.7,,,,
123352,2026-05-28T01:20:53.815469,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.7}
}
```",24.174,medium (6-20m),0.7,,,,
123310,2026-05-28T01:21:23.447190,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.75}
}
```",29.626,medium (6-20m),0.75,,,,
123354,2026-05-28T01:21:39.157734,gemma-4-26b-a4b-it,"{""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.9}}",15.681,short (<6m),0.9,,,,
123585,2026-05-28T01:22:30.461525,gemma-4-26b-a4b-it,"{
    ""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.7}
}",51.296,medium (6-20m),0.7,,,,
126721,2026-05-28T01:22:52.013018,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.85}
}
```",21.538,medium (6-20m),0.85,,,,
126709,2026-05-28T01:23:05.934585,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.9}
}
```",13.883,short (<6m),0.9,,,,
126779,2026-05-28T01:23:19.383507,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.85}
}
```",13.421,short (<6m),0.85,,,,
126799,2026-05-28T01:23:40.706597,gemma-4-26b-a4b-it,"{
    ""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.7}
}",21.318,medium (6-20m),0.7,,,,
126915,2026-05-28T01:24:17.044289,gemma-4-26b-a4b-it,"{
    ""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.75}
}",36.332,short (<6m),0.75,,,,
127136,2026-05-28T01:24:40.684597,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.85}
}
```",23.621,medium (6-20m),0.85,,,,
127147,2026-05-28T01:25:01.970646,gemma-4-26b-a4b-it,"{""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.75}}",21.242,short (<6m),0.75,,,,
127145,2026-05-28T01:25:25.540771,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.75}
}
```",23.553,medium (6-20m),0.75,,,,
127205,2026-05-28T01:25:42.483528,gemma-4-26b-a4b-it,"{
    ""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.85}
}",16.929,short (<6m),0.85,,,,
127388,2026-05-28T01:26:02.076415,gemma-4-26b-a4b-it,"{
    ""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.8}
}",19.588,medium (6-20m),0.8,,,,
127523,2026-05-28T01:26:35.363691,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.8}
}
```",33.271,medium (6-20m),0.8,,,,
127525,2026-05-28T01:27:01.608351,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""long (>20m)"", ""confidence"": 0.9}
}
```",26.238,long (>20m),0.9,,,,
128273,2026-05-28T01:27:44.569064,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.65}
}
```",42.943,medium (6-20m),0.65,,,,
129304,2026-05-28T01:27:56.522207,gemma-4-26b-a4b-it,"{""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.8}}",11.94,short (<6m),0.8,,,,
