asset_id,timestamp,model,response,latency_s,structure_material_value,structure_material_confidence,parse_error,raw_response,error,traceback
110170,2026-06-07T11:41:26.673119,gemini-3-flash-preview,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",3.112,Timber,1.0,,,,
110299,2026-06-07T11:41:42.636433,gemini-3-flash-preview,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",15.961,Timber,1.0,,,,
110356,2026-06-07T11:41:46.201866,gemini-3-flash-preview,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",3.54,Timber,0.95,,,,
110775,2026-06-07T11:41:54.385116,gemini-3-flash-preview,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.98
    }
}",8.182,Timber,0.98,,,,
110868,2026-06-07T11:41:57.535203,gemini-3-flash-preview,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",3.144,Timber,1.0,,,,
110932,2026-06-07T11:42:01.004932,gemini-3-flash-preview,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",3.468,Timber,0.95,,,,
111914,2026-06-07T11:42:11.615400,gemini-3-flash-preview,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",10.607,Timber,0.95,,,,
112338,2026-06-07T11:42:22.096780,gemini-3-flash-preview,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",10.475,Timber,1.0,,,,
112422,2026-06-07T11:42:24.883219,gemini-3-flash-preview,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",2.783,Timber,0.95,,,,
113125,2026-06-07T11:42:44.009688,gemini-3-flash-preview,"{
    ""structure_material"": {
        ""value"": ""Aluminum"",
        ""confidence"": 0.95
    }
}",19.124,Aluminum,0.95,,,,
113163,2026-06-07T11:42:46.801008,gemini-3-flash-preview,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",2.764,Timber,1.0,,,,
113164,2026-06-07T11:42:54.148936,gemini-3-flash-preview,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",7.328,Timber,0.95,,,,
113217,2026-06-07T11:42:58.096496,gemini-3-flash-preview,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",3.941,Timber,1.0,,,,
113244,2026-06-07T11:43:06.442239,gemini-3-flash-preview,"{
    ""structure_material"": {
        ""value"": ""Aluminum"",
        ""confidence"": 0.9
    }
}",8.34,Aluminum,0.9,,,,
113804,2026-06-07T11:43:13.399780,gemini-3-flash-preview,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",6.946,Timber,1.0,,,,
113952,2026-06-07T11:43:34.736093,gemini-3-flash-preview,"{
    ""structure_material"": {
        ""value"": ""Aluminum"",
        ""confidence"": 0.9
    }
}",21.33,Aluminum,0.9,,,,
114047,2026-06-07T11:43:50.195390,gemini-3-flash-preview,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",15.432,Timber,1.0,,,,
114291,2026-06-07T11:44:01.949479,gemini-3-flash-preview,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",11.727,Timber,1.0,,,,
114635,2026-06-07T11:44:12.016052,gemini-3-flash-preview,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",10.062,Timber,1.0,,,,
114815,2026-06-07T11:44:23.709400,gemini-3-flash-preview,"{
    ""structure_material"": {
        ""value"": ""Steel"",
        ""confidence"": 0.9
    }
}",11.691,Steel,0.9,,,,
114923,2026-06-07T11:44:37.574434,gemini-3-flash-preview,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",13.863,Timber,1.0,,,,
114963,2026-06-07T11:44:48.023092,gemini-3-flash-preview,"{
    ""structure_material"": {
        ""value"": ""Steel"",
        ""confidence"": 0.95
    }
}",10.437,Steel,0.95,,,,
115806,2026-06-07T11:44:56.604055,gemini-3-flash-preview,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",8.576,Timber,1.0,,,,
115807,2026-06-07T11:44:59.991288,gemini-3-flash-preview,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",3.385,Timber,0.95,,,,
115809,2026-06-07T11:45:09.125002,gemini-3-flash-preview,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",9.132,Timber,1.0,,,,
115814,2026-06-07T11:45:12.488504,gemini-3-flash-preview,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",3.358,Timber,1.0,,,,
116847,2026-06-07T11:45:18.331793,gemini-3-flash-preview,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",5.839,Timber,0.95,,,,
117195,2026-06-07T11:45:26.828060,gemini-3-flash-preview,"{
    ""structure_material"": {
        ""value"": ""Aluminum"",
        ""confidence"": 0.9
    }
}",8.492,Aluminum,0.9,,,,
117196,2026-06-07T11:45:32.656824,gemini-3-flash-preview,"{
    ""structure_material"": {
        ""value"": ""Aluminum"",
        ""confidence"": 0.95
    }
}",5.818,Aluminum,0.95,,,,
117197,2026-06-07T11:45:38.702674,gemini-3-flash-preview,"{
    ""structure_material"": {
        ""value"": ""Aluminum"",
        ""confidence"": 0.9
    }
}",6.044,Aluminum,0.9,,,,
117211,2026-06-07T11:45:49.043363,gemini-3-flash-preview,"{
    ""structure_material"": {
        ""value"": ""Aluminum"",
        ""confidence"": 0.9
    }
}",10.337,Aluminum,0.9,,,,
117216,2026-06-07T11:45:57.545621,gemini-3-flash-preview,"{
    ""structure_material"": {
        ""value"": ""Aluminum"",
        ""confidence"": 0.9
    }
}",8.481,Aluminum,0.9,,,,
117220,2026-06-07T11:46:06.863430,gemini-3-flash-preview,"{
    ""structure_material"": {
        ""value"": ""Aluminum"",
        ""confidence"": 0.95
    }
}",9.311,Aluminum,0.95,,,,
117221,2026-06-07T11:46:12.082785,gemini-3-flash-preview,"{
    ""structure_material"": {
        ""value"": ""Aluminum"",
        ""confidence"": 0.95
    }
}",5.216,Aluminum,0.95,,,,
117304,2026-06-07T11:46:34.775661,gemini-3-flash-preview,"{
    ""structure_material"": {
        ""value"": ""Steel"",
        ""confidence"": 0.9
    }
}",22.691,Steel,0.9,,,,
117365,2026-06-07T11:46:47.757653,gemini-3-flash-preview,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",12.975,Timber,1.0,,,,
118143,2026-06-07T11:46:50.088294,gemini-3-flash-preview,,2.329,,,True,,,
118246,2026-06-07T11:46:55.777110,gemini-3-flash-preview,,5.687,,,True,,,
118757,2026-06-07T11:47:01.050802,gemini-3-flash-preview,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",5.272,Timber,1.0,,,,
118797,2026-06-07T11:47:04.474700,gemini-3-flash-preview,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",3.423,Timber,0.95,,,,
119099,2026-06-07T11:47:18.661725,gemini-3-flash-preview,"{
    ""structure_material"": {
        ""value"": ""Steel"",
        ""confidence"": 0.95
    }
}",14.181,Steel,0.95,,,,
119811,2026-06-07T11:47:23.045200,gemini-3-flash-preview,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",4.378,Timber,0.95,,,,
119851,2026-06-07T11:47:24.172368,gemini-3-flash-preview,,1.126,,,True,,,
119977,2026-06-07T11:47:27.247271,gemini-3-flash-preview,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",3.072,Timber,0.95,,,,
120706,2026-06-07T11:47:38.005830,gemini-3-flash-preview,"{
    ""structure_material"": {
        ""value"": ""Steel"",
        ""confidence"": 0.9
    }
}",10.755,Steel,0.9,,,,
121497,2026-06-07T11:47:47.838066,gemini-3-flash-preview,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",9.826,Timber,1.0,,,,
121755,2026-06-07T11:47:51.287810,gemini-3-flash-preview,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",3.448,Timber,0.95,,,,
121993,2026-06-07T11:48:06.174709,gemini-3-flash-preview,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",14.886,Timber,1.0,,,,
122244,2026-06-07T11:48:10.253914,gemini-3-flash-preview,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",4.073,Timber,1.0,,,,
122263,2026-06-07T11:48:13.323669,gemini-3-flash-preview,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",3.068,Timber,1.0,,,,
122441,2026-06-07T11:48:18.250088,gemini-3-flash-preview,"{
    ""structure_material"": {
        ""value"": ""Steel"",
        ""confidence"": 0.95
    }
}",4.925,Steel,0.95,,,,
122444,2026-06-07T11:48:22.804772,gemini-3-flash-preview,"{
    ""structure_material"": {
        ""value"": ""Steel"",
        ""confidence"": 0.95
    }
}",4.534,Steel,0.95,,,,
122445,2026-06-07T11:48:27.470824,gemini-3-flash-preview,"{
    ""structure_material"": {
        ""value"": ""Steel"",
        ""confidence"": 0.95
    }
}",4.664,Steel,0.95,,,,
122981,2026-06-07T11:48:35.606277,gemini-3-flash-preview,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",8.129,Timber,1.0,,,,
122999,2026-06-07T11:48:39.231538,gemini-3-flash-preview,"{""structure_material"": {""value"": ""Timber"", ""confidence"": 0.95}}",3.62,Timber,0.95,,,,
123161,2026-06-07T11:49:00.442008,gemini-3-flash-preview,"```json
{
    ""structure_material"": {
        ""value"": ""Steel"",
        ""confidence"": 0.9
    }
}
```",21.208,Steel,0.9,,,,
123219,2026-06-07T11:49:05.141244,gemini-3-flash-preview,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",4.694,Timber,0.95,,,,
123309,2026-06-07T11:49:09.959884,gemini-3-flash-preview,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",4.816,Timber,0.95,,,,
123352,2026-06-07T11:49:17.441676,gemini-3-flash-preview,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",7.48,Timber,1.0,,,,
123310,2026-06-07T11:49:28.205788,gemini-3-flash-preview,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",10.759,Timber,0.95,,,,
123354,2026-06-07T11:49:38.224550,gemini-3-flash-preview,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",9.989,Timber,0.95,,,,
123585,2026-06-07T11:49:46.553544,gemini-3-flash-preview,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",8.323,Timber,1.0,,,,
126334,2026-06-07T11:49:55.594384,gemini-3-flash-preview,"{
    ""structure_material"": {
        ""value"": ""Steel"",
        ""confidence"": 0.95
    }
}",9.036,Steel,0.95,,,,
126340,2026-06-07T11:50:04.810488,gemini-3-flash-preview,"{
    ""structure_material"": {
        ""value"": ""Aluminum"",
        ""confidence"": 0.9
    }
}",9.21,Aluminum,0.9,,,,
126683,2026-06-07T11:50:09.243590,gemini-3-flash-preview,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",4.428,Timber,1.0,,,,
126721,2026-06-07T11:50:21.782641,gemini-3-flash-preview,"{
    ""structure_material"": {
        ""value"": ""Aluminum"",
        ""confidence"": 0.95
    }
}",12.538,Aluminum,0.95,,,,
126709,2026-06-07T11:50:29.741538,gemini-3-flash-preview,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",7.891,Timber,1.0,,,,
126779,2026-06-07T11:50:58.560653,gemini-3-flash-preview,"{
    ""structure_material"": {
        ""value"": ""Aluminum"",
        ""confidence"": 0.95
    }
}",28.716,Aluminum,0.95,,,,
126799,2026-06-07T11:51:03.644789,gemini-3-flash-preview,"{
    ""structure_material"": {
        ""value"": ""Aluminum"",
        ""confidence"": 0.95
    }
}",4.957,Aluminum,0.95,,,,
126915,2026-06-07T11:51:22.318033,gemini-3-flash-preview,"{
    ""structure_material"": {
        ""value"": ""Aluminum"",
        ""confidence"": 0.9
    }
}",18.659,Aluminum,0.9,,,,
127136,2026-06-07T11:51:27.646038,gemini-3-flash-preview,"{
    ""structure_material"": {
        ""value"": ""Aluminum"",
        ""confidence"": 0.95
    }
}",5.324,Aluminum,0.95,,,,
127147,2026-06-07T11:51:44.393621,gemini-3-flash-preview,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",16.712,Timber,0.95,,,,
127145,2026-06-07T11:51:51.130308,gemini-3-flash-preview,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",6.73,Timber,1.0,,,,
127203,2026-06-07T11:51:55.035224,gemini-3-flash-preview,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",3.896,Timber,1.0,,,,
127204,2026-06-07T11:52:11.927088,gemini-3-flash-preview,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",16.887,Timber,1.0,,,,
127205,2026-06-07T11:52:16.173453,gemini-3-flash-preview,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",4.241,Timber,1.0,,,,
127388,2026-06-07T11:52:22.881049,gemini-3-flash-preview,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",6.705,Timber,0.95,,,,
127523,2026-06-07T11:52:25.722219,gemini-3-flash-preview,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",2.83,Timber,1.0,,,,
128273,2026-06-07T11:52:33.969605,gemini-3-flash-preview,"{
    ""structure_material"": {
        ""value"": ""Aluminum"",
        ""confidence"": 0.95
    }
}",8.246,Aluminum,0.95,,,,
129304,2026-06-07T11:52:37.311536,gemini-3-flash-preview,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",3.332,Timber,0.95,,,,
129739,2026-06-07T11:52:45.656085,gemini-3-flash-preview,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",8.344,Timber,1.0,,,,
