asset_id,timestamp,model,response,material_frame_tank_body_value,material_frame_tank_body_confidence,parse_error
92059,2026-05-22T01:22:51.022246,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}
```",Timber/Wood,0.95,
92076,2026-05-22T01:23:20.183673,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Concrete"",
        ""confidence"": 0.85
    }
}
```",Concrete,0.85,
92084,2026-05-22T01:23:27.452176,gemma-4-26b-a4b-it,,,,True
92085,2026-05-22T01:23:55.002386,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}
```",Timber/Wood,0.95,
92431,2026-05-22T01:25:40.367851,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Concrete"",
        ""confidence"": 0.8
    }
}
```",Concrete,0.8,
92432,2026-05-22T01:25:49.581047,gemma-4-26b-a4b-it,,,,True
92433,2026-05-22T01:26:32.302455,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}
```",Timber/Wood,1.0,
92434,2026-05-22T01:27:28.096922,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}
```",Timber/Wood,0.95,
92436,2026-05-22T01:28:25.544023,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}
```",Timber/Wood,0.95,
92806,2026-05-22T01:28:32.793221,gemma-4-26b-a4b-it,,,,True
92807,2026-05-22T01:29:50.669138,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Rock/Stone"",
        ""confidence"": 0.9
    }
}
```",Rock/Stone,0.9,
92939,2026-05-22T01:29:57.798235,gemma-4-26b-a4b-it,,,,True
93352,2026-05-22T01:30:37.637503,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Rock/Stone"",
        ""confidence"": 0.95
    }
}
```",Rock/Stone,0.95,
93359,2026-05-22T01:30:45.337433,gemma-4-26b-a4b-it,,,,True
94135,2026-05-22T01:31:24.839685,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Concrete"",
        ""confidence"": 0.9
    }
}",Concrete,0.9,
94137,2026-05-22T01:31:31.784560,gemma-4-26b-a4b-it,,,,True
94176,2026-05-22T01:32:01.298106,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}",Timber/Wood,0.95,
94301,2026-05-22T01:32:26.189406,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.98
    }
}",Timber/Wood,0.98,
94302,2026-05-22T01:32:37.131723,gemma-4-26b-a4b-it,,,,True
94307,2026-05-22T01:33:11.959735,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}",Timber/Wood,0.95,
94308,2026-05-22T01:33:44.315147,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}",Timber/Wood,0.95,
94318,2026-05-22T01:34:22.002182,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}",Timber/Wood,1.0,
94328,2026-05-22T01:34:30.081333,gemma-4-26b-a4b-it,,,,True
94330,2026-05-22T01:34:33.149689,gemma-4-26b-a4b-it,,,,True
94333,2026-05-22T01:34:36.016820,gemma-4-26b-a4b-it,,,,True
94334,2026-05-22T01:34:38.853785,gemma-4-26b-a4b-it,,,,True
94339,2026-05-22T01:34:59.856921,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}
```",Timber/Wood,1.0,
94341,2026-05-22T01:35:33.301065,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}",Timber/Wood,0.95,
94343,2026-05-22T01:35:53.032470,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}",Timber/Wood,0.95,
94369,2026-05-22T01:36:16.119621,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}
```",Timber/Wood,1.0,
94398,2026-05-22T01:36:50.995821,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}",Timber/Wood,1.0,
94401,2026-05-22T01:37:17.932758,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Concrete"",
        ""confidence"": 0.9
    }
}",Concrete,0.9,
94402,2026-05-22T01:37:44.965372,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Concrete"",
        ""confidence"": 0.9
    }
}
```",Concrete,0.9,
94404,2026-05-22T01:38:06.981008,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}",Timber/Wood,1.0,
94417,2026-05-22T01:38:44.974072,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}",Timber/Wood,0.95,
94419,2026-05-22T01:39:43.780763,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Natural Surface"",
        ""confidence"": 0.85
    }
}
```",Natural Surface,0.85,
96803,2026-05-22T01:40:23.117297,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}
```",Timber/Wood,0.95,
97124,2026-05-22T01:40:29.929824,gemma-4-26b-a4b-it,,,,True
98299,2026-05-22T01:40:32.282177,gemma-4-26b-a4b-it,,,,True
98951,2026-05-22T01:41:35.174635,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Concrete"",
        ""confidence"": 0.95
    }
}
```",Concrete,0.95,
100301,2026-05-22T01:42:10.585337,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Concrete"",
        ""confidence"": 0.95
    }
}
```",Concrete,0.95,
100302,2026-05-22T01:42:36.699244,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Concrete"",
        ""confidence"": 0.95
    }
}
```",Concrete,0.95,
101016,2026-05-22T01:43:02.509729,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Rock/Stone"",
        ""confidence"": 0.95
    }
}",Rock/Stone,0.95,
101027,2026-05-22T01:43:43.577416,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Rock/Stone"",
        ""confidence"": 0.95
    }
}",Rock/Stone,0.95,
101031,2026-05-22T01:44:18.482803,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Rock/Stone"",
        ""confidence"": 0.95
    }
}",Rock/Stone,0.95,
101066,2026-05-22T01:44:43.986747,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Rock/Stone"",
        ""confidence"": 0.95
    }
}",Rock/Stone,0.95,
101380,2026-05-22T01:45:31.514991,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}
```",Timber/Wood,0.95,
101396,2026-05-22T01:45:56.174210,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}",Timber/Wood,1.0,
101449,2026-05-22T01:46:23.314911,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Rock/Stone"",
        ""confidence"": 0.9
    }
}
```",Rock/Stone,0.9,
101607,2026-05-22T01:46:30.065928,gemma-4-26b-a4b-it,,,,True
101624,2026-05-22T01:47:04.683278,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}",Timber/Wood,0.95,
101697,2026-05-22T01:47:11.846712,gemma-4-26b-a4b-it,,,,True
101714,2026-05-22T01:47:13.795566,gemma-4-26b-a4b-it,,,,True
101720,2026-05-22T01:47:42.672347,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Rock/Stone"",
        ""confidence"": 0.95
    }
}",Rock/Stone,0.95,
101744,2026-05-22T01:48:18.761691,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.9
    }
}",Timber/Wood,0.9,
102425,2026-05-22T01:48:25.681840,gemma-4-26b-a4b-it,,,,True
102439,2026-05-22T01:48:27.446186,gemma-4-26b-a4b-it,,,,True
102759,2026-05-22T01:48:29.364028,gemma-4-26b-a4b-it,,,,True
102839,2026-05-22T01:48:31.374249,gemma-4-26b-a4b-it,,,,True
102843,2026-05-22T01:49:15.958814,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}",Timber/Wood,0.95,
103909,2026-05-22T01:50:20.474239,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}",Timber/Wood,0.95,
103932,2026-05-22T01:51:18.125706,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.9
    }
}
```",Timber/Wood,0.9,
104721,2026-05-22T01:51:24.979702,gemma-4-26b-a4b-it,,,,True
104861,2026-05-22T01:51:27.027931,gemma-4-26b-a4b-it,,,,True
104870,2026-05-22T01:51:28.973824,gemma-4-26b-a4b-it,,,,True
105082,2026-05-22T01:51:43.516376,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}",Timber/Wood,0.95,
105083,2026-05-22T01:52:27.928130,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.98
    }
}",Timber/Wood,0.98,
105458,2026-05-22T01:52:35.536866,gemma-4-26b-a4b-it,,,,True
105614,2026-05-22T01:53:21.103697,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.9
    }
}
```",Timber/Wood,0.9,
105616,2026-05-22T01:53:28.164060,gemma-4-26b-a4b-it,,,,True
105617,2026-05-22T01:53:30.054604,gemma-4-26b-a4b-it,,,,True
105619,2026-05-22T01:53:31.957824,gemma-4-26b-a4b-it,,,,True
105817,2026-05-22T01:53:55.509239,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}",Timber/Wood,0.95,
105824,2026-05-22T01:54:29.812308,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}
```",Timber/Wood,1.0,
105840,2026-05-22T01:54:53.574427,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}",Timber/Wood,1.0,
105855,2026-05-22T01:55:02.885798,gemma-4-26b-a4b-it,,,,True
106011,2026-05-22T01:55:28.880320,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.98
    }
}",Timber/Wood,0.98,
106065,2026-05-22T01:55:58.273207,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Concrete"",
        ""confidence"": 0.95
    }
}",Concrete,0.95,
106066,2026-05-22T01:56:44.554664,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Concrete"",
        ""confidence"": 0.95
    }
}",Concrete,0.95,
106068,2026-05-22T01:57:03.193504,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Concrete"",
        ""confidence"": 1.0
    }
}",Concrete,1.0,
106071,2026-05-22T01:57:30.840121,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Concrete"",
        ""confidence"": 1.0
    }
}
```",Concrete,1.0,
106072,2026-05-22T01:57:46.609885,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Concrete"",
        ""confidence"": 0.95
    }
}
```",Concrete,0.95,
106073,2026-05-22T01:58:03.507885,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Concrete"",
        ""confidence"": 1.0
    }
}",Concrete,1.0,
106074,2026-05-22T01:58:24.500981,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Concrete"",
        ""confidence"": 0.95
    }
}
```",Concrete,0.95,
106506,2026-05-22T01:59:11.708294,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.9
    }
}
```",Timber/Wood,0.9,
106583,2026-05-22T01:59:46.322160,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Concrete"",
        ""confidence"": 1.0
    }
}",Concrete,1.0,
106584,2026-05-22T02:00:20.220736,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Concrete"",
        ""confidence"": 0.95
    }
}",Concrete,0.95,
107290,2026-05-22T02:00:57.789453,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}",Timber/Wood,0.95,
107471,2026-05-22T02:01:52.992140,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}
```",Timber/Wood,0.95,
107475,2026-05-22T02:02:30.362623,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}",Timber/Wood,0.95,
107485,2026-05-22T02:03:12.038309,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}",Timber/Wood,0.95,
107490,2026-05-22T02:03:18.999026,gemma-4-26b-a4b-it,,,,True
107516,2026-05-22T02:03:38.149129,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}",Timber/Wood,0.95,
107518,2026-05-22T02:04:15.631404,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}",Timber/Wood,1.0,
107667,2026-05-22T02:04:38.260002,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Concrete"",
        ""confidence"": 0.95
    }
}",Concrete,0.95,
107876,2026-05-22T02:05:27.824347,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Natural Surface"",
        ""confidence"": 0.9
    }
}
```",Natural Surface,0.9,
107878,2026-05-22T02:06:19.327474,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}",Timber/Wood,1.0,
107879,2026-05-22T02:06:26.699975,gemma-4-26b-a4b-it,,,,True
107894,2026-05-22T02:06:43.091684,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}
```",Timber/Wood,1.0,
107899,2026-05-22T02:06:50.352042,gemma-4-26b-a4b-it,,,,True
107903,2026-05-22T02:06:52.400465,gemma-4-26b-a4b-it,,,,True
107905,2026-05-22T02:07:24.568326,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.9
    }
}",Timber/Wood,0.9,
107913,2026-05-22T02:07:55.689338,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}",Timber/Wood,0.95,
107917,2026-05-22T02:09:01.539476,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.7
    }
}
```",Timber/Wood,0.7,
107918,2026-05-22T02:09:08.696673,gemma-4-26b-a4b-it,,,,True
107927,2026-05-22T02:09:10.957272,gemma-4-26b-a4b-it,,,,True
107928,2026-05-22T02:09:13.201249,gemma-4-26b-a4b-it,,,,True
107929,2026-05-22T02:09:38.188088,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.9
    }
}",Timber/Wood,0.9,
107931,2026-05-22T02:10:21.109599,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.9
    }
}
```",Timber/Wood,0.9,
107932,2026-05-22T02:10:28.879624,gemma-4-26b-a4b-it,,,,True
107935,2026-05-22T02:11:10.457752,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.9
    }
}
```",Timber/Wood,0.9,
107937,2026-05-22T02:11:44.140650,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}
```",Timber/Wood,0.95,
107941,2026-05-22T02:12:18.451057,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.9
    }
}",Timber/Wood,0.9,
107942,2026-05-22T02:12:52.237328,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.85
    }
}",Timber/Wood,0.85,
107943,2026-05-22T02:13:23.876862,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.85
    }
}
```",Timber/Wood,0.85,
107945,2026-05-22T02:13:57.574969,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}",Timber/Wood,0.95,
107947,2026-05-22T02:14:30.335369,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.9
    }
}",Timber/Wood,0.9,
107950,2026-05-22T02:15:13.040514,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}
```",Timber/Wood,0.95,
107972,2026-05-22T02:15:20.203253,gemma-4-26b-a4b-it,,,,True
107974,2026-05-22T02:15:22.452537,gemma-4-26b-a4b-it,,,,True
107975,2026-05-22T02:15:24.912621,gemma-4-26b-a4b-it,,,,True
107977,2026-05-22T02:15:50.109497,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.9
    }
}
```",Timber/Wood,0.9,
107983,2026-05-22T02:16:27.430583,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Rock/Stone"",
        ""confidence"": 0.8
    }
}
```",Rock/Stone,0.8,
107999,2026-05-22T02:16:44.171992,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}
```",Timber/Wood,0.95,
108004,2026-05-22T02:17:11.208666,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.9
    }
}
```",Timber/Wood,0.9,
108005,2026-05-22T02:17:18.373038,gemma-4-26b-a4b-it,,,,True
108010,2026-05-22T02:17:20.420911,gemma-4-26b-a4b-it,,,,True
108012,2026-05-22T02:17:33.221445,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}",Timber/Wood,0.95,
108028,2026-05-22T02:17:40.185356,gemma-4-26b-a4b-it,,,,True
108241,2026-05-22T02:17:53.607866,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.98
    }
}",Timber/Wood,0.98,
108734,2026-05-22T02:18:06.810453,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.98
    }
}",Timber/Wood,0.98,
108862,2026-05-22T02:18:13.871927,gemma-4-26b-a4b-it,,,,True
108868,2026-05-22T02:18:24.321265,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Concrete"",
        ""confidence"": 0.95
    }
}",Concrete,0.95,
109154,2026-05-22T02:18:39.065658,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}",Timber/Wood,0.95,
109165,2026-05-22T02:18:56.271435,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}",Timber/Wood,0.95,
109628,2026-05-22T02:19:03.330889,gemma-4-26b-a4b-it,,,,True
109801,2026-05-22T02:19:05.278456,gemma-4-26b-a4b-it,,,,True
109803,2026-05-22T02:19:07.121232,gemma-4-26b-a4b-it,,,,True
109804,2026-05-22T02:19:09.170378,gemma-4-26b-a4b-it,,,,True
109806,2026-05-22T02:19:11.010171,gemma-4-26b-a4b-it,,,,True
109807,2026-05-22T02:19:12.959313,gemma-4-26b-a4b-it,,,,True
109919,2026-05-22T02:19:56.177551,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.9
    }
}
```",Timber/Wood,0.9,
110086,2026-05-22T02:20:29.562077,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Rock/Stone"",
        ""confidence"": 0.85
    }
}
```",Rock/Stone,0.85,
110087,2026-05-22T02:20:52.697455,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Rock/Stone"",
        ""confidence"": 0.9
    }
}",Rock/Stone,0.9,
110173,2026-05-22T02:21:16.544849,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Rock/Stone"",
        ""confidence"": 0.85
    }
}",Rock/Stone,0.85,
110284,2026-05-22T02:21:49.573469,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}",Timber/Wood,0.95,
110287,2026-05-22T02:22:11.236638,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}
```",Timber/Wood,1.0,
110371,2026-05-22T02:22:31.625116,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Concrete"",
        ""confidence"": 0.9
    }
}
```",Concrete,0.9,
110568,2026-05-22T02:22:47.696679,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}",Timber/Wood,0.95,
110703,2026-05-22T02:23:04.177672,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}",Timber/Wood,0.95,
110871,2026-05-22T02:23:21.688752,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}",Timber/Wood,1.0,
111450,2026-05-22T02:23:52.306171,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Concrete"",
        ""confidence"": 0.9
    }
}
```",Concrete,0.9,
111458,2026-05-22T02:24:37.573958,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}
```",Timber/Wood,0.95,
111482,2026-05-22T02:24:45.249894,gemma-4-26b-a4b-it,,,,True
111583,2026-05-22T02:25:09.925501,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Rock/Stone"",
        ""confidence"": 0.95
    }
}",Rock/Stone,0.95,
112127,2026-05-22T02:25:17.192945,gemma-4-26b-a4b-it,,,,True
112342,2026-05-22T02:26:12.390748,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Steel"",
        ""confidence"": 0.9
    }
}",Steel,0.9,
112490,2026-05-22T02:26:53.046785,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}
```",Timber/Wood,1.0,
112573,2026-05-22T02:27:06.866403,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}",Timber/Wood,0.95,
112902,2026-05-22T02:27:34.318711,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}",Timber/Wood,0.95,
112908,2026-05-22T02:27:49.260651,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Concrete"",
        ""confidence"": 0.98
    }
}",Concrete,0.98,
113157,2026-05-22T02:28:19.777782,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}",Timber/Wood,1.0,
113161,2026-05-22T02:28:52.031736,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.98
    }
}",Timber/Wood,0.98,
113187,2026-05-22T02:29:21.229891,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}",Timber/Wood,0.95,
113193,2026-05-22T02:29:41.493590,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}",Timber/Wood,1.0,
113194,2026-05-22T02:30:07.200428,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}",Timber/Wood,0.95,
113196,2026-05-22T02:30:37.426959,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}",Timber/Wood,1.0,
113200,2026-05-22T02:30:45.372510,gemma-4-26b-a4b-it,,,,True
