asset_id,timestamp,model,response,structure_position_value,structure_position_confidence,parse_error,has_pedestrian_railing_value,has_pedestrian_railing_confidence,material_frame_tank_body_value,material_frame_tank_body_confidence,fall_height_bin_value,fall_height_bin_confidence,steps_bin_value,steps_bin_confidence
85489,2026-05-27T08:17:13.495525,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Timber/Wood,1.0,,,,
85492,,,,,,,No railings,1.0,Timber/Wood,0.95,,,,
85496,2026-05-27T08:17:29.990013,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.9
    }
}",At-Grade,0.9,,No railings,1.0,Timber/Wood,0.95,,,,
85958,2026-05-27T08:17:45.171474,gemini-3-flash-preview,,,,True,No railings,1.0,Concrete,1.0,,,,
85964,2026-05-27T08:17:50.363141,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.9
    }
}",At-Grade,0.9,,No railings,1.0,Concrete,1.0,,,,
86044,,,,,,,No railings,0.95,Timber/Wood,0.95,,,,
86053,2026-05-27T08:17:59.580618,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Timber/Wood,0.95,,,,
86062,,,,,,,No railings,1.0,Timber/Wood,0.95,,,,
86091,2026-05-27T08:18:10.952903,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Timber/Wood,1.0,,,,
86094,2026-05-27T08:18:19.736792,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Timber/Wood,1.0,,,,
86102,2026-05-27T08:18:33.585672,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.9
    }
}",At-Grade,0.9,,No railings,1.0,Timber/Wood,0.95,,,,
86159,2026-05-27T08:18:43.507416,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.9
    }
}",At-Grade,0.9,,No railings,1.0,Timber/Wood,0.95,,,,
86174,2026-05-27T08:18:52.304780,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Timber/Wood,0.95,,,,
86209,2026-05-27T08:19:06.035350,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.9
    }
}",At-Grade,0.9,,No railings,1.0,Timber/Wood,0.95,,,,
86246,2026-05-27T08:19:16.177166,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Timber/Wood,0.95,,,,
86259,2026-05-27T08:19:25.596035,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Timber/Wood,0.95,,,,
86617,2026-05-27T08:19:35.328712,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Concrete,1.0,,,,
86620,2026-05-27T08:19:45.269492,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Concrete,1.0,,,,
86623,2026-05-27T08:19:54.887800,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 1.0
    }
}",At-Grade,1.0,,No railings,1.0,Concrete,1.0,,,,
87005,2026-05-27T08:20:03.789722,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,2 railings,1.0,Rock/Stone,0.95,,,,
87019,2026-05-27T08:20:13.748374,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Concrete,1.0,,,,
87713,2026-05-27T08:20:29.194882,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 1.0
    }
}",At-Grade,1.0,,No railings,0.95,Timber/Wood,1.0,,,,
87717,2026-05-27T08:20:38.096775,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 1.0
    }
}",At-Grade,1.0,,No railings,1.0,Rock/Stone,1.0,,,,
88086,2026-05-27T08:20:47.108153,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Concrete,0.95,,,,
88087,2026-05-27T08:20:56.223349,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 1.0
    }
}",At-Grade,1.0,,,,Concrete,0.95,,,,
88091,2026-05-27T08:21:12.504310,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""Elevated"",
        ""confidence"": 0.9
    }
}",Elevated,0.9,,,,Timber/Wood,0.95,,,,
88110,2026-05-27T08:21:21.124075,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,,,Timber/Wood,0.95,,,,
88111,2026-05-27T08:21:26.137509,gemini-3-flash-preview,,,,True,,,,,,,,
88120,2026-05-27T08:21:26.138510,gemini-3-flash-preview,,,,True,,,,,,,,
88123,2026-05-27T08:21:35.554546,gemini-3-flash-preview,,,,True,,,,,,,,
88137,2026-05-27T08:21:35.555700,gemini-3-flash-preview,,,,True,,,,,,,,
88138,2026-05-27T08:21:30.541040,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""Elevated"",
        ""confidence"": 0.95
    }
}",Elevated,0.95,,,,Timber/Wood,1.0,,,,
88149,2026-05-27T08:21:35.556865,gemini-3-flash-preview,,,,True,,,,,,,,
88161,2026-05-27T08:21:35.558117,gemini-3-flash-preview,,,,True,,,,,,,,
88162,2026-05-27T08:21:35.559143,gemini-3-flash-preview,,,,True,,,,,,,,
88165,2026-05-27T08:21:35.560103,gemini-3-flash-preview,,,,True,,,,,,,,
88172,2026-05-27T08:21:35.561140,gemini-3-flash-preview,,,,True,,,,,,,,
88176,2026-05-27T08:21:44.475982,gemini-3-flash-preview,,,,True,,,,,,,,
88177,2026-05-27T08:21:44.477201,gemini-3-flash-preview,,,,True,,,,,,,,
88178,2026-05-27T08:21:44.478210,gemini-3-flash-preview,,,,True,,,,,,,,
88198,2026-05-27T08:21:39.464957,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.9
    }
}",At-Grade,0.9,,1 railing,0.95,Timber/Wood,0.95,,,,
88205,2026-05-27T08:21:44.480730,gemini-3-flash-preview,,,,True,,,,,,,,
88207,2026-05-27T08:21:44.479586,gemini-3-flash-preview,,,,True,,,,,,,,
88210,2026-05-27T08:22:22.784625,gemini-3-flash-preview,,,,True,,,,,,,,
88271,2026-05-27T08:21:49.120868,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,,,Timber/Wood,1.0,,,,
88398,2026-05-27T08:23:11.081260,gemini-3-flash-preview,,,,True,,,,,,,,
88507,2026-05-27T08:21:59.136102,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,,,Timber/Wood,1.0,,,,
89201,2026-05-27T08:22:08.863144,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,1 railing,0.9,Concrete,0.95,,,,
89202,2026-05-27T08:22:17.774036,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,1 railing,1.0,Concrete,0.95,,,,
89332,2026-05-27T08:23:11.088142,gemini-3-flash-preview,,,,True,,,,,,,,
89546,2026-05-27T08:22:27.515948,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,,,Concrete,0.95,,,,
89549,2026-05-27T08:22:37.474727,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,,,Concrete,0.95,,,,
89561,2026-05-27T08:22:46.303063,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,,,Concrete,0.95,,,,
89567,2026-05-27T08:22:56.393428,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,,,Concrete,0.95,,,,
89639,2026-05-27T08:23:06.070688,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Rock/Stone,1.0,,,,
89654,2026-05-27T09:00:18.666275,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.9
    }
}",At-Grade,0.9,,,,Concrete,0.9,,,,
89716,2026-05-27T09:00:29.523150,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 1.0
    }
}",At-Grade,1.0,,No railings,1.0,Timber/Wood,0.95,,,,
89718,2026-05-27T08:23:17.620968,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 1.0
    }
}",At-Grade,1.0,,No railings,1.0,Timber/Wood,0.95,,,,
89730,2026-05-27T08:23:28.613904,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 1.0
    }
}",At-Grade,1.0,,No railings,1.0,Timber/Wood,1.0,,,,
89732,2026-05-27T08:23:39.190787,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 1.0
    }
}",At-Grade,1.0,,No railings,1.0,Timber/Wood,1.0,,,,
89733,2026-05-27T08:24:07.365176,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""Elevated"",
        ""confidence"": 0.9
    }
}",Elevated,0.9,,2 railings,0.95,Timber/Wood,1.0,,,,
90350,2026-05-27T08:24:16.556889,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,,,,,,,,
91224,2026-05-27T08:24:26.593662,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,,,Rock/Stone,1.0,,,,
91434,2026-05-27T08:24:39.090661,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,1 railing,0.95,Timber/Wood,1.0,,,many (>20),0.95
92005,2026-05-27T08:24:47.173488,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Timber/Wood,0.95,,,,
92007,2026-05-27T08:24:56.191287,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Timber/Wood,0.95,,,,
92015,2026-05-27T08:25:04.793927,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Timber/Wood,0.95,,,,
92032,2026-05-27T08:25:13.187254,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,,,Timber/Wood,0.95,,,,
92059,2026-05-27T08:25:22.614336,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,,,Timber/Wood,1.0,,,,
92076,2026-05-27T08:25:30.934381,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Timber/Wood,0.9,,,,
92084,2026-05-27T08:25:39.612580,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Timber/Wood,1.0,,,,
92085,2026-05-27T08:25:55.443358,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 1.0
    }
}",At-Grade,1.0,,No railings,1.0,Timber/Wood,0.95,,,,
92431,2026-05-27T08:26:04.818575,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 1.0
    }
}",At-Grade,1.0,,1 railing,0.9,Timber/Wood,0.95,,,,
92432,2026-05-27T08:26:16.407285,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,2 railings,1.0,Timber/Wood,1.0,,,,
92433,2026-05-27T08:26:31.515228,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 1.0
    }
}",At-Grade,1.0,,No railings,1.0,Timber/Wood,1.0,,,,
92434,2026-05-27T08:26:44.478525,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""Elevated"",
        ""confidence"": 0.95
    }
}",Elevated,0.95,,2 railings,1.0,Timber/Wood,0.95,,,,
92436,2026-05-27T08:26:54.675957,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 1.0
    }
}",At-Grade,1.0,,1 railing,1.0,Timber/Wood,0.95,,,,
92806,2026-05-27T08:27:04.609122,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 1.0
    }
}",At-Grade,1.0,,1 railing,0.9,Rock/Stone,0.95,,,,
92807,2026-05-27T08:27:14.751608,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 1.0
    }
}",At-Grade,1.0,,1 railing,1.0,Rock/Stone,0.9,,,,
92939,2026-05-27T08:27:23.451084,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.9
    }
}",At-Grade,0.9,,No railings,1.0,Timber/Wood,0.95,,,,
93352,2026-05-27T08:27:32.971147,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 1.0
    }
}",At-Grade,1.0,,2 railings,1.0,Rock/Stone,0.95,,,,
93359,2026-05-27T08:27:41.884176,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,1 railing,1.0,Timber/Wood,0.95,,,,
94135,2026-05-27T08:27:50.673312,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 1.0
    }
}",At-Grade,1.0,,No railings,1.0,Concrete,0.95,,,,
94137,2026-05-27T08:27:58.574900,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Concrete,0.85,,,,
94175,2026-05-27T08:28:09.223890,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""Elevated"",
        ""confidence"": 0.9
    }
}",Elevated,0.9,,,,,,,,,
94176,2026-05-27T08:28:18.646145,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""Elevated"",
        ""confidence"": 0.95
    }
}",Elevated,0.95,,1 railing,1.0,Timber/Wood,1.0,,,few (<10),0.95
94301,2026-05-27T08:28:44.762454,gemini-3-flash-preview,"```json
{
    ""structure_position"": {
        ""value"": ""Elevated"",
        ""confidence"": 0.9
    }
}
```",Elevated,0.9,,,,Timber/Wood,1.0,,,,
94302,2026-05-27T08:28:56.535045,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Timber/Wood,1.0,,,,
94307,,,,,,,No railings,0.9,Timber/Wood,0.95,,,,
94308,2026-05-27T08:29:06.778939,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""Elevated"",
        ""confidence"": 0.95
    }
}",Elevated,0.95,,,,Timber/Wood,1.0,,,,
94318,2026-05-27T08:29:17.216533,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Timber/Wood,1.0,,,,
94328,2026-05-27T08:29:28.897193,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Timber/Wood,0.95,,,,
94330,2026-05-27T08:29:39.954011,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.9
    }
}",At-Grade,0.9,,No railings,1.0,Timber/Wood,0.95,,,,
94332,2026-05-27T08:29:49.888247,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""Elevated"",
        ""confidence"": 0.95
    }
}",Elevated,0.95,,No railings,0.9,,,,,,
94333,2026-05-27T08:29:59.172204,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Timber/Wood,1.0,,,,
94334,2026-05-27T08:30:11.289436,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.9
    }
}",At-Grade,0.9,,No railings,1.0,Timber/Wood,1.0,,,,
94339,2026-05-27T08:30:23.447475,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Timber/Wood,1.0,,,,
94341,2026-05-27T08:30:32.691950,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Timber/Wood,0.95,,,,
94343,2026-05-27T08:30:43.342240,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Timber/Wood,1.0,,,,
94369,2026-05-27T08:30:54.237678,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Timber/Wood,1.0,,,,
94398,2026-05-27T08:31:04.744865,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""Elevated"",
        ""confidence"": 0.95
    }
}",Elevated,0.95,,1 railing,1.0,Timber/Wood,1.0,,,,
94401,2026-05-27T08:31:14.273456,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Timber/Wood,0.9,,,,
94402,2026-05-27T08:31:23.894597,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 1.0
    }
}",At-Grade,1.0,,No railings,1.0,Timber/Wood,0.9,,,,
94404,2026-05-27T08:31:32.802762,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.9
    }
}",At-Grade,0.9,,No railings,1.0,Timber/Wood,0.95,,,,
94417,2026-05-27T08:31:42.120180,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,0.95,Timber/Wood,0.95,,,,
94419,2026-05-27T08:31:51.739417,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 1.0
    }
}",At-Grade,1.0,,No railings,1.0,Timber/Wood,0.95,,,,
96803,2026-05-27T08:32:01.659812,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""Elevated"",
        ""confidence"": 0.95
    }
}",Elevated,0.95,,1 railing,1.0,Timber/Wood,1.0,,,,
97124,2026-05-27T08:32:09.976868,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Timber/Wood,0.95,,,,
98299,2026-05-27T08:32:19.702904,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 1.0
    }
}",At-Grade,1.0,,No railings,1.0,Concrete,1.0,,,,
98951,2026-05-27T08:32:29.328969,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 1.0
    }
}",At-Grade,1.0,,2 railings,1.0,Timber/Wood,0.95,,,,
100301,2026-05-27T08:32:38.847949,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Concrete,0.95,,,,
100302,2026-05-27T08:32:47.484294,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Concrete,0.95,,,,
101016,2026-05-27T08:32:55.956293,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Rock/Stone,0.95,,,,
101027,2026-05-27T08:33:04.453418,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Rock/Stone,1.0,,,,
101031,2026-05-27T08:33:13.157204,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Rock/Stone,0.95,,,,
101066,2026-05-27T08:33:22.269733,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Rock/Stone,0.95,,,,
101380,2026-05-27T08:33:32.091733,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""Elevated"",
        ""confidence"": 0.9
    }
}",Elevated,0.9,,2 railings,1.0,Timber/Wood,0.95,,,medium (10-20),0.95
101396,2026-05-27T08:33:40.601242,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,1 railing,1.0,Timber/Wood,1.0,,,few (<10),0.95
101449,2026-05-27T08:33:53.515603,gemini-3-flash-preview,"```json
{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.9
    }
}
```",At-Grade,0.9,,1 railing,0.95,Rock/Stone,0.9,,,,
101607,2026-05-27T08:34:01.595419,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,1 railing,1.0,Timber/Wood,0.95,,,,
101624,2026-05-27T08:34:10.391232,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Timber/Wood,0.95,,,,
101697,,,,,,,No railings,1.0,Timber/Wood,0.95,,,,
101714,,,,,,,1 railing,0.9,Rock/Stone,1.0,,,,
101715,2026-05-27T08:34:21.984062,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""Elevated"",
        ""confidence"": 0.9
    }
}",Elevated,0.9,,,,,,,,,
101720,,,,,,,,,Rock/Stone,0.9,,,,
101744,,,,,,,No railings,1.0,Timber/Wood,0.95,,,,
102425,2026-05-27T08:34:30.887491,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Timber/Wood,0.95,,,,
102439,2026-05-27T08:34:40.308334,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Timber/Wood,0.95,,,many (>20),0.9
102759,2026-05-27T08:34:48.854565,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,1 railing,1.0,Rock/Stone,1.0,,,,
102839,2026-05-27T08:34:57.611798,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 1.0
    }
}",At-Grade,1.0,,No railings,1.0,Timber/Wood,0.95,,,medium (10-20),0.8
102843,2026-05-27T08:35:06.520236,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 1.0
    }
}",At-Grade,1.0,,No railings,1.0,Timber/Wood,0.95,,,,
103909,2026-05-27T08:35:14.922756,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Timber/Wood,0.95,,,,
103932,2026-05-27T08:35:26.708135,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.9
    }
}",At-Grade,0.9,,1 railing,1.0,Timber/Wood,0.95,,,,
104721,2026-05-27T08:35:34.996431,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Timber/Wood,0.95,,,,
104861,2026-05-27T08:35:43.488152,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,1 railing,1.0,Concrete,0.9,,,,
104870,2026-05-27T08:35:52.704120,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 1.0
    }
}",At-Grade,1.0,,1 railing,0.95,Timber/Wood,1.0,,,,
105082,2026-05-27T08:36:02.071663,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Timber/Wood,0.95,,,,
105083,2026-05-27T08:36:11.035234,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.9
    }
}",At-Grade,0.9,,No railings,1.0,Timber/Wood,0.95,,,,
105458,2026-05-27T08:36:21.891348,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""Elevated"",
        ""confidence"": 0.95
    }
}",Elevated,0.95,,1 railing,1.0,Timber/Wood,1.0,,,many (>20),0.9
