,image_path,file_exists,asset_id,profile_id,profile_name,description,file_id,filename,attr_abutment_material,attr_bridge_type,attr_decking_material,attr_fall_height,attr_has_edge_guard,attr_has_pedestrian_railing,attr_length,"attr_material_frame,_tank,_body",attr_number_of_steps,attr_structure_material,attr_structure_position,attr_width,Length measured by staff,length_bin,width_bin,fall_height_bin,steps_bin
1867,data/citywide/images/253/64114/84348__asset64114_BoxAfromLake.jpg,True,64114,253,Trail Bridge,"Box Beam Bridges, Single Metal Beams 21' And 25'.",84348,asset64114_BoxAfromLake.jpg,,,,,No,2 railings,,,,,,1.0,False,,standard (0.9-1.5m),,
1868,data/citywide/images/253/64118/84340__asset64118_fromLake.jpg,True,64118,253,Trail Bridge,35' Long Steel Stringers,84340,asset64118_fromLake.jpg,,,,,No,2 railings,,,,,,1.0,False,,standard (0.9-1.5m),,
1869,data/citywide/images/253/64118/84341__asset64118_fromFalls.jpg,True,64118,253,Trail Bridge,35' Long Steel Stringers,84341,asset64118_fromFalls.jpg,,,,,No,2 railings,,,,,,1.0,False,,standard (0.9-1.5m),,
1870,data/citywide/images/253/64126/85871__asset64126-2.jpg,True,64126,253,Trail Bridge,"Single Span Log Stringer, 78cmø upstream cedar stringer, 70cmø downstream cedar stringer, with 8.25"" x 2"" x 42"" board across stringers and 2 - 4.5"" x 4.5"" timber ontop",85871,asset64126-2.jpg,Timber,Fallen Tree,Timber,1.55,No,,,,,Timber,,1.0,False,,standard (0.9-1.5m),medium (1.2-5m),
1871,data/citywide/images/253/64126/85872__asset64126.jpg,True,64126,253,Trail Bridge,"Single Span Log Stringer, 78cmø upstream cedar stringer, 70cmø downstream cedar stringer, with 8.25"" x 2"" x 42"" board across stringers and 2 - 4.5"" x 4.5"" timber ontop",85872,asset64126.jpg,Timber,Fallen Tree,Timber,1.55,No,,,,,Timber,,1.0,False,,standard (0.9-1.5m),medium (1.2-5m),
1872,data/citywide/images/253/64142/60966__AST_EX_20220823_111224.jpeg,True,64142,253,Trail Bridge,Lady Lake; 14X30 By 25Ftsteel Stringers 16X 12X42 Concrete Abutments Cedar Decking With Plastic Wood Nailingstrips. ;,60966,AST_EX_20220823_111224.jpeg,,,,,No,2 railings,,,,,,1.0,False,,standard (0.9-1.5m),,
1873,data/citywide/images/253/64643/47085__AST_EX_20220617_123258.jpeg,True,64643,253,Trail Bridge,32' (8M) ALUMINUM,47085,AST_EX_20220617_123258.jpeg,Timber,Beam,Steel,,Yes,,8.0,Aluminum,,Aluminum,,0.5,True,medium (6-20m),narrow (<0.9m),,
1874,data/citywide/images/253/65423/22109__AST_EX_20210916_081727.jpeg,True,65423,253,Trail Bridge,Fish Lake outflow,22109,AST_EX_20210916_081727.jpeg,,Beam,Steel,,No,,,Aluminum,,Aluminum,,1.0,False,,standard (0.9-1.5m),,
1875,data/citywide/images/253/65425/22074__AST_EX_20210916_142657.jpeg,True,65425,253,Trail Bridge,"Fish Lake Foot Trail; FOOTBRIDGE OVER NICOL CREEK (BUILT BY OWN FORCES),1.3M X 6M, 3 STRINGERS 30CM DIAM., CEDAR PLANK DECKING,LOG ABUTMENTS, POLE RAILINGSPIC #1 IN 2002 REPORT; GOOD: ANNUAL INSPECTION REQUIRED AFTER SPRING RUN-O",22074,AST_EX_20210916_142657.jpeg,Timber,Beam,Timber,,No,,,Aluminum,,Aluminum,,1.0,False,,standard (0.9-1.5m),,
1876,data/citywide/images/253/65426/62900__AST_EX_20220909_091643.jpeg,True,65426,253,Trail Bridge,Log Crossing on upper Lussier River. At outflow of Fish Lake on lake loop trail.,62900,AST_EX_20220909_091643.jpeg,,,,,No,No railings,,,,,,1.0,False,,standard (0.9-1.5m),,
1877,data/citywide/images/253/65427/62908__AST_EX_20220907_124110.jpeg,True,65427,253,Trail Bridge,1-1.5M wide bridge across small creek near Sayles Meadow (on Fish Lake Horse Trail),62908,AST_EX_20220907_124110.jpeg,,,,,No,No railings,,,,,,1.0,False,,standard (0.9-1.5m),,
1878,data/citywide/images/253/65427/62909__AST_EX_20220907_124122.jpeg,True,65427,253,Trail Bridge,1-1.5M wide bridge across small creek near Sayles Meadow (on Fish Lake Horse Trail),62909,AST_EX_20220907_124122.jpeg,,,,,No,No railings,,,,,,1.0,False,,standard (0.9-1.5m),,
1879,data/citywide/images/253/65609/45623__IMG_0185.JPG,True,65609,253,Trail Bridge,"Leighton Campground; Item description: BRIDGE ACROSS OUTFLOW FOR VIEWING SPAWNERS; concrete slab foot-bridge on concrete block abutments, approx 5m length, 0.5m height with wood handrails",45623,IMG_0185.JPG,Concrete,Beam,Concrete,,No,,6.7,,,Concrete,,1.2,True,medium (6-20m),standard (0.9-1.5m),,
1880,data/citywide/images/253/65609/58058__MI_20220806_163737.jpg,True,65609,253,Trail Bridge,"Leighton Campground; Item description: BRIDGE ACROSS OUTFLOW FOR VIEWING SPAWNERS; concrete slab foot-bridge on concrete block abutments, approx 5m length, 0.5m height with wood handrails",58058,MI_20220806_163737.jpg,Concrete,Beam,Concrete,,No,,6.7,,,Concrete,,1.2,True,medium (6-20m),standard (0.9-1.5m),,
1881,data/citywide/images/253/65609/86901__AST_EX_20250815_135754.jpeg,True,65609,253,Trail Bridge,"Leighton Campground; Item description: BRIDGE ACROSS OUTFLOW FOR VIEWING SPAWNERS; concrete slab foot-bridge on concrete block abutments, approx 5m length, 0.5m height with wood handrails",86901,AST_EX_20250815_135754.jpeg,Concrete,Beam,Concrete,,No,,6.7,,,Concrete,,1.2,True,medium (6-20m),standard (0.9-1.5m),,
1882,data/citywide/images/253/65788/46396__Goat_Creek_Bridge_1.jpg,True,65788,253,Trail Bridge,PTARMIGAN LAKE TRAIL FOOT BRIDGE;  Aluminum gerder bridge; Comments: Updated to the new bridge replaced in 2012 due to floods in 2010,46396,Goat Creek Bridge 1.jpg,Concrete,Beam,Steel,,No,,18.4,,,Aluminum,,1.22,True,medium (6-20m),standard (0.9-1.5m),,
1883,data/citywide/images/253/65788/46397__Goat_Creek_Bridge_2.jpg,True,65788,253,Trail Bridge,PTARMIGAN LAKE TRAIL FOOT BRIDGE;  Aluminum gerder bridge; Comments: Updated to the new bridge replaced in 2012 due to floods in 2010,46397,Goat Creek Bridge 2.jpg,Concrete,Beam,Steel,,No,,18.4,,,Aluminum,,1.22,True,medium (6-20m),standard (0.9-1.5m),,
1884,data/citywide/images/253/65788/46398__Goat_Creek_Bridge_3.jpg,True,65788,253,Trail Bridge,PTARMIGAN LAKE TRAIL FOOT BRIDGE;  Aluminum gerder bridge; Comments: Updated to the new bridge replaced in 2012 due to floods in 2010,46398,Goat Creek Bridge 3.jpg,Concrete,Beam,Steel,,No,,18.4,,,Aluminum,,1.22,True,medium (6-20m),standard (0.9-1.5m),,
1885,data/citywide/images/253/65788/46399__Goat_Creek_Bridge_4.jpg,True,65788,253,Trail Bridge,PTARMIGAN LAKE TRAIL FOOT BRIDGE;  Aluminum gerder bridge; Comments: Updated to the new bridge replaced in 2012 due to floods in 2010,46399,Goat Creek Bridge 4.jpg,Concrete,Beam,Steel,,No,,18.4,,,Aluminum,,1.22,True,medium (6-20m),standard (0.9-1.5m),,
1886,data/citywide/images/253/65788/46400__Goat_Creek_Bridge_6.jpg,True,65788,253,Trail Bridge,PTARMIGAN LAKE TRAIL FOOT BRIDGE;  Aluminum gerder bridge; Comments: Updated to the new bridge replaced in 2012 due to floods in 2010,46400,Goat Creek Bridge 6.jpg,Concrete,Beam,Steel,,No,,18.4,,,Aluminum,,1.22,True,medium (6-20m),standard (0.9-1.5m),,
1887,data/citywide/images/253/65788/46401__Goat_Creek_Bridge_7.jpg,True,65788,253,Trail Bridge,PTARMIGAN LAKE TRAIL FOOT BRIDGE;  Aluminum gerder bridge; Comments: Updated to the new bridge replaced in 2012 due to floods in 2010,46401,Goat Creek Bridge 7.jpg,Concrete,Beam,Steel,,No,,18.4,,,Aluminum,,1.22,True,medium (6-20m),standard (0.9-1.5m),,
1888,data/citywide/images/253/65788/46402__Goat_Creek_Bridge_8.jpg,True,65788,253,Trail Bridge,PTARMIGAN LAKE TRAIL FOOT BRIDGE;  Aluminum gerder bridge; Comments: Updated to the new bridge replaced in 2012 due to floods in 2010,46402,Goat Creek Bridge 8.jpg,Concrete,Beam,Steel,,No,,18.4,,,Aluminum,,1.22,True,medium (6-20m),standard (0.9-1.5m),,
1889,data/citywide/images/253/65788/46403__Goat_Creek_Bridge_9.jpg,True,65788,253,Trail Bridge,PTARMIGAN LAKE TRAIL FOOT BRIDGE;  Aluminum gerder bridge; Comments: Updated to the new bridge replaced in 2012 due to floods in 2010,46403,Goat Creek Bridge 9.jpg,Concrete,Beam,Steel,,No,,18.4,,,Aluminum,,1.22,True,medium (6-20m),standard (0.9-1.5m),,
1890,data/citywide/images/253/65788/46404__Goat_Creek_5.jpg,True,65788,253,Trail Bridge,PTARMIGAN LAKE TRAIL FOOT BRIDGE;  Aluminum gerder bridge; Comments: Updated to the new bridge replaced in 2012 due to floods in 2010,46404,Goat Creek 5.jpg,Concrete,Beam,Steel,,No,,18.4,,,Aluminum,,1.22,True,medium (6-20m),standard (0.9-1.5m),,
1891,data/citywide/images/253/65789/46405__Hotnarko_Suspension_Bridge_Picture_1.jpg,True,65789,253,Trail Bridge,HOTNARKO RIVER SUSPENSION BRIDGE;  CABLE AND METAL DECK ; Comments: CROSSES THE RIVER NEAR THE PARKING LOT AT END OF TOTE ROAD.,46405,Hotnarko Suspension Bridge Picture 1.jpg,Steel,Suspension,Steel,,No,,21.4,,,Steel,,0.63,True,long (>20m),narrow (<0.9m),,
1892,data/citywide/images/253/66171/44585__AST_EX_20220605_111611.jpeg,True,66171,253,Trail Bridge,"Beatrice Lake Trail; Additional notes: NEW IN 2008; Item description: ALUMINUM W RAININGS; Specifications: 15.3M X 1M WIDE ; Comments: GOOD, NEW BRIDGE INSTALLED IN FALL OF 1993.",44585,AST_EX_20220605_111611.jpeg,,,,,No,No railings,,,,,,1.0,False,,standard (0.9-1.5m),,
1893,data/citywide/images/253/66171/76624__AST_EX_20241023_171202.jpeg,True,66171,253,Trail Bridge,"Beatrice Lake Trail; Additional notes: NEW IN 2008; Item description: ALUMINUM W RAININGS; Specifications: 15.3M X 1M WIDE ; Comments: GOOD, NEW BRIDGE INSTALLED IN FALL OF 1993.",76624,AST_EX_20241023_171202.jpeg,,,,,No,No railings,,,,,,1.0,False,,standard (0.9-1.5m),,
1894,data/citywide/images/253/66171/76634__AST_EX_20241023_171227.jpeg,True,66171,253,Trail Bridge,"Beatrice Lake Trail; Additional notes: NEW IN 2008; Item description: ALUMINUM W RAININGS; Specifications: 15.3M X 1M WIDE ; Comments: GOOD, NEW BRIDGE INSTALLED IN FALL OF 1993.",76634,AST_EX_20241023_171227.jpeg,,,,,No,No railings,,,,,,1.0,False,,standard (0.9-1.5m),,
1895,data/citywide/images/253/66173/60824__AST_EX_20220822_085813.jpeg,True,66173,253,Trail Bridge,"Drinnon/Gwillim Lake Trail; Specifications: 2 10"" X 10"" BEAMS 3.5M LONG;",60824,AST_EX_20220822_085813.jpeg,,,,,No,No railings,,,,,,1.0,False,,standard (0.9-1.5m),,
1896,data/citywide/images/253/66920/64861__AST_IM_20220717_132815.jpeg,True,66920,253,Trail Bridge,Sticta Falls Foot Bridge; Sticta Falls Foot Bridge,64861,AST_IM_20220717_132815.jpeg,Timber,Beam,Timber,,No,No railings,9.1,,,Aluminum,,0.9,True,medium (6-20m),standard (0.9-1.5m),,
1897,data/citywide/images/253/66922/11222__MI_20210803_125418.jpg,True,66922,253,Trail Bridge,Spahats Cr. - Falls Viewpoint; Specifications: 2M X 2M ON TRAIL TO VIEWING PLATFORM ;,11222,MI_20210803_125418.jpg,Timber,Beam,Timber,,No,No railings,,,,Timber,,2.0,False,,wide (>1.5m),,
1898,data/citywide/images/253/67205/38565__AST_EX_20220331_144231.jpeg,True,67205,253,Trail Bridge,West Lake Day Use; Item description: BEAVERLY CREEK BRIDGE; Specifications: 5' WIDE X 28' LONGCONCRETE ABUTMENTSSQUARE TIMBER STRINGERS30CM X 20CM STRINGERS ;,38565,AST_EX_20220331_144231.jpeg,Concrete,Beam,Timber,,Yes,,35.0,Timber/Wood,,Timber,,5.0,True,long (>20m),wide (>1.5m),,
1899,data/citywide/images/253/67205/38570__AST_EX_20220331_144247.jpeg,True,67205,253,Trail Bridge,West Lake Day Use; Item description: BEAVERLY CREEK BRIDGE; Specifications: 5' WIDE X 28' LONGCONCRETE ABUTMENTSSQUARE TIMBER STRINGERS30CM X 20CM STRINGERS ;,38570,AST_EX_20220331_144247.jpeg,Concrete,Beam,Timber,,Yes,,35.0,Timber/Wood,,Timber,,5.0,True,long (>20m),wide (>1.5m),,
1900,data/citywide/images/253/67205/93110__AST_EX_20260422_114842.jpeg,True,67205,253,Trail Bridge,West Lake Day Use; Item description: BEAVERLY CREEK BRIDGE; Specifications: 5' WIDE X 28' LONGCONCRETE ABUTMENTSSQUARE TIMBER STRINGERS30CM X 20CM STRINGERS ;,93110,AST_EX_20260422_114842.jpeg,Concrete,Beam,Timber,,Yes,,35.0,Timber/Wood,,Timber,,5.0,True,long (>20m),wide (>1.5m),,
1901,data/citywide/images/253/67205/93111__AST_EX_20260422_114908.jpeg,True,67205,253,Trail Bridge,West Lake Day Use; Item description: BEAVERLY CREEK BRIDGE; Specifications: 5' WIDE X 28' LONGCONCRETE ABUTMENTSSQUARE TIMBER STRINGERS30CM X 20CM STRINGERS ;,93111,AST_EX_20260422_114908.jpeg,Concrete,Beam,Timber,,Yes,,35.0,Timber/Wood,,Timber,,5.0,True,long (>20m),wide (>1.5m),,
1902,data/citywide/images/253/80432/137__AST_IM_20210507_102842.jpeg,True,80432,253,Trail Bridge,Very small wood trail bridge 3ft wide,137,AST_IM_20210507_102842.jpeg,,,,,No,No railings,,,,,,,False,,,,
1903,data/citywide/images/253/80432/138__AST_IM_20210507_102659.jpeg,True,80432,253,Trail Bridge,Very small wood trail bridge 3ft wide,138,AST_IM_20210507_102659.jpeg,,,,,No,No railings,,,,,,,False,,,,
1904,data/citywide/images/253/81415/1669__MI_20210622_134558.jpg,True,81415,253,Trail Bridge,Bridge,1669,MI_20210622_134558.jpg,,,,,No,No railings,,,,,,,False,,,,
1905,data/citywide/images/253/81419/1667__MI_20210622_133923.jpg,True,81419,253,Trail Bridge,Bridge,1667,MI_20210622_133923.jpg,,,,,No,No railings,,,,,,,False,,,,
1906,data/citywide/images/253/82270/3556__AST_IM_20210630_143507.jpeg,True,82270,253,Trail Bridge,Trail bridge made of wood and in decent condition.,3556,AST_IM_20210630_143507.jpeg,Timber,Beam,Timber,,No,No railings,6.0,,,Timber,,1.0,True,medium (6-20m),standard (0.9-1.5m),,
1907,data/citywide/images/253/82304/3658__AST_IM_20210630_120832.jpeg,True,82304,253,Trail Bridge,3M SPAN BOARDWALK,3658,AST_IM_20210630_120832.jpeg,,,,,,No railings,,,,,,1.0,False,,standard (0.9-1.5m),,
1908,data/citywide/images/253/82304/45835__AST_EX_20220610_144142.jpeg,True,82304,253,Trail Bridge,3M SPAN BOARDWALK,45835,AST_EX_20220610_144142.jpeg,,,,,,No railings,,,,,,1.0,False,,standard (0.9-1.5m),,
1909,data/citywide/images/253/82304/85310__Purden_July_17_Assett_82304.jpg,True,82304,253,Trail Bridge,3M SPAN BOARDWALK,85310,Purden July 17 Assett 82304.jpg,,,,,,No railings,,,,,,1.0,False,,standard (0.9-1.5m),,
1910,data/citywide/images/253/82379/6921__MI_20210705_140121.jpg,True,82379,253,Trail Bridge,Wooden. Day use area.,6921,MI_20210705_140121.jpg,,,Timber,,,,,,,,,,False,,,,
1911,data/citywide/images/253/82385/6929__MI_20210705_145854.jpg,True,82385,253,Trail Bridge,At start of Red Bluff trail,6929,MI_20210705_145854.jpg,,Beam,Timber,,,,6.0,,,Timber,,1.0,True,medium (6-20m),standard (0.9-1.5m),,
1912,data/citywide/images/253/83138/6719__MI_20210716_082223.jpg,True,83138,253,Trail Bridge,good condition,6719,MI_20210716_082223.jpg,Timber,Beam,Timber,,,No railings,,,,Timber,,,False,,,,
1913,data/citywide/images/253/83150/6703__MI_20210716_105250.jpg,True,83150,253,Trail Bridge,,6703,MI_20210716_105250.jpg,Timber,Beam,Timber,,,,7.0,,,Timber,,0.5,True,medium (6-20m),narrow (<0.9m),,
1914,data/citywide/images/253/83150/82701__AST_EX_20250525_112831.jpeg,True,83150,253,Trail Bridge,,82701,AST_EX_20250525_112831.jpeg,Timber,Beam,Timber,,,,7.0,,,Timber,,0.5,True,medium (6-20m),narrow (<0.9m),,
1915,data/citywide/images/253/83150/82702__AST_EX_20250525_112857.jpeg,True,83150,253,Trail Bridge,,82702,AST_EX_20250525_112857.jpeg,Timber,Beam,Timber,,,,7.0,,,Timber,,0.5,True,medium (6-20m),narrow (<0.9m),,
1916,data/citywide/images/253/83513/8086__AST_EX_20210727_135155.jpeg,True,83513,253,Trail Bridge,Boardwalk near Whitehorn ranger cabin,8086,AST_EX_20210727_135155.jpeg,Gabions,Beam,Timber,,,No railings,6.0,,,Timber,,1.5,True,medium (6-20m),wide (>1.5m),,
1917,data/citywide/images/253/83815/9070__AST_IM_20210729_102630.jpeg,True,83815,253,Trail Bridge,,9070,AST_IM_20210729_102630.jpeg,,,,,,2 railings,,,,,,,False,,,,
1918,data/citywide/images/253/83815/36706__AST_EX_20220311_135250.jpeg,True,83815,253,Trail Bridge,,36706,AST_EX_20220311_135250.jpeg,,,,,,2 railings,,,,,,,False,,,,
1919,data/citywide/images/253/83815/71799__AST_EX_20240730_134413.jpeg,True,83815,253,Trail Bridge,,71799,AST_EX_20240730_134413.jpeg,,,,,,2 railings,,,,,,,False,,,,
1920,data/citywide/images/253/85208/11472__AST_IM_20210804_123629.jpeg,True,85208,253,Trail Bridge,Ray Farm; Specifications: 4M X 2M,11472,AST_IM_20210804_123629.jpeg,Timber,Truss,Timber,,No,No railings,,,,Timber,,,False,,,,
1921,data/citywide/images/253/85487/12421__AST_IM_20210804_110253.jpeg,True,85487,253,Trail Bridge,,12421,AST_IM_20210804_110253.jpeg,Timber,Beam,Timber,,,,,,,Timber,,,,,,,
1922,data/citywide/images/253/86350/13495__AST_IM_20210812_123555.jpeg,True,86350,253,Trail Bridge,Bridge 6 along twin spruce trail (starting from east trailhead),13495,AST_IM_20210812_123555.jpeg,,,,,,2 railings,,,,,,,False,,,,
1923,data/citywide/images/253/86350/13496__AST_IM_20210812_123548.jpeg,True,86350,253,Trail Bridge,Bridge 6 along twin spruce trail (starting from east trailhead),13496,AST_IM_20210812_123548.jpeg,,,,,,2 railings,,,,,,,False,,,,
1924,data/citywide/images/253/86352/13520__AST_IM_20210812_120413.jpeg,True,86352,253,Trail Bridge,Bridge 2 along twin spruce trail (starting from east trailhead),13520,AST_IM_20210812_120413.jpeg,,,,,,2 railings,,,,,,,,,,,
1925,data/citywide/images/253/86356/13490__AST_IM_20210812_130811.jpeg,True,86356,253,Trail Bridge,Entrance to service yard; Bridge,13490,AST_IM_20210812_130811.jpeg,,,,,,2 railings,,,,,,,False,,,,
1926,data/citywide/images/253/86356/13491__AST_IM_20210812_130744.jpeg,True,86356,253,Trail Bridge,Entrance to service yard; Bridge,13491,AST_IM_20210812_130744.jpeg,,,,,,2 railings,,,,,,,False,,,,
1927,data/citywide/images/253/86365/13515__AST_IM_20210812_120743.jpeg,True,86365,253,Trail Bridge,Bridge 3 along twin spruce trail (starting from east trailhead),13515,AST_IM_20210812_120743.jpeg,,,,,,No railings,,,,,,,,,,,
1928,data/citywide/images/253/86365/13516__AST_IM_20210812_120712.jpeg,True,86365,253,Trail Bridge,Bridge 3 along twin spruce trail (starting from east trailhead),13516,AST_IM_20210812_120712.jpeg,,,,,,No railings,,,,,,,,,,,
1929,data/citywide/images/253/86369/13497__AST_IM_20210812_123750.jpeg,True,86369,253,Trail Bridge,Bridge 1 - First along twin spruce trail (starting from N beach trailhead),13497,AST_IM_20210812_123750.jpeg,Concrete,Beam,Timber,,,2 railings,,,,Timber,,1.16,False,,standard (0.9-1.5m),,
1930,data/citywide/images/253/86525/13953__AST_IM_20210812_112957.jpeg,True,86525,253,Trail Bridge,Trail Bridge # 2 South of Road,13953,AST_IM_20210812_112957.jpeg,Concrete,Truss,Timber,,Yes,,12.1,,,Timber,,0.9,True,medium (6-20m),standard (0.9-1.5m),,
1931,data/citywide/images/253/86599/14048__AST_IM_20210812_112632.jpeg,True,86599,253,Trail Bridge,Trail Bridge # 1 South of Road,14048,AST_IM_20210812_112632.jpeg,Concrete,Truss,Timber,,Yes,,12.1,,,,,0.9,True,medium (6-20m),standard (0.9-1.5m),,
1932,data/citywide/images/253/86599/63268__AST_EX_20220917_124430.jpeg,True,86599,253,Trail Bridge,Trail Bridge # 1 South of Road,63268,AST_EX_20220917_124430.jpeg,Concrete,Truss,Timber,,Yes,,12.1,,,,,0.9,True,medium (6-20m),standard (0.9-1.5m),,
1933,data/citywide/images/253/87188/16460__AST_IM_20210819_133336.jpeg,True,87188,253,Trail Bridge,,16460,AST_IM_20210819_133336.jpeg,,Beam,Timber,,,No railings,1.5,,,Timber,,1.0,True,short (<6m),standard (0.9-1.5m),,
1934,data/citywide/images/253/87483/18402__AST_EX_20210824_133354.jpeg,True,87483,253,Trail Bridge,"Steel stringers, wood planks and railing",18402,AST_EX_20210824_133354.jpeg,Concrete,Beam,Timber,,,,18.0,,,Steel,,1.5,True,medium (6-20m),wide (>1.5m),,
1935,data/citywide/images/253/87483/18403__AST_EX_20210824_133332.jpeg,True,87483,253,Trail Bridge,"Steel stringers, wood planks and railing",18403,AST_EX_20210824_133332.jpeg,Concrete,Beam,Timber,,,,18.0,,,Steel,,1.5,True,medium (6-20m),wide (>1.5m),,
1936,data/citywide/images/253/87769/18223__AST_IM_20210823_121751.jpeg,True,87769,253,Trail Bridge,Island Loop # 4,18223,AST_IM_20210823_121751.jpeg,Timber,Truss,Timber,,Yes,No railings,,,,Timber,,2.0,False,,wide (>1.5m),,
1937,data/citywide/images/253/87928/18464__AST_IM_20210824_115527.jpeg,True,87928,253,Trail Bridge,Lower Trails,18464,AST_IM_20210824_115527.jpeg,Steel,Truss,Timber,,No,,,,,Timber,,,False,,,,
1938,data/citywide/images/253/87928/86025__AST_EX_20250810_142937.jpeg,True,87928,253,Trail Bridge,Lower Trails,86025,AST_EX_20250810_142937.jpeg,Steel,Truss,Timber,,No,,,,,Timber,,,False,,,,
1939,data/citywide/images/253/87928/86026__AST_EX_20250810_142930.jpeg,True,87928,253,Trail Bridge,Lower Trails,86026,AST_EX_20250810_142930.jpeg,Steel,Truss,Timber,,No,,,,,Timber,,,False,,,,
1940,data/citywide/images/253/88095/18846__AST_IM_20210826_130940.jpeg,True,88095,253,Trail Bridge,Good - put in 2017,18846,AST_IM_20210826_130940.jpeg,,,,,,1 railing,,,,,,,False,,,,
1941,data/citywide/images/253/88095/77981__AST_EX_20241206_113735.jpeg,True,88095,253,Trail Bridge,Good - put in 2017,77981,AST_EX_20241206_113735.jpeg,,,,,,1 railing,,,,,,,False,,,,
1942,data/citywide/images/253/88104/18836__AST_IM_20210826_141332.jpeg,False,88104,253,Trail Bridge,Degrading,18836,AST_IM_20210826_141332.jpeg,,,,,,2 railings,,,,,,,False,,,,
1943,data/citywide/images/253/88104/18837__AST_IM_20210826_141317.jpeg,False,88104,253,Trail Bridge,Degrading,18837,AST_IM_20210826_141317.jpeg,,,,,,2 railings,,,,,,,False,,,,
1944,data/citywide/images/253/88129/18913__AST_IM_20210826_144417.jpeg,True,88129,253,Trail Bridge,,18913,AST_IM_20210826_144417.jpeg,,,,,,2 railings,,,,,,,False,,,,
1945,data/citywide/images/253/88129/77969__AST_EX_20241206_121056.jpeg,True,88129,253,Trail Bridge,,77969,AST_EX_20241206_121056.jpeg,,,,,,2 railings,,,,,,,False,,,,
1946,data/citywide/images/253/88131/18915__AST_IM_20210826_141147.jpeg,True,88131,253,Trail Bridge,,18915,AST_IM_20210826_141147.jpeg,,,,,,2 railings,,,,,,,False,,,,
1947,data/citywide/images/253/88131/77972__AST_EX_20241206_115639.jpeg,True,88131,253,Trail Bridge,,77972,AST_EX_20241206_115639.jpeg,,,,,,2 railings,,,,,,,False,,,,
1948,data/citywide/images/253/88132/18907__AST_IM_20210826_124438.jpeg,True,88132,253,Trail Bridge,Steel stringers. Wooden bridge,18907,AST_IM_20210826_124438.jpeg,,,,,,2 railings,,,,,,,False,,,,
1949,data/citywide/images/253/88132/77985__AST_EX_20241206_111907.jpeg,True,88132,253,Trail Bridge,Steel stringers. Wooden bridge,77985,AST_EX_20241206_111907.jpeg,,,,,,2 railings,,,,,,,False,,,,
1950,data/citywide/images/253/88133/18905__AST_IM_20210826_132843.jpeg,True,88133,253,Trail Bridge,Over bent creek (no sign),18905,AST_IM_20210826_132843.jpeg,,,,1.85,,No railings,4.6,,,,,,True,short (<6m),,medium (1.2-5m),
1951,data/citywide/images/253/88133/77975__AST_EX_20241206_114443.jpeg,True,88133,253,Trail Bridge,Over bent creek (no sign),77975,AST_EX_20241206_114443.jpeg,,,,1.85,,No railings,4.6,,,,,,True,short (<6m),,medium (1.2-5m),
1952,data/citywide/images/253/88135/18910__AST_IM_20210826_140910.jpeg,True,88135,253,Trail Bridge,Wooden,18910,AST_IM_20210826_140910.jpeg,,,,,,2 railings,,,,,,,False,,,,
1953,data/citywide/images/253/88135/77971__AST_EX_20241206_115518.jpeg,True,88135,253,Trail Bridge,Wooden,77971,AST_EX_20241206_115518.jpeg,,,,,,2 railings,,,,,,,False,,,,
1954,data/citywide/images/253/88136/18909__AST_IM_20210826_131438.jpeg,True,88136,253,Trail Bridge,Long wooden bridge. 15m. Bent creek bridge,18909,AST_IM_20210826_131438.jpeg,,,,,,No railings,15.0,,,,,,True,medium (6-20m),,,
1955,data/citywide/images/253/88136/77987__AST_EX_20241206_113956.jpeg,True,88136,253,Trail Bridge,Long wooden bridge. 15m. Bent creek bridge,77987,AST_EX_20241206_113956.jpeg,,,,,,No railings,15.0,,,,,,True,medium (6-20m),,,
1956,data/citywide/images/253/88195/76411__AST_EX_20241025_091525.jpeg,True,88195,253,Trail Bridge,New as of 2022,76411,AST_EX_20241025_091525.jpeg,,,,,,No railings,,,,,,,False,,,,
1957,data/citywide/images/253/88199/76416__AST_EX_20241025_095121.jpeg,True,88199,253,Trail Bridge,Steel stringer - went in 2020 (lumber),76416,AST_EX_20241025_095121.jpeg,,,,,,2 railings,,,,,,,False,,,,
1958,data/citywide/images/253/88201/76408__AST_EX_20241025_092949.jpeg,True,88201,253,Trail Bridge,New as of 2022. Old steel stringers(from approx. 2001) remain in place.,76408,AST_EX_20241025_092949.jpeg,,,,,,No railings,,,,Aluminum,,,False,,,,
1959,data/citywide/images/253/88267/72576__AST_EX_20240817_171436.jpeg,True,88267,253,Trail Bridge,Dual 8 x 8 footbridge resting on 6 x 6 all treated wood about 9 feet long. good condition.,72576,AST_EX_20240817_171436.jpeg,,,,,,No railings,,,,,,,False,,,,
1960,data/citywide/images/253/88199/19032__AST_IM_20210827_150049.jpeg,False,88199,253,Trail Bridge,Steel stringer - went in 2020 (lumber),19032,AST_IM_20210827_150049.jpeg,,,,,,2 railings,,,,,,,False,,,,
1961,data/citywide/images/253/88280/72608__AST_EX_20240817_155144.jpeg,True,88280,253,Trail Bridge,18’ long. 2x6 decking on 9 2x12 stringers. Telespar railings with clothesline. Bridge resting on rocks. Hand rail line to be replaced Oct 2021,72608,AST_EX_20240817_155144.jpeg,,,Timber,,,No railings,5.4,,,Timber,,,True,short (<6m),,,
1962,data/citywide/images/253/88467/23598__bridge-front.jpg,True,88467,253,Trail Bridge,Bridge Peterson,23598,bridge-front.jpg,,,,,,2 railings,,,,,,,False,,,,
